=== Stage-2 Noise RL Optimization Log Started ===
[Info] PPO LR resolved from rl_lr=20 -> 2e-05 (legacy-micro)
[Info] Stage-1 RL episodes: 51000 | Stage-2 RL episodes: 40000
[Info] Unified run output dir: experiment_results/layer_importance_runs/mrpc/20260329_010530_pid314007

[Info] Second-stage noise RL training skipped (--skip-noise-rl).

============================================================
PHASE 5.5: NOISE RL FINAL EVALUATION (验证集)
NOISE_EVAL_CONFIG_SOURCE=json
NOISE_EVAL_REPEAT_N=200
Selection constraints (from stage-2 search protocol): Loss<=0.3963, Acc.>=0.8537, F1>=0.8504
Noise cost reference (max-noise, for cost normalization only): 49.20
============================================================

--- Baseline (Stage-1 Exact) : N=200 次重复评估 ---
  统计: Loss=0.3478±0.000000 [0.3478, 0.3478]
  统计: Acc.=0.8799±0.000000 [0.8799, 0.8799]
  统计: F1=0.8774±0.000000 [0.8774, 0.8774]
Final-eval report constraints (based on repeated baseline on validation_full): Loss<=0.3628, Acc.>=0.8667, F1>=0.8643
Evaluating no-noise control for the fixed stage-1 configuration...

--- No-Noise (Fixed Stage-1) : N=200 次重复评估 ---
  统计: Loss=0.3284±0.000000 [0.3284, 0.3284]
  统计: Acc.=0.8824±0.000000 [0.8824, 0.8824]
  统计: F1=0.8804±0.000000 [0.8804, 0.8804]

--- Selected (Saved Noise RL) : N=200 次重复评估 ---
  Trial 1/200: Loss=0.3287, Acc.=0.8799, F1=0.8784, Time=238.7ms
  Trial 37/200: Loss=0.3332, Acc.=0.8750, F1=0.8737, Time=237.5ms
  Trial 38/200: Loss=0.3373, Acc.=0.8775, F1=0.8758, Time=238.6ms
  Trial 39/200: Loss=0.3218, Acc.=0.8775, F1=0.8761, Time=238.6ms
  Trial 40/200: Loss=0.3228, Acc.=0.8848, F1=0.8828, Time=238.4ms
  Trial 41/200: Loss=0.3197, Acc.=0.8824, F1=0.8807, Time=238.4ms
  Trial 42/200: Loss=0.3306, Acc.=0.8701, F1=0.8678, Time=238.2ms
  Trial 43/200: Loss=0.3311, Acc.=0.8725, F1=0.8698, Time=237.7ms
  Trial 44/200: Loss=0.3289, Acc.=0.8725, F1=0.8701, Time=238.7ms
  Trial 45/200: Loss=0.3337, Acc.=0.8775, F1=0.8758, Time=238.5ms
  Trial 46/200: Loss=0.3335, Acc.=0.8775, F1=0.8751, Time=238.6ms
  Trial 47/200: Loss=0.3207, Acc.=0.8848, F1=0.8831, Time=238.5ms
  Trial 48/200: Loss=0.3239, Acc.=0.8775, F1=0.8748, Time=238.0ms
  Trial 49/200: Loss=0.3365, Acc.=0.8725, F1=0.8705, Time=238.5ms
  Trial 50/200: Loss=0.3272, Acc.=0.8824, F1=0.8798, Time=238.8ms
  Trial 51/200: Loss=0.3233, Acc.=0.8799, F1=0.8781, Time=238.6ms
  Trial 52/200: Loss=0.3232, Acc.=0.8799, F1=0.8781, Time=238.4ms
  Trial 53/200: Loss=0.3326, Acc.=0.8725, F1=0.8708, Time=238.6ms
  Trial 54/200: Loss=0.3200, Acc.=0.8873, F1=0.8854, Time=237.9ms
  Trial 55/200: Loss=0.3321, Acc.=0.8750, F1=0.8728, Time=238.6ms
  Trial 56/200: Loss=0.3244, Acc.=0.8750, F1=0.8728, Time=238.7ms
  Trial 57/200: Loss=0.3351, Acc.=0.8775, F1=0.8754, Time=238.4ms
  Trial 58/200: Loss=0.3201, Acc.=0.8775, F1=0.8748, Time=238.4ms
  Trial 59/200: Loss=0.3323, Acc.=0.8750, F1=0.8731, Time=238.0ms
  Trial 60/200: Loss=0.3307, Acc.=0.8676, F1=0.8644, Time=238.8ms
  Trial 61/200: Loss=0.3275, Acc.=0.8799, F1=0.8781, Time=238.5ms
  Trial 62/200: Loss=0.3282, Acc.=0.8799, F1=0.8774, Time=238.6ms
  Trial 63/200: Loss=0.3227, Acc.=0.8750, F1=0.8724, Time=238.6ms
  Trial 64/200: Loss=0.3271, Acc.=0.8824, F1=0.8801, Time=238.3ms
  Trial 65/200: Loss=0.3315, Acc.=0.8775, F1=0.8758, Time=237.8ms
  Trial 66/200: Loss=0.3269, Acc.=0.8848, F1=0.8831, Time=238.4ms
  Trial 67/200: Loss=0.3238, Acc.=0.8775, F1=0.8751, Time=238.7ms
  Trial 68/200: Loss=0.3293, Acc.=0.8775, F1=0.8754, Time=238.7ms
  Trial 69/200: Loss=0.3328, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 70/200: Loss=0.3319, Acc.=0.8775, F1=0.8754, Time=238.6ms
  Trial 71/200: Loss=0.3211, Acc.=0.8799, F1=0.8774, Time=237.8ms
  Trial 72/200: Loss=0.3255, Acc.=0.8701, F1=0.8681, Time=238.7ms
  Trial 73/200: Loss=0.3358, Acc.=0.8848, F1=0.8831, Time=238.6ms
  Trial 74/200: Loss=0.3264, Acc.=0.8775, F1=0.8754, Time=238.4ms
  Trial 75/200: Loss=0.3219, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 76/200: Loss=0.3230, Acc.=0.8824, F1=0.8804, Time=238.1ms
  Trial 77/200: Loss=0.3270, Acc.=0.8725, F1=0.8701, Time=237.6ms
  Trial 78/200: Loss=0.3290, Acc.=0.8750, F1=0.8724, Time=238.7ms
  Trial 79/200: Loss=0.3315, Acc.=0.8775, F1=0.8751, Time=238.7ms
  Trial 80/200: Loss=0.3344, Acc.=0.8775, F1=0.8754, Time=238.6ms
  Trial 81/200: Loss=0.3251, Acc.=0.8799, F1=0.8781, Time=238.7ms
  Trial 82/200: Loss=0.3310, Acc.=0.8799, F1=0.8778, Time=238.3ms
  Trial 83/200: Loss=0.3302, Acc.=0.8701, F1=0.8671, Time=237.7ms
  Trial 84/200: Loss=0.3242, Acc.=0.8750, F1=0.8728, Time=238.6ms
  Trial 85/200: Loss=0.3287, Acc.=0.8775, F1=0.8754, Time=238.6ms
  Trial 86/200: Loss=0.3301, Acc.=0.8750, F1=0.8731, Time=238.5ms
  Trial 87/200: Loss=0.3250, Acc.=0.8750, F1=0.8734, Time=238.6ms
  Trial 88/200: Loss=0.3179, Acc.=0.8799, F1=0.8784, Time=238.2ms
  Trial 89/200: Loss=0.3252, Acc.=0.8725, F1=0.8708, Time=238.7ms
  Trial 90/200: Loss=0.3332, Acc.=0.8750, F1=0.8721, Time=238.8ms
  Trial 91/200: Loss=0.3216, Acc.=0.8799, F1=0.8784, Time=238.7ms
  Trial 92/200: Loss=0.3278, Acc.=0.8799, F1=0.8781, Time=237.9ms
  Trial 93/200: Loss=0.3245, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 94/200: Loss=0.3345, Acc.=0.8676, F1=0.8648, Time=238.8ms
  Trial 95/200: Loss=0.3316, Acc.=0.8775, F1=0.8751, Time=238.4ms
  Trial 96/200: Loss=0.3325, Acc.=0.8701, F1=0.8678, Time=238.5ms
  Trial 97/200: Loss=0.3273, Acc.=0.8775, F1=0.8754, Time=238.3ms
  Trial 98/200: Loss=0.3262, Acc.=0.8824, F1=0.8807, Time=237.6ms
  Trial 99/200: Loss=0.3336, Acc.=0.8725, F1=0.8708, Time=238.7ms
  Trial 100/200: Loss=0.3261, Acc.=0.8750, F1=0.8721, Time=238.6ms
  Trial 101/200: Loss=0.3299, Acc.=0.8775, F1=0.8758, Time=238.5ms
  Trial 102/200: Loss=0.3230, Acc.=0.8750, F1=0.8721, Time=238.5ms
  Trial 103/200: Loss=0.3271, Acc.=0.8824, F1=0.8801, Time=238.2ms
  Trial 104/200: Loss=0.3335, Acc.=0.8652, F1=0.8632, Time=237.5ms
  Trial 105/200: Loss=0.3282, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 106/200: Loss=0.3227, Acc.=0.8750, F1=0.8734, Time=239.1ms
  Trial 107/200: Loss=0.3341, Acc.=0.8775, F1=0.8754, Time=238.8ms
  Trial 108/200: Loss=0.3152, Acc.=0.8750, F1=0.8734, Time=238.7ms
  Trial 109/200: Loss=0.3255, Acc.=0.8750, F1=0.8731, Time=238.6ms
  Trial 110/200: Loss=0.3321, Acc.=0.8676, F1=0.8661, Time=238.4ms
  Trial 111/200: Loss=0.3207, Acc.=0.8775, F1=0.8751, Time=237.7ms
  Trial 112/200: Loss=0.3298, Acc.=0.8701, F1=0.8685, Time=238.9ms
  Trial 113/200: Loss=0.3249, Acc.=0.8775, F1=0.8758, Time=238.9ms
  Trial 114/200: Loss=0.3228, Acc.=0.8750, F1=0.8728, Time=239.0ms
  Trial 115/200: Loss=0.3264, Acc.=0.8775, F1=0.8748, Time=238.8ms
  Trial 116/200: Loss=0.3330, Acc.=0.8775, F1=0.8751, Time=238.7ms
  Trial 117/200: Loss=0.3291, Acc.=0.8701, F1=0.8678, Time=238.4ms
  Trial 118/200: Loss=0.3312, Acc.=0.8725, F1=0.8705, Time=237.9ms
  Trial 119/200: Loss=0.3347, Acc.=0.8750, F1=0.8728, Time=238.8ms
  Trial 120/200: Loss=0.3333, Acc.=0.8750, F1=0.8731, Time=239.0ms
  Trial 121/200: Loss=0.3318, Acc.=0.8775, F1=0.8754, Time=238.8ms
  Trial 122/200: Loss=0.3246, Acc.=0.8750, F1=0.8731, Time=238.9ms
  Trial 123/200: Loss=0.3275, Acc.=0.8799, F1=0.8774, Time=238.9ms
  Trial 124/200: Loss=0.3312, Acc.=0.8750, F1=0.8721, Time=239.0ms
  Trial 125/200: Loss=0.3319, Acc.=0.8775, F1=0.8754, Time=238.3ms
  Trial 126/200: Loss=0.3252, Acc.=0.8725, F1=0.8705, Time=239.0ms
  Trial 127/200: Loss=0.3326, Acc.=0.8725, F1=0.8698, Time=239.0ms
  Trial 128/200: Loss=0.3322, Acc.=0.8725, F1=0.8694, Time=239.0ms
  Trial 129/200: Loss=0.3334, Acc.=0.8799, F1=0.8778, Time=238.8ms
  Trial 130/200: Loss=0.3219, Acc.=0.8750, F1=0.8737, Time=238.9ms
  Trial 131/200: Loss=0.3306, Acc.=0.8799, F1=0.8771, Time=238.8ms
  Trial 132/200: Loss=0.3187, Acc.=0.8775, F1=0.8751, Time=238.8ms
  Trial 133/200: Loss=0.3247, Acc.=0.8824, F1=0.8807, Time=238.2ms
  Trial 134/200: Loss=0.3261, Acc.=0.8750, F1=0.8731, Time=239.1ms
  Trial 135/200: Loss=0.3275, Acc.=0.8627, F1=0.8601, Time=239.0ms
  Trial 136/200: Loss=0.3261, Acc.=0.8799, F1=0.8778, Time=239.0ms
  Trial 137/200: Loss=0.3194, Acc.=0.8799, F1=0.8774, Time=238.7ms
  Trial 138/200: Loss=0.3354, Acc.=0.8799, F1=0.8781, Time=238.7ms
  Trial 139/200: Loss=0.3337, Acc.=0.8701, F1=0.8678, Time=238.8ms
  Trial 140/200: Loss=0.3283, Acc.=0.8652, F1=0.8632, Time=239.0ms
  Trial 141/200: Loss=0.3302, Acc.=0.8775, F1=0.8758, Time=238.5ms
  Trial 142/200: Loss=0.3289, Acc.=0.8725, F1=0.8711, Time=237.5ms
  Trial 143/200: Loss=0.3321, Acc.=0.8750, F1=0.8724, Time=239.1ms
  Trial 144/200: Loss=0.3272, Acc.=0.8775, F1=0.8751, Time=239.0ms
  Trial 145/200: Loss=0.3318, Acc.=0.8775, F1=0.8758, Time=238.9ms
  Trial 146/200: Loss=0.3295, Acc.=0.8824, F1=0.8798, Time=239.1ms
  Trial 147/200: Loss=0.3281, Acc.=0.8701, F1=0.8685, Time=239.0ms
  Trial 148/200: Loss=0.3271, Acc.=0.8775, F1=0.8748, Time=238.6ms
  Trial 149/200: Loss=0.3190, Acc.=0.8701, F1=0.8671, Time=237.8ms
  Trial 150/200: Loss=0.3317, Acc.=0.8824, F1=0.8801, Time=239.0ms
  Trial 151/200: Loss=0.3283, Acc.=0.8750, F1=0.8731, Time=238.9ms
  Trial 152/200: Loss=0.3387, Acc.=0.8701, F1=0.8674, Time=238.8ms
  Trial 153/200: Loss=0.3300, Acc.=0.8775, F1=0.8754, Time=238.8ms
  Trial 154/200: Loss=0.3262, Acc.=0.8799, F1=0.8781, Time=238.9ms
  Trial 155/200: Loss=0.3253, Acc.=0.8676, F1=0.8651, Time=238.7ms
  Trial 156/200: Loss=0.3356, Acc.=0.8799, F1=0.8778, Time=238.5ms
  Trial 157/200: Loss=0.3259, Acc.=0.8750, F1=0.8734, Time=237.7ms
  Trial 158/200: Loss=0.3353, Acc.=0.8775, F1=0.8744, Time=239.3ms
  Trial 159/200: Loss=0.3296, Acc.=0.8750, F1=0.8724, Time=239.1ms
  Trial 160/200: Loss=0.3259, Acc.=0.8725, F1=0.8705, Time=238.9ms
  Trial 161/200: Loss=0.3250, Acc.=0.8725, F1=0.8698, Time=238.8ms
  Trial 162/200: Loss=0.3346, Acc.=0.8775, F1=0.8758, Time=238.8ms
  Trial 163/200: Loss=0.3232, Acc.=0.8750, F1=0.8734, Time=238.9ms
  Trial 164/200: Loss=0.3288, Acc.=0.8799, F1=0.8774, Time=238.7ms
  Trial 165/200: Loss=0.3339, Acc.=0.8750, F1=0.8734, Time=237.9ms
  Trial 166/200: Loss=0.3390, Acc.=0.8775, F1=0.8748, Time=238.9ms
  Trial 167/200: Loss=0.3319, Acc.=0.8701, F1=0.8678, Time=238.8ms
  Trial 168/200: Loss=0.3201, Acc.=0.8775, F1=0.8751, Time=238.7ms
  Trial 169/200: Loss=0.3236, Acc.=0.8873, F1=0.8854, Time=238.6ms
  Trial 170/200: Loss=0.3294, Acc.=0.8848, F1=0.8834, Time=238.8ms
  Trial 171/200: Loss=0.3351, Acc.=0.8799, F1=0.8781, Time=238.8ms
  Trial 172/200: Loss=0.3266, Acc.=0.8725, F1=0.8701, Time=238.0ms
  Trial 173/200: Loss=0.3262, Acc.=0.8725, F1=0.8711, Time=238.8ms
  Trial 174/200: Loss=0.3192, Acc.=0.8824, F1=0.8801, Time=238.9ms
  Trial 175/200: Loss=0.3346, Acc.=0.8775, F1=0.8758, Time=238.6ms
  Trial 176/200: Loss=0.3175, Acc.=0.8824, F1=0.8801, Time=238.7ms
  Trial 177/200: Loss=0.3311, Acc.=0.8725, F1=0.8705, Time=238.5ms
  Trial 178/200: Loss=0.3276, Acc.=0.8652, F1=0.8632, Time=238.2ms
  Trial 179/200: Loss=0.3330, Acc.=0.8824, F1=0.8804, Time=238.9ms
  Trial 180/200: Loss=0.3234, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 181/200: Loss=0.3300, Acc.=0.8701, F1=0.8678, Time=238.9ms
  Trial 182/200: Loss=0.3332, Acc.=0.8775, F1=0.8758, Time=238.6ms
  Trial 183/200: Loss=0.3249, Acc.=0.8775, F1=0.8754, Time=238.6ms
  Trial 184/200: Loss=0.3303, Acc.=0.8750, F1=0.8728, Time=238.5ms
  Trial 185/200: Loss=0.3277, Acc.=0.8725, F1=0.8705, Time=238.2ms
  Trial 186/200: Loss=0.3295, Acc.=0.8824, F1=0.8801, Time=237.9ms
  Trial 187/200: Loss=0.3308, Acc.=0.8750, F1=0.8740, Time=239.0ms
  Trial 188/200: Loss=0.3180, Acc.=0.8750, F1=0.8734, Time=238.7ms
  Trial 189/200: Loss=0.3265, Acc.=0.8676, F1=0.8651, Time=238.6ms
  Trial 190/200: Loss=0.3263, Acc.=0.8750, F1=0.8728, Time=238.8ms
  Trial 191/200: Loss=0.3309, Acc.=0.8676, F1=0.8648, Time=238.7ms
  Trial 192/200: Loss=0.3366, Acc.=0.8701, F1=0.8685, Time=237.9ms
  Trial 193/200: Loss=0.3303, Acc.=0.8725, F1=0.8705, Time=238.7ms
  Trial 194/200: Loss=0.3299, Acc.=0.8750, F1=0.8728, Time=238.8ms
  Trial 195/200: Loss=0.3247, Acc.=0.8725, F1=0.8708, Time=238.6ms
  Trial 196/200: Loss=0.3322, Acc.=0.8701, F1=0.8678, Time=238.8ms
  Trial 197/200: Loss=0.3290, Acc.=0.8652, F1=0.8635, Time=238.9ms
  Trial 198/200: Loss=0.3315, Acc.=0.8775, F1=0.8751, Time=238.4ms
  Trial 199/200: Loss=0.3395, Acc.=0.8799, F1=0.8778, Time=238.0ms
  Trial 200/200: Loss=0.3247, Acc.=0.8848, F1=0.8831, Time=238.8ms
  统计: Loss=0.3282±0.004770 [0.3152, 0.3395]
  统计: Acc.=0.8761±0.004997 [0.8627, 0.8873]
  统计: F1=0.8740±0.005120 [0.8601, 0.8854]
Generating 10 permutation noise random configs...
Generating 10 cost-equivalent noise random configs...
Generating 10 budget-equivalent noise random configs...

Noise Final Configurations Details:
[Selected (Saved Noise RL)] input_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wq_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wk_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wv_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wo_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wffn1_noise_scaling_factors: [16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]
[Selected (Saved Noise RL)] wffn2_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]

Noise Random Configurations Details:
[NoiseBudget_1] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_2] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_3] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_4] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_5] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_6] x: [22, 22, 22, 22, 22, 22, 26, 22, 22, 22, 22, 22]
[NoiseBudget_7] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_8] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_9] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_10] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]

Noise Performance Comparison Table:
--------------------------------------------------------------------------------------------------------------------
Method                    | OK  | Loss     Acc.     F1       | dLoss%    dAcc.%      dF1%        | Noise C  Speedup 
--------------------------------------------------------------------------------------------------------------------
Baseline (Stage-1 Exact)  | Y   | 0.3478   0.8799   0.8774   |     0.00%       0.00%       0.00% | N/A      N/A     
No-Noise (Fixed Stage-1)  | Y   | 0.3284   0.8824   0.8804   |    -5.58%       0.28%       0.34% | N/A      N/A     
Selected (Saved Noise RL) | Y   | 0.3282   0.8761   0.8740   |    -5.64%      -0.43%      -0.39% | 32.40    1.52    
--------------------------------------------------------------------------------------------------------------------
NoiseBudget_1             | Y   | 0.3292   0.8848   0.8828   |    -5.34%       0.56%       0.61% | 32.85    1.50    
NoiseBudget_2             | Y   | 0.3228   0.8848   0.8828   |    -7.20%       0.56%       0.61% | 32.85    1.50    
NoiseBudget_3             | Y   | 0.3334   0.8775   0.8758   |    -4.14%      -0.28%      -0.19% | 32.70    1.50    
NoiseBudget_4             | Y   | 0.3267   0.8725   0.8705   |    -6.06%      -0.84%      -0.80% | 32.85    1.50    
NoiseBudget_5             | Y   | 0.3313   0.8775   0.8751   |    -4.75%      -0.28%      -0.27% | 32.70    1.50    
NoiseBudget_6             | Y   | 0.3329   0.8775   0.8751   |    -4.29%      -0.28%      -0.27% | 32.80    1.50    
NoiseBudget_7             | Y   | 0.3277   0.8775   0.8754   |    -5.79%      -0.28%      -0.23% | 32.85    1.50    
NoiseBudget_8             | Y   | 0.3238   0.8750   0.8731   |    -6.90%      -0.56%      -0.49% | 32.85    1.50    
NoiseBudget_9             | Y   | 0.3275   0.8750   0.8728   |    -5.82%      -0.56%      -0.53% | 32.80    1.50    
NoiseBudget_10            | Y   | 0.3284   0.8750   0.8724   |    -5.56%      -0.56%      -0.57% | 32.85    1.50    
--------------------------------------------------------------------------------------------------------------------

Selected (Saved Noise RL) repeated-eval summary (N=200):
  Loss : 0.3282 ± 0.004770 [0.3152, 0.3395]
  Acc. : 0.8761 ± 0.004997 [0.8627, 0.8873]
  F1 : 0.8740 ± 0.005120 [0.8601, 0.8854]

Noise Random Baseline Summary:
  Overall: samples=10, constraint_ok=100.00%, selected_better_loss=50.00%, selected_better_Acc.=40.00%, selected_dominates=10.00%
  Overall selected_better_F1=40.00%
  Budget  samples=10  constraint_ok=100.00% selected_better_loss=50.00% selected_better_Acc.=40.00% selected_dominates=10.00% selected_better_F1=40.00%
  Selected config: Loss=0.3282, Acc.=0.8761, F1=0.8740, NoiseCost=32.40
Noise final evaluation summary saved to: experiment_results/layer_importance_runs/mrpc/20260329_010530_pid314007/stage2_noise_final_eval/noise_final_eval_results_mrpc.json
Noise final evaluation plot saved to: experiment_results/layer_importance_runs/mrpc/20260329_010530_pid314007/stage2_noise_final_eval/noise_final_eval_comparison_mrpc.png
