=== Stage-2 Noise RL Optimization Log Started ===
[Info] PPO LR resolved from rl_lr=20 -> 2e-05 (legacy-micro)
[Info] Stage-1 RL episodes: 51000 | Stage-2 RL episodes: 40000
[Info] Unified run output dir: experiment_results/layer_importance_runs/mrpc/20260329_005858_pid311890

[Info] Second-stage noise RL training skipped (--skip-noise-rl).

============================================================
PHASE 5.5: NOISE RL FINAL EVALUATION (验证集)
NOISE_EVAL_CONFIG_SOURCE=json
NOISE_EVAL_REPEAT_N=200
Selection constraints (from stage-2 search protocol): Loss<=0.3525, Acc.>=0.8675, F1>=0.8659
Noise cost reference (max-noise, for cost normalization only): 49.20
============================================================

--- Baseline (Stage-1 Exact) : N=200 次重复评估 ---
  统计: Loss=0.3041±0.000000 [0.3041, 0.3041]
  统计: Acc.=0.8799±0.000000 [0.8799, 0.8799]
  统计: F1=0.8774±0.000000 [0.8774, 0.8774]
Final-eval report constraints (based on repeated baseline on validation_full): Loss<=0.3191, Acc.>=0.8667, F1>=0.8643
Evaluating no-noise control for the fixed stage-1 configuration...

--- No-Noise (Fixed Stage-1) : N=200 次重复评估 ---
  统计: Loss=0.2836±0.000000 [0.2836, 0.2836]
  统计: Acc.=0.8824±0.000000 [0.8824, 0.8824]
  统计: F1=0.8804±0.000000 [0.8804, 0.8804]

--- Selected (Saved Noise RL) : N=200 次重复评估 ---
  Trial 1/200: Loss=0.2814, Acc.=0.8824, F1=0.8801, Time=469.7ms
  Trial 20/200: Loss=0.2867, Acc.=0.8725, F1=0.8705, Time=497.1ms
  Trial 21/200: Loss=0.2758, Acc.=0.8824, F1=0.8804, Time=516.2ms
  Trial 22/200: Loss=0.2817, Acc.=0.8775, F1=0.8758, Time=469.2ms
  Trial 23/200: Loss=0.2887, Acc.=0.8725, F1=0.8708, Time=516.5ms
  Trial 24/200: Loss=0.2837, Acc.=0.8750, F1=0.8728, Time=518.0ms
  Trial 25/200: Loss=0.2851, Acc.=0.8701, F1=0.8678, Time=464.5ms
  Trial 26/200: Loss=0.2827, Acc.=0.8750, F1=0.8724, Time=515.8ms
  Trial 27/200: Loss=0.2797, Acc.=0.8750, F1=0.8731, Time=465.4ms
  Trial 28/200: Loss=0.2776, Acc.=0.8775, F1=0.8761, Time=513.4ms
  Trial 29/200: Loss=0.2801, Acc.=0.8873, F1=0.8854, Time=515.5ms
  Trial 30/200: Loss=0.2807, Acc.=0.8824, F1=0.8804, Time=470.2ms
  Trial 31/200: Loss=0.2866, Acc.=0.8775, F1=0.8748, Time=517.9ms
  Trial 32/200: Loss=0.2805, Acc.=0.8701, F1=0.8674, Time=475.5ms
  Trial 33/200: Loss=0.2826, Acc.=0.8725, F1=0.8708, Time=487.3ms
  Trial 34/200: Loss=0.2717, Acc.=0.8848, F1=0.8831, Time=516.5ms
  Trial 35/200: Loss=0.2798, Acc.=0.8848, F1=0.8821, Time=469.5ms
  Trial 36/200: Loss=0.2768, Acc.=0.8824, F1=0.8810, Time=517.9ms
  Trial 37/200: Loss=0.2833, Acc.=0.8725, F1=0.8705, Time=515.6ms
  Trial 38/200: Loss=0.2762, Acc.=0.8775, F1=0.8754, Time=467.1ms
  Trial 39/200: Loss=0.2766, Acc.=0.8799, F1=0.8784, Time=515.1ms
  Trial 40/200: Loss=0.2834, Acc.=0.8725, F1=0.8708, Time=471.3ms
  Trial 41/200: Loss=0.2796, Acc.=0.8775, F1=0.8754, Time=514.3ms
  Trial 42/200: Loss=0.2787, Acc.=0.8750, F1=0.8728, Time=516.4ms
  Trial 43/200: Loss=0.2794, Acc.=0.8701, F1=0.8671, Time=472.7ms
  Trial 44/200: Loss=0.2819, Acc.=0.8725, F1=0.8694, Time=516.9ms
  Trial 45/200: Loss=0.2845, Acc.=0.8750, F1=0.8734, Time=473.1ms
  Trial 46/200: Loss=0.2760, Acc.=0.8848, F1=0.8831, Time=496.6ms
  Trial 47/200: Loss=0.2824, Acc.=0.8799, F1=0.8784, Time=517.6ms
  Trial 48/200: Loss=0.2838, Acc.=0.8750, F1=0.8721, Time=471.0ms
  Trial 49/200: Loss=0.2739, Acc.=0.8824, F1=0.8807, Time=518.8ms
  Trial 50/200: Loss=0.2835, Acc.=0.8750, F1=0.8728, Time=518.0ms
  Trial 51/200: Loss=0.2831, Acc.=0.8775, F1=0.8751, Time=467.2ms
  Trial 52/200: Loss=0.2830, Acc.=0.8725, F1=0.8705, Time=515.3ms
  Trial 53/200: Loss=0.2835, Acc.=0.8799, F1=0.8774, Time=474.1ms
  Trial 54/200: Loss=0.2755, Acc.=0.8775, F1=0.8754, Time=513.5ms
  Trial 55/200: Loss=0.2832, Acc.=0.8701, F1=0.8681, Time=516.4ms
  Trial 56/200: Loss=0.2843, Acc.=0.8750, F1=0.8731, Time=472.8ms
  Trial 57/200: Loss=0.2837, Acc.=0.8676, F1=0.8658, Time=516.1ms
  Trial 58/200: Loss=0.2886, Acc.=0.8775, F1=0.8754, Time=474.0ms
  Trial 59/200: Loss=0.2821, Acc.=0.8799, F1=0.8778, Time=492.7ms
  Trial 60/200: Loss=0.2830, Acc.=0.8652, F1=0.8624, Time=516.1ms
  Trial 61/200: Loss=0.2759, Acc.=0.8824, F1=0.8807, Time=470.8ms
  Trial 62/200: Loss=0.2897, Acc.=0.8775, F1=0.8758, Time=515.7ms
  Trial 63/200: Loss=0.2818, Acc.=0.8775, F1=0.8751, Time=515.7ms
  Trial 64/200: Loss=0.2777, Acc.=0.8824, F1=0.8804, Time=466.5ms
  Trial 65/200: Loss=0.2789, Acc.=0.8897, F1=0.8877, Time=514.4ms
  Trial 66/200: Loss=0.2735, Acc.=0.8799, F1=0.8781, Time=470.0ms
  Trial 67/200: Loss=0.2747, Acc.=0.8775, F1=0.8751, Time=513.6ms
  Trial 68/200: Loss=0.2791, Acc.=0.8775, F1=0.8754, Time=515.3ms
  Trial 69/200: Loss=0.2842, Acc.=0.8775, F1=0.8748, Time=472.1ms
  Trial 70/200: Loss=0.2845, Acc.=0.8848, F1=0.8836, Time=518.3ms
  Trial 71/200: Loss=0.2813, Acc.=0.8799, F1=0.8774, Time=475.6ms
  Trial 72/200: Loss=0.2884, Acc.=0.8676, F1=0.8651, Time=487.4ms
  Trial 73/200: Loss=0.2790, Acc.=0.8750, F1=0.8737, Time=516.9ms
  Trial 74/200: Loss=0.2862, Acc.=0.8848, F1=0.8831, Time=468.7ms
  Trial 75/200: Loss=0.2809, Acc.=0.8701, F1=0.8681, Time=517.1ms
  Trial 76/200: Loss=0.2814, Acc.=0.8824, F1=0.8801, Time=515.4ms
  Trial 77/200: Loss=0.2836, Acc.=0.8824, F1=0.8804, Time=467.4ms
  Trial 78/200: Loss=0.2875, Acc.=0.8775, F1=0.8751, Time=516.0ms
  Trial 79/200: Loss=0.2780, Acc.=0.8775, F1=0.8754, Time=468.5ms
  Trial 80/200: Loss=0.2818, Acc.=0.8725, F1=0.8708, Time=511.9ms
  Trial 81/200: Loss=0.2872, Acc.=0.8799, F1=0.8778, Time=515.4ms
  Trial 82/200: Loss=0.2841, Acc.=0.8824, F1=0.8804, Time=471.8ms
  Trial 83/200: Loss=0.2844, Acc.=0.8873, F1=0.8851, Time=518.4ms
  Trial 84/200: Loss=0.2807, Acc.=0.8676, F1=0.8651, Time=475.0ms
  Trial 85/200: Loss=0.2936, Acc.=0.8750, F1=0.8734, Time=487.5ms
  Trial 86/200: Loss=0.2775, Acc.=0.8824, F1=0.8807, Time=471.9ms
  Trial 87/200: Loss=0.2850, Acc.=0.8750, F1=0.8728, Time=467.1ms
  Trial 88/200: Loss=0.2908, Acc.=0.8701, F1=0.8685, Time=465.6ms
  Trial 89/200: Loss=0.2814, Acc.=0.8848, F1=0.8828, Time=459.0ms
  Trial 90/200: Loss=0.2899, Acc.=0.8725, F1=0.8701, Time=459.8ms
  Trial 91/200: Loss=0.2860, Acc.=0.8824, F1=0.8804, Time=460.9ms
  Trial 92/200: Loss=0.2851, Acc.=0.8676, F1=0.8651, Time=460.9ms
  Trial 93/200: Loss=0.2902, Acc.=0.8750, F1=0.8731, Time=462.5ms
  Trial 94/200: Loss=0.2888, Acc.=0.8750, F1=0.8728, Time=461.1ms
  Trial 95/200: Loss=0.2895, Acc.=0.8725, F1=0.8705, Time=461.9ms
  Trial 96/200: Loss=0.2823, Acc.=0.8799, F1=0.8781, Time=462.4ms
  Trial 97/200: Loss=0.2766, Acc.=0.8750, F1=0.8728, Time=461.8ms
  Trial 98/200: Loss=0.2857, Acc.=0.8824, F1=0.8804, Time=463.5ms
  Trial 99/200: Loss=0.2915, Acc.=0.8701, F1=0.8681, Time=462.7ms
  Trial 100/200: Loss=0.2826, Acc.=0.8725, F1=0.8705, Time=460.7ms
  Trial 101/200: Loss=0.2790, Acc.=0.8848, F1=0.8834, Time=461.4ms
  Trial 102/200: Loss=0.2794, Acc.=0.8750, F1=0.8728, Time=461.6ms
  Trial 103/200: Loss=0.2833, Acc.=0.8775, F1=0.8751, Time=461.4ms
  Trial 104/200: Loss=0.2805, Acc.=0.8799, F1=0.8781, Time=460.8ms
  Trial 105/200: Loss=0.2844, Acc.=0.8750, F1=0.8731, Time=466.8ms
  Trial 106/200: Loss=0.2829, Acc.=0.8848, F1=0.8834, Time=466.9ms
  Trial 107/200: Loss=0.2881, Acc.=0.8676, F1=0.8658, Time=467.8ms
  Trial 108/200: Loss=0.2854, Acc.=0.8750, F1=0.8731, Time=467.0ms
  Trial 109/200: Loss=0.2795, Acc.=0.8750, F1=0.8728, Time=466.2ms
  Trial 110/200: Loss=0.2852, Acc.=0.8750, F1=0.8731, Time=467.0ms
  Trial 111/200: Loss=0.2839, Acc.=0.8750, F1=0.8734, Time=466.8ms
  Trial 112/200: Loss=0.2834, Acc.=0.8750, F1=0.8724, Time=467.4ms
  Trial 113/200: Loss=0.2864, Acc.=0.8775, F1=0.8754, Time=466.9ms
  Trial 114/200: Loss=0.2767, Acc.=0.8750, F1=0.8731, Time=467.4ms
  Trial 115/200: Loss=0.2850, Acc.=0.8775, F1=0.8751, Time=466.7ms
  Trial 116/200: Loss=0.2915, Acc.=0.8775, F1=0.8754, Time=465.9ms
  Trial 117/200: Loss=0.2859, Acc.=0.8701, F1=0.8678, Time=467.0ms
  Trial 118/200: Loss=0.2887, Acc.=0.8725, F1=0.8705, Time=466.9ms
  Trial 119/200: Loss=0.2866, Acc.=0.8725, F1=0.8701, Time=467.0ms
  Trial 120/200: Loss=0.2865, Acc.=0.8701, F1=0.8685, Time=466.7ms
  Trial 121/200: Loss=0.2891, Acc.=0.8676, F1=0.8648, Time=466.3ms
  Trial 122/200: Loss=0.2810, Acc.=0.8824, F1=0.8801, Time=466.3ms
  Trial 123/200: Loss=0.2796, Acc.=0.8824, F1=0.8804, Time=466.4ms
  Trial 124/200: Loss=0.2877, Acc.=0.8676, F1=0.8651, Time=466.2ms
  Trial 125/200: Loss=0.2800, Acc.=0.8775, F1=0.8751, Time=467.4ms
  Trial 126/200: Loss=0.2940, Acc.=0.8725, F1=0.8705, Time=466.6ms
  Trial 127/200: Loss=0.2852, Acc.=0.8676, F1=0.8661, Time=467.2ms
  Trial 128/200: Loss=0.2845, Acc.=0.8775, F1=0.8751, Time=466.5ms
  Trial 129/200: Loss=0.2731, Acc.=0.8775, F1=0.8754, Time=466.4ms
  Trial 130/200: Loss=0.2849, Acc.=0.8627, F1=0.8608, Time=467.3ms
  Trial 131/200: Loss=0.2829, Acc.=0.8775, F1=0.8751, Time=467.4ms
  Trial 132/200: Loss=0.2834, Acc.=0.8750, F1=0.8728, Time=467.0ms
  Trial 133/200: Loss=0.2799, Acc.=0.8799, F1=0.8778, Time=466.6ms
  Trial 134/200: Loss=0.2861, Acc.=0.8775, F1=0.8754, Time=466.5ms
  Trial 135/200: Loss=0.2827, Acc.=0.8750, F1=0.8731, Time=466.7ms
  Trial 136/200: Loss=0.2849, Acc.=0.8676, F1=0.8665, Time=466.8ms
  Trial 137/200: Loss=0.2809, Acc.=0.8775, F1=0.8748, Time=466.7ms
  Trial 138/200: Loss=0.2848, Acc.=0.8799, F1=0.8778, Time=467.1ms
  Trial 139/200: Loss=0.2782, Acc.=0.8799, F1=0.8781, Time=466.2ms
  Trial 140/200: Loss=0.2856, Acc.=0.8799, F1=0.8781, Time=466.2ms
  Trial 141/200: Loss=0.2831, Acc.=0.8799, F1=0.8778, Time=466.0ms
  Trial 142/200: Loss=0.2796, Acc.=0.8799, F1=0.8778, Time=466.6ms
  Trial 143/200: Loss=0.2837, Acc.=0.8701, F1=0.8678, Time=466.2ms
  Trial 144/200: Loss=0.2895, Acc.=0.8750, F1=0.8724, Time=467.0ms
  Trial 145/200: Loss=0.2791, Acc.=0.8725, F1=0.8708, Time=466.2ms
  Trial 146/200: Loss=0.2885, Acc.=0.8775, F1=0.8741, Time=466.2ms
  Trial 147/200: Loss=0.2816, Acc.=0.8799, F1=0.8784, Time=466.6ms
  Trial 148/200: Loss=0.2889, Acc.=0.8775, F1=0.8748, Time=466.8ms
  Trial 149/200: Loss=0.2789, Acc.=0.8750, F1=0.8721, Time=466.1ms
  Trial 150/200: Loss=0.2845, Acc.=0.8824, F1=0.8810, Time=467.1ms
  Trial 151/200: Loss=0.2808, Acc.=0.8873, F1=0.8854, Time=466.3ms
  Trial 152/200: Loss=0.2814, Acc.=0.8824, F1=0.8801, Time=466.6ms
  Trial 153/200: Loss=0.2836, Acc.=0.8799, F1=0.8781, Time=466.3ms
  Trial 154/200: Loss=0.2779, Acc.=0.8750, F1=0.8731, Time=466.1ms
  Trial 155/200: Loss=0.2827, Acc.=0.8750, F1=0.8731, Time=466.5ms
  Trial 156/200: Loss=0.2845, Acc.=0.8775, F1=0.8754, Time=466.4ms
  Trial 157/200: Loss=0.2776, Acc.=0.8725, F1=0.8701, Time=466.7ms
  Trial 158/200: Loss=0.2872, Acc.=0.8799, F1=0.8774, Time=466.3ms
  Trial 159/200: Loss=0.2818, Acc.=0.8824, F1=0.8807, Time=466.6ms
  Trial 160/200: Loss=0.2881, Acc.=0.8799, F1=0.8778, Time=466.4ms
  Trial 161/200: Loss=0.2854, Acc.=0.8701, F1=0.8678, Time=466.1ms
  Trial 162/200: Loss=0.2858, Acc.=0.8848, F1=0.8831, Time=466.1ms
  Trial 163/200: Loss=0.2907, Acc.=0.8627, F1=0.8601, Time=466.4ms
  Trial 164/200: Loss=0.2811, Acc.=0.8725, F1=0.8705, Time=466.5ms
  Trial 165/200: Loss=0.2805, Acc.=0.8799, F1=0.8781, Time=466.7ms
  Trial 166/200: Loss=0.2821, Acc.=0.8750, F1=0.8728, Time=466.9ms
  Trial 167/200: Loss=0.2900, Acc.=0.8799, F1=0.8781, Time=466.8ms
  Trial 168/200: Loss=0.2814, Acc.=0.8775, F1=0.8754, Time=466.4ms
  Trial 169/200: Loss=0.2794, Acc.=0.8775, F1=0.8754, Time=466.9ms
  Trial 170/200: Loss=0.2843, Acc.=0.8799, F1=0.8774, Time=466.1ms
  Trial 171/200: Loss=0.2882, Acc.=0.8848, F1=0.8831, Time=466.4ms
  Trial 172/200: Loss=0.2777, Acc.=0.8799, F1=0.8778, Time=466.5ms
  Trial 173/200: Loss=0.2852, Acc.=0.8775, F1=0.8761, Time=466.6ms
  Trial 174/200: Loss=0.2849, Acc.=0.8824, F1=0.8807, Time=466.3ms
  Trial 175/200: Loss=0.2919, Acc.=0.8750, F1=0.8731, Time=466.2ms
  Trial 176/200: Loss=0.2750, Acc.=0.8799, F1=0.8784, Time=466.1ms
  Trial 177/200: Loss=0.2878, Acc.=0.8824, F1=0.8804, Time=466.2ms
  Trial 178/200: Loss=0.2837, Acc.=0.8848, F1=0.8831, Time=466.1ms
  Trial 179/200: Loss=0.2812, Acc.=0.8775, F1=0.8751, Time=466.1ms
  Trial 180/200: Loss=0.2772, Acc.=0.8750, F1=0.8734, Time=466.8ms
  Trial 181/200: Loss=0.2783, Acc.=0.8775, F1=0.8748, Time=466.2ms
  Trial 182/200: Loss=0.2907, Acc.=0.8676, F1=0.8651, Time=466.3ms
  Trial 183/200: Loss=0.2800, Acc.=0.8775, F1=0.8751, Time=466.7ms
  Trial 184/200: Loss=0.2890, Acc.=0.8701, F1=0.8674, Time=466.1ms
  Trial 185/200: Loss=0.2887, Acc.=0.8750, F1=0.8734, Time=466.1ms
  Trial 186/200: Loss=0.2819, Acc.=0.8799, F1=0.8778, Time=466.5ms
  Trial 187/200: Loss=0.2763, Acc.=0.8848, F1=0.8831, Time=466.4ms
  Trial 188/200: Loss=0.2851, Acc.=0.8824, F1=0.8807, Time=466.5ms
  Trial 189/200: Loss=0.2868, Acc.=0.8750, F1=0.8728, Time=466.3ms
  Trial 190/200: Loss=0.2817, Acc.=0.8750, F1=0.8728, Time=466.0ms
  Trial 191/200: Loss=0.2784, Acc.=0.8750, F1=0.8728, Time=466.3ms
  Trial 192/200: Loss=0.2883, Acc.=0.8701, F1=0.8688, Time=466.4ms
  Trial 193/200: Loss=0.2814, Acc.=0.8750, F1=0.8724, Time=466.1ms
  Trial 194/200: Loss=0.2820, Acc.=0.8775, F1=0.8751, Time=466.3ms
  Trial 195/200: Loss=0.2854, Acc.=0.8676, F1=0.8655, Time=466.4ms
  Trial 196/200: Loss=0.2771, Acc.=0.8725, F1=0.8708, Time=465.8ms
  Trial 197/200: Loss=0.2840, Acc.=0.8701, F1=0.8678, Time=466.2ms
  Trial 198/200: Loss=0.2812, Acc.=0.8750, F1=0.8728, Time=466.2ms
  Trial 199/200: Loss=0.2828, Acc.=0.8824, F1=0.8801, Time=466.2ms
  Trial 200/200: Loss=0.2818, Acc.=0.8750, F1=0.8731, Time=466.9ms
  统计: Loss=0.2830±0.004323 [0.2716, 0.2940]
  统计: Acc.=0.8767±0.005133 [0.8627, 0.8897]
  统计: F1=0.8746±0.005257 [0.8601, 0.8877]
Generating 10 permutation noise random configs...
Generating 10 cost-equivalent noise random configs...
Generating 10 budget-equivalent noise random configs...

Noise Final Configurations Details:
[Selected (Saved Noise RL)] input_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wq_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wk_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wv_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wo_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[Selected (Saved Noise RL)] wffn1_noise_scaling_factors: [16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]
[Selected (Saved Noise RL)] wffn2_noise_scaling_factors: [14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]

Noise Random Configurations Details:
[NoiseBudget_1] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_2] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_3] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_4] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_5] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_6] x: [22, 22, 22, 22, 22, 22, 26, 22, 22, 22, 22, 22]
[NoiseBudget_7] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_8] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_9] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[NoiseBudget_10] x: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]

Noise Performance Comparison Table:
--------------------------------------------------------------------------------------------------------------------
Method                    | OK  | Loss     Acc.     F1       | dLoss%    dAcc.%      dF1%        | Noise C  Speedup 
--------------------------------------------------------------------------------------------------------------------
Baseline (Stage-1 Exact)  | Y   | 0.3041   0.8799   0.8774   |     0.00%       0.00%       0.00% | N/A      N/A     
No-Noise (Fixed Stage-1)  | Y   | 0.2836   0.8824   0.8804   |    -6.74%       0.28%       0.34% | N/A      N/A     
Selected (Saved Noise RL) | Y   | 0.2830   0.8767   0.8746   |    -6.95%      -0.37%      -0.32% | 32.40    1.52    
--------------------------------------------------------------------------------------------------------------------
NoiseBudget_1             | Y   | 0.2796   0.8725   0.8708   |    -8.06%      -0.84%      -0.76% | 32.85    1.50    
NoiseBudget_2             | Y   | 0.2800   0.8725   0.8708   |    -7.93%      -0.84%      -0.76% | 32.85    1.50    
NoiseBudget_3             | Y   | 0.2806   0.8750   0.8734   |    -7.72%      -0.56%      -0.46% | 32.70    1.50    
NoiseBudget_4             | Y   | 0.2849   0.8824   0.8801   |    -6.32%       0.28%       0.30% | 32.85    1.50    
NoiseBudget_5             | Y   | 0.2819   0.8824   0.8804   |    -7.28%       0.28%       0.34% | 32.70    1.50    
NoiseBudget_6             | Y   | 0.2844   0.8848   0.8824   |    -6.48%       0.56%       0.57% | 32.80    1.50    
NoiseBudget_7             | Y   | 0.2845   0.8775   0.8754   |    -6.43%      -0.28%      -0.23% | 32.85    1.50    
NoiseBudget_8             | Y   | 0.2821   0.8775   0.8758   |    -7.24%      -0.28%      -0.19% | 32.85    1.50    
NoiseBudget_9             | Y   | 0.2861   0.8775   0.8748   |    -5.93%      -0.28%      -0.30% | 32.80    1.50    
NoiseBudget_10            | Y   | 0.2881   0.8701   0.8678   |    -5.25%      -1.11%      -1.10% | 32.85    1.50    
--------------------------------------------------------------------------------------------------------------------

Selected (Saved Noise RL) repeated-eval summary (N=200):
  Loss : 0.2830 ± 0.004323 [0.2716, 0.2940]
  Acc. : 0.8767 ± 0.005133 [0.8627, 0.8897]
  F1 : 0.8746 ± 0.005257 [0.8601, 0.8877]

Noise Random Baseline Summary:
  Overall: samples=10, constraint_ok=100.00%, selected_better_loss=50.00%, selected_better_Acc.=40.00%, selected_dominates=10.00%
  Overall selected_better_F1=40.00%
  Budget  samples=10  constraint_ok=100.00% selected_better_loss=50.00% selected_better_Acc.=40.00% selected_dominates=10.00% selected_better_F1=40.00%
  Selected config: Loss=0.2830, Acc.=0.8767, F1=0.8746, NoiseCost=32.40
Noise final evaluation summary saved to: experiment_results/layer_importance_runs/mrpc/20260329_005858_pid311890/stage2_noise_final_eval/noise_final_eval_results_mrpc.json
Noise final evaluation plot saved to: experiment_results/layer_importance_runs/mrpc/20260329_005858_pid311890/stage2_noise_final_eval/noise_final_eval_comparison_mrpc.png
