dataset,softmax_scaling_factor,v_scaling_factor,softmax_variance_fresh,v_variance_fresh,loss_mean,loss_std,loss_variance,loss_min,loss_max,m1_mean,m1_std,m1_variance,m1_min,m1_max,m2_mean,m2_std,m2_variance,m2_min,m2_max,time_ms_mean,time_ms_variance
mrpc,10,30,1310.8,1.192166e-09,0.9477845526658571,0.014569245360167524,0.0002122629103647629,0.9270543203904078,0.9653959916188166,0.4950980392156863,0.012497596847041138,0.0001561899269511726,0.47058823529411764,0.5049019607843137,0.5112933545663207,0.012174650555737566,0.00014822211615432102,0.48765097731882723,0.5221419817927171,121.55320094181941,3.106929049571593
mrpc,10,32,1310.8,7.451035e-11,0.9573047383473471,0.032636790575282904,0.0010651600990548749,0.9134361205192713,0.9945826874329493,0.471078431372549,0.02337572356385561,0.0005464244521337944,0.44362745098039214,0.5024509803921569,0.48589524233544434,0.02405042348598994,0.0005784228698554565,0.45617595996732024,0.516357507982083,120.77807463132417,12.467256915785788
mrpc,10,34,1310.8,4.656897e-12,0.9636048938219364,0.0547537981201384,0.0029979784085808715,0.8761981175496028,1.0276595732340446,0.47058823529411764,0.03033676166032509,0.0009203191080353702,0.4338235294117647,0.5098039215686274,0.4863072644441875,0.03012832056852904,0.00090771570028005,0.4486830744738557,0.525058191327337,120.6261341388409,11.023754398925465
mrpc,10,36,1310.8,2.910561e-13,0.9550734613950436,0.03484127802718738,0.0012139146545677702,0.9243533748846787,0.9988032166774456,0.4848039215686274,0.017079658225670914,0.0002917147251057281,0.4632352941176471,0.5098039215686274,0.49989312164418215,0.017030789808380204,0.0002900478014972271,0.479774262646235,0.525058191327337,121.27797787006084,1.6330913764282298
mrpc,10,38,1310.8,1.8191e-14,0.971110952588228,0.04167535753712287,0.001736835425847024,0.9031059856598194,1.0222071317526011,0.47696078431372546,0.01730329666149293,0.0002994040753556323,0.4534313725490196,0.5049019607843137,0.49035949954239183,0.018745758842517404,0.0003514034745818194,0.4637306806778934,0.5210996501604934,120.92798489790695,7.0216120434115705
mrpc,10,40,1310.8,1.136938e-15,0.9946991464266409,0.041207513608041105,0.0016980591777568926,0.9327536993301832,1.0512426976974194,0.46568627450980393,0.009170728889151826,8.410226835832389e-05,0.45588235294117646,0.4803921568627451,0.48008996517676394,0.009801480134619824,9.606901282934705e-05,0.46830128569803164,0.4937932657004142,121.23898909642146,7.306678605047258
mrpc,10,42,1310.8,7.105861e-17,0.9899086360747997,0.030750456928885086,0.0009455906013352167,0.950578130208529,1.0249674228521495,0.4607843137254902,0.01936119378248185,0.0003748558246828138,0.43137254901960786,0.49019607843137253,0.4761774859967166,0.020967074411293384,0.0004396182093687138,0.44373670320487396,0.5073003103590471,120.9355794466459,0.30516240117025906
mrpc,10,44,1310.8,4.441163e-18,0.967327658717449,0.034720617425222824,0.0012055212743886867,0.905407631626496,1.0095243339355175,0.47352941176470587,0.02813400951427791,0.0007915224913494799,0.4362745098039216,0.5147058823529411,0.48882984748793534,0.028561289511487516,0.0008157472585590067,0.45381692002643753,0.53058282540484,121.40927864955022,13.963719382004268
mrpc,10,46,1310.8,2.775727e-19,0.9845621645450592,0.0382132951023515,0.001460255922579401,0.9486956092027518,1.033615380525589,0.45833333333333337,0.02085494841782614,0.00043492887351018905,0.42892156862745096,0.4803921568627451,0.4739248096415681,0.020084799502314062,0.00040339917104815516,0.44440951040423576,0.4947026679524269,121.33072706369254,8.456162572098137
mrpc,10,48,1310.8,1.734829e-20,0.9477549507067753,0.02833139881062065,0.0008026681585664372,0.9033975280248202,0.9926445782184601,0.4897058823529412,0.023529411764705885,0.0005536332179930797,0.45588235294117646,0.5294117647058824,0.5055706911670979,0.02363112828632323,0.0005584302240846658,0.47211042311661505,0.5458384580826195,120.71981430053711,5.669257132638331
mrpc,12,10,81.925,1310.8,0.8220881966444162,0.01929158213065467,0.0003721651411037946,0.7940658858189216,0.8445196174658262,0.46421568627450976,0.020716222165799467,0.0004291618608227611,0.42892156862745096,0.49264705882352944,0.47715677921158717,0.01986302101292925,0.00039453960376006886,0.4428322718287201,0.5039557662185615,121.58670792212854,2.9266585618349845
mrpc,12,12,81.925,81.925,0.8301299416101895,0.0059711573897616756,3.5654720573305466e-05,0.8231903337515317,0.8379008655364697,0.45098039215686275,0.012688410887788992,0.00016099577085736222,0.43137254901960786,0.4681372549019608,0.4627730589459486,0.01259351063144238,0.00015859651002425227,0.4460379134080005,0.4810927166816835,120.86396400745097,10.082942767608
mrpc,12,14,81.925,5.120312,0.8363476565250985,0.013205360893535396,0.00017438155632851395,0.8240549243413485,0.860263141301962,0.45784313725490194,0.02047118923315794,0.00041906958861976165,0.42401960784313725,0.48284313725490197,0.46994968964300393,0.019748703035605275,0.00039001127158852506,0.4368579954655167,0.4949171668667467,120.95901782696065,0.610315179139872
mrpc,12,16,81.925,0.3200195,0.9291698162372295,0.02536744004102169,0.0006435070142348306,0.8883239970757411,0.9666584959396949,0.48235294117647054,0.030431663127781863,0.0009260861207227982,0.45588235294117646,0.5416666666666666,0.49440224171594316,0.030965985927704855,0.0009588922844748152,0.4658011642156863,0.5544771132642833,120.72482475867636,11.21235139519542
mrpc,12,18,81.925,0.02000122,0.954798009762397,0.022908286454462926,0.0005247895882797296,0.9280307178313916,0.9898672310205606,0.47696078431372546,0.006685383184796991,4.469434832756635e-05,0.4681372549019608,0.4852941176470588,0.4926641005954968,0.0053844909818027455,2.8992743133115092e-05,0.48624967957584725,0.4987779425495688,121.47822930262639,8.086682715837219
mrpc,12,20,81.925,0.001250076,0.9543093364972334,0.05279967410253529,0.002787805585333936,0.9026806629621066,1.0390093211944287,0.48039215686274517,0.02340654193394769,0.0005478662053056516,0.4362745098039216,0.5,0.4949977329850084,0.02146737408235879,0.0004608481499919299,0.45471742345006677,0.5128954066173798,121.42945986527664,7.19818690603079
mrpc,12,22,81.925,7.812977e-05,0.9918937435516945,0.035321278748007404,0.0012475927323944394,0.9491892319459182,1.0395413362062895,0.47009803921568627,0.03136488877067921,0.0009837562475970788,0.4362745098039216,0.5220588235294118,0.4865582051412698,0.030588064769352916,0.000935629706334129,0.45444317029319564,0.5370726977662837,120.89903904841496,0.1464407112308508
mrpc,12,24,81.925,4.88311e-06,0.9958322680913483,0.026162602955278978,0.0006844817933955724,0.9607627873237317,1.033254903096419,0.44803921568627453,0.017836671959470835,0.0003181468665897732,0.4338235294117647,0.48284313725490197,0.46303260412523367,0.01757885328689862,0.0003090160828823065,0.44917852748231096,0.4972977053409828,121.37073370126578,13.860618428406884
mrpc,12,26,81.925,3.051944e-07,0.9791661024093627,0.012778127600986105,0.0001632805449870829,0.9657222743217762,0.9992048304814559,0.4686274509803921,0.00997401468106657,9.948096885813145e-05,0.45098039215686275,0.4803921568627451,0.4833438248937112,0.009592192608286617,9.20101590344684e-05,0.4661009321761491,0.49425979630982825,120.52971216348502,0.8174985878038263
mrpc,12,28,81.925,1.907465e-08,0.9485419747921137,0.04219303335216214,0.0017802520634566665,0.9071151476639968,1.0254631546827464,0.4852941176470589,0.03438368218970622,0.001182237600922721,0.4411764705882353,0.5465686274509803,0.5018728732650052,0.03389188436091415,0.001148659825533577,0.457843137254902,0.5620100954909297,121.31560215583212,2.226235976528968
mrpc,12,30,81.925,1.192166e-09,0.9717644645617559,0.02788419389004119,0.0007775282688974105,0.941365496470378,1.0053420135608087,0.4681372549019608,0.02003217327617898,0.0004012879661668592,0.44362745098039214,0.5,0.4837073329504763,0.019035580094036296,0.0003623533095164709,0.46110514047664836,0.514173879218127,120.54821161123422,11.878593322184233
mrpc,12,32,81.925,7.451035e-11,0.9607732575673322,0.03576864059644863,0.001279395650117913,0.9111837171591245,1.0093535345334272,0.47696078431372546,0.01176470588235294,0.00013840830449826985,0.46078431372549017,0.49019607843137253,0.49197638485968687,0.011167613288064855,0.00012471558655176271,0.47606986974503895,0.5063553926963698,120.99421757918137,10.446362056845883
mrpc,12,34,81.925,4.656897e-12,0.9705053785672554,0.0514560380133388,0.002647723848030167,0.9199104928053342,1.0452267733904033,0.467156862745098,0.013024833583908272,0.0001696462898885048,0.44362745098039214,0.4803921568627451,0.4836423576991292,0.014142492872035773,0.00020001010463558265,0.4577174817351151,0.49782531632749033,121.51655784020059,2.5682489023675186
mrpc,12,36,81.925,2.910561e-13,0.996352077447451,0.02237992256024063,0.0005008609338023676,0.9598144132357377,1.0278494954109192,0.45784313725490194,0.019935979811434086,0.0003974432910419074,0.4362745098039216,0.49264705882352944,0.47229280656398853,0.019160926842106792,0.00036714111744856853,0.44853207645310783,0.5050054947147856,120.6680334531344,6.749175305848439
mrpc,12,38,81.925,1.8191e-14,0.9742342412471772,0.04762416731425261,0.002268061312375927,0.882704727924787,1.0139178450290973,0.46078431372549017,0.021701905510959463,0.0004709727028066127,0.4387254901960784,0.49754901960784315,0.47587587916695406,0.021868628104635756,0.00047823689517886484,0.45293966219093107,0.5123574893413576,121.40873762277457,7.861347921284747
mrpc,12,40,81.925,1.136938e-15,0.947700330385795,0.02174984509582835,0.0004730557616925285,0.915864871098445,0.9769893311537229,0.4862745098039216,0.010694815798662468,0.00011437908496732031,0.47058823529411764,0.49754901960784315,0.5019656171224913,0.010901581556780343,0.00011884448043913333,0.487062846633524,0.514915416826273,120.71209687453049,0.17558564137644148
mrpc,12,42,81.925,7.105861e-17,0.9840115024493292,0.037226674654127566,0.0013858253058042639,0.9132844186746157,1.0156155939285572,0.4666666666666666,0.028734021352456573,0.0008256439830834303,0.4387254901960784,0.5220588235294118,0.48245860812592145,0.027708745691773607,0.0007677745878113824,0.4576574301833722,0.5364760344932058,121.49705703441914,12.810233951893263
mrpc,12,44,81.925,4.441163e-18,0.959968910767482,0.03621017790925806,0.0013111769842201206,0.9114688222224896,1.0205681255230536,0.48382352941176465,0.017163864117658433,0.00029459823144944265,0.45588235294117646,0.5024509803921569,0.4984933651785749,0.01779559433931935,0.00031668317788961477,0.46940227703984816,0.5180808084438749,121.64981915400577,10.535475616887775
mrpc,12,46,81.925,2.775727e-19,0.9796580186256996,0.03556193847802586,0.0012646514683148963,0.9505617297612704,1.0473573735127082,0.4661764705882353,0.022484990080744546,0.0005055747789311806,0.42401960784313725,0.4877450980392157,0.4813549731115927,0.023987976675183653,0.000575423024969155,0.4368579954655167,0.5038368914520682,120.75081788576566,4.067911939289618
mrpc,12,48,81.925,1.734829e-20,0.9564156491022843,0.03015849268394658,0.0009095346809676594,0.9010365765828353,0.9863865902790656,0.4784313725490197,0.024578335562199377,0.0006040945790080746,0.4583333333333333,0.5245098039215687,0.4947875287575935,0.024256109447441,0.0005883588455262365,0.47502334267040147,0.5400660006491868,121.57809184147762,2.5339147000536015
mrpc,14,10,5.120312,1310.8,0.8294726495559399,0.02081861344256989,0.00043341466567115174,0.8035498582399808,0.8569609729143289,0.46470588235294114,0.02140086269896381,0.00045799692425990056,0.42892156862745096,0.4950980392156863,0.47612710247551415,0.021669407224309874,0.00046956320945297297,0.44165069337644847,0.5081198713881383,120.63581026517429,10.222042848758354
mrpc,14,12,5.120312,81.925,0.8150646649874174,0.010745508520735471,0.00011546595336919862,0.7979746346290295,0.8314378399115342,0.4681372549019608,0.023610969762337827,0.0005574778931180313,0.4411764705882353,0.5049019607843137,0.481050204179063,0.022291620616697972,0.0004969163497187941,0.4560907243332115,0.5172038737029249,120.83712357741135,0.6665290958912348
mrpc,14,14,5.120312,5.120312,0.8349474535538601,0.015627894041503068,0.00024423107217244714,0.8200717224524572,0.8645979257730337,0.4656862745098039,0.017121812937816658,0.0002931564782775859,0.44362745098039214,0.49264705882352944,0.47660587690082146,0.018466781068472226,0.00034102200303088426,0.45411150006225026,0.5072253683915687,120.48814296722412,10.876878254277702
mrpc,14,16,5.120312,0.3200195,0.890295592867411,0.023569596434970974,0.0005555258761073964,0.854253195799314,0.9228837077434247,0.4911764705882352,0.020365272625334316,0.00041474432910419126,0.46078431372549017,0.5171568627450981,0.5070811058923224,0.0206676106819103,0.00042715013129901273,0.47606986974503895,0.5339343179829684,121.47693267235388,7.904208395633686
mrpc,14,18,5.120312,0.02000122,0.9409917570077455,0.02588588947517416,0.0006700792739209323,0.9067619488789485,0.981269183067175,0.4779411764705882,0.024312934838504406,0.0005911188004613613,0.45588235294117646,0.5245098039215687,0.49466929604439214,0.023713457697682867,0.0005623280759797948,0.47281459237334406,0.5398346740733911,121.39076819786658,6.566843943654701
mrpc,14,20,5.120312,0.001250076,0.9490434880440052,0.029593105106040407,0.0008757518698171547,0.9279911541021787,1.005947972719486,0.4901960784313726,0.013061679014190414,0.00017060745866974227,0.46568627450980393,0.5049019607843137,0.5072371452163815,0.012695998019717639,0.00016118836571667422,0.4836128252801551,0.5219599604547701,120.9847376896785,0.9562006796763104
mrpc,14,22,5.120312,7.812977e-05,0.9745244851479162,0.028817582756637993,0.0008304530759356795,0.9411848164521731,1.024210111452983,0.4666666666666667,0.022118655240546046,0.000489234909650135,0.42892156862745096,0.49754901960784315,0.4822582214297347,0.02301023425659651,0.0005294708805434475,0.4428322718287201,0.514915416826273,121.63061728844278,9.053486093234925
mrpc,14,24,5.120312,4.88311e-06,0.94162082695044,0.02870560440417809,0.0008240117242091685,0.9053471569831555,0.9684353195703946,0.5029411764705882,0.0123428218745237,0.00015234525182622076,0.4803921568627451,0.5171568627450981,0.518486539503814,0.01275304181436281,0.00016264007551888626,0.495121874481583,0.5332641938878007,120.99803777841421,0.8362242521849319
mrpc,14,26,5.120312,3.051944e-07,0.9707591937138483,0.03689653321228158,0.001361354163084998,0.9179023275008569,1.0059552536560938,0.4715686274509804,0.02637965499426217,0.0006958861976163012,0.44362745098039214,0.5122549019607843,0.48821968443552216,0.026311800745215025,0.0006923108584558979,0.4577174817351151,0.5283222429188753,121.36901892148532,10.652844166859404
mrpc,14,28,5.120312,1.907465e-08,0.9777288922896753,0.024438914437511776,0.0005972605388840215,0.9461650871313535,1.0096840399962206,0.48039215686274517,0.01618389609727371,0.0002619184928873512,0.4583333333333333,0.5,0.49616541186655694,0.016420904149401262,0.0002696460930838236,0.4738976155291627,0.5152472493962088,121.4913221505972,7.163542414665374
mrpc,14,30,5.120312,1.192166e-09,0.9491475206155042,0.009175870230366425,8.419659448452479e-05,0.9374881363832034,0.9588034932429974,0.49068627450980395,0.017769185255286153,0.0003157439446366788,0.4681372549019608,0.5171568627450981,0.5067482055082488,0.01703984370460132,0.00029035627347724126,0.48624967957584725,0.5323247254356815,121.10653473780704,6.2508211904772795
mrpc,14,32,5.120312,7.451035e-11,0.9662507689916172,0.015813041083036928,0.00025005226829381366,0.9471313701226161,0.9947531796418704,0.46568627450980393,0.01767427095815681,0.00031237985390234526,0.4362745098039216,0.4877450980392157,0.482636092710636,0.017623020857717234,0.0003105708641515367,0.45381692002643753,0.5050235934861345,119.61040496826172,4.192964343645041
mrpc,14,34,5.120312,4.656897e-12,0.963159030675888,0.02652007929559363,0.000703314605844574,0.9147624350511111,0.9926278338982508,0.48431372549019613,0.020482923937035487,0.0004195501730103814,0.46078431372549017,0.5220588235294118,0.5003991215160831,0.019887582778930227,0.0003955159487888021,0.47866281791231086,0.5375816993464052,120.97020699427678,7.6285599992474715
mrpc,14,36,5.120312,2.910561e-13,0.9713977423998026,0.025095163134002903,0.0006297672127222184,0.9395142082984631,1.0061178757594182,0.47205882352941175,0.020599903322990887,0.000424356016916571,0.4387254901960784,0.4950980392156863,0.4883791541770265,0.02076039328989373,0.0004309939295510646,0.45345638118836773,0.5116164749161466,121.7130055794349,2.2753761518301667
mrpc,14,38,5.120312,1.8191e-14,0.9578950909467844,0.015945278432769005,0.0002542519042985284,0.9389835939957545,0.9804353072093084,0.48774509803921573,0.008202549279745843,6.728181468665904e-05,0.47549019607843135,0.5,0.5046515009854675,0.0076888040231554685,5.911770730649172e-05,0.49342812852433887,0.5167753043906039,172.594481248122,80.17004303749101
mrpc,14,40,5.120312,1.136938e-15,0.9816984667227817,0.028389081934209727,0.0008059399730672731,0.9592871253307049,1.0376626413602095,0.47549019607843135,0.02361096976233785,0.0005574778931180323,0.4485294117647059,0.5171568627450981,0.4906572711387584,0.023624614115570056,0.0005581223921095918,0.4630029946173919,0.5325929299760336,165.6846835063054,7.923770782258151
mrpc,14,42,5.120312,7.105861e-17,0.9700399747261634,0.047281061348061204,0.002235498762199127,0.9187226112072284,1.0455415890767024,0.47598039215686283,0.019571043899683456,0.00038302575932333706,0.45098039215686275,0.5024509803921569,0.49122830813700347,0.020451023283476016,0.0004182443533412782,0.4669617841051772,0.5183571816504304,156.75948949960565,125.65941753415056
mrpc,14,44,5.120312,4.441163e-18,0.9737922897705664,0.021881823221270993,0.0004788141874869545,0.9449738011910365,1.0107481892292316,0.4676470588235294,0.016064676086445035,0.0002580738177623989,0.4411764705882353,0.49019607843137253,0.48422819298472114,0.016216619980067383,0.00026297876357792065,0.45856633811316416,0.5077607513593673,166.04771797473614,12.046918864601125
mrpc,14,46,5.120312,2.775727e-19,0.935670776092089,0.022167502583363093,0.0004913981707834093,0.8994112244019141,0.9667792572424962,0.49607843137254903,0.025071984024596903,0.0006286043829296423,0.4583333333333333,0.5318627450980392,0.5122563173588862,0.024454345793031244,0.0005980150281651448,0.47660389550447707,0.5479350480738676,165.46572171724762,9.305449315603639
mrpc,14,48,5.120312,1.734829e-20,0.9711415935021179,0.040260261053229336,0.0016208886200741752,0.9029547090713794,1.0207326412200928,0.47549019607843146,0.026714561947919057,0.0007136678200692049,0.44607843137254904,0.5171568627450981,0.491664476952833,0.026574906157192053,0.0007062256372635642,0.4642005986944133,0.5328389475448299,163.7048684633695,5.266500258004224
mrpc,16,10,0.3200195,1310.8,0.8256539972928854,0.031544553152089885,0.000995058833565024,0.7749705543884864,0.8613809668100797,0.4632352941176471,0.019174124721184255,0.00036764705882352924,0.4338235294117647,0.4852941176470588,0.4740166099900109,0.020666858906233102,0.00042711905705014656,0.4430618401206637,0.4980832350376942,165.2874029599703,7.745653778908999
mrpc,16,12,0.3200195,81.925,0.8106924167046181,0.014548843201960197,0.00021166883851522346,0.7918282151222229,0.8310657716714419,0.4779411764705882,0.017877041694912214,0.00031958861976162976,0.45098039215686275,0.5073529411764706,0.4907303090489057,0.01837299902630162,0.0003375670932204803,0.4629181961978094,0.5202826751915367,167.41266617408166,1.7939623852088513
mrpc,16,14,0.3200195,5.120312,0.8371734119378603,0.020077384629107485,0.0004031013735451215,0.8129482979957874,0.8610078600736765,0.47205882352941175,0.023437319780160643,0.0005493079584775092,0.42892156862745096,0.49264705882352944,0.4852718885544104,0.02338632553036121,0.0005469202218120245,0.4422545018007203,0.5064067324192137,167.43486844576321,7.898489499272335
mrpc,16,16,0.3200195,0.3200195,0.8906905009196354,0.027083091065306198,0.0007334938216516684,0.8607930197165563,0.9372223294698275,0.5,0.014705882352941192,0.00021626297577854715,0.4730392156862745,0.5171568627450981,0.5160333788718833,0.014609388921178568,0.0002134342446502551,0.4889351149540474,0.5320343823804031,166.7702106329111,6.282688154116848
mrpc,16,18,0.3200195,0.02000122,0.940054659660046,0.026645669968924656,0.0007099917280928532,0.8947582153173593,0.9734335129077618,0.49411764705882355,0.013208032926772055,0.00017445213379469477,0.48284313725490197,0.5196078431372549,0.5116931632693925,0.01276639947536483,0.00016298095556459543,0.500950956269386,0.5363357843137254,167.56628660055307,2.482301589096081
mrpc,16,20,0.3200195,0.001250076,0.9207709825955904,0.04138016028564632,0.001712317665265781,0.8575880802594699,0.9715891709694495,0.5004901960784314,0.031134204918040045,0.0009693387158785089,0.4632352941176471,0.5514705882352942,0.5170291722867304,0.03074466488281854,0.0009452344187568156,0.48134051183475324,0.5670328876719899,164.89505034226636,2.9384576708497963
mrpc,16,22,0.3200195,7.812977e-05,0.9459118265372055,0.03218098909494052,0.0010356160591286805,0.8857473066219916,0.9801544799254491,0.4970588235294118,0.0201159652241992,0.0004046520569011915,0.48284313725490197,0.5367647058823529,0.5145154476711217,0.019475034754989295,0.000379276978708041,0.5007178192699687,0.5529653694615332,166.03196217463568,9.477468884243486
mrpc,16,24,0.3200195,4.88311e-06,0.9589076259961494,0.035548458960014434,0.0012636929344318304,0.9119889690325811,1.0196094948511858,0.4882352941176471,0.021445728288458178,0.0004599192618223753,0.45098039215686275,0.5147058823529411,0.5058613417137867,0.02075937647833108,0.0004309517117690857,0.4695912263210369,0.5311565304087736,165.75519305009107,7.687372363040689
mrpc,16,26,0.3200195,3.051944e-07,0.9279843969986988,0.028865455473929144,0.000833214519717386,0.8810882797608008,0.9609144307099856,0.5176470588235293,0.010093755040183344,0.00010188389081122666,0.5024509803921569,0.5318627450980392,0.5340460019043869,0.009850451242213721,9.703138967522985e-05,0.5198073774456566,0.5481767747048687,164.02666568756104,2.208987952643674
mrpc,16,28,0.3200195,1.907465e-08,0.9613634306650896,0.017436643103924288,0.00030403652273363046,0.9426480027345511,0.9911181812102978,0.48039215686274506,0.017537788058821883,0.0003075740099961554,0.4583333333333333,0.5073529411764706,0.4984646551423918,0.016904905914689305,0.0002857758439844974,0.477228721258572,0.5243804818638091,130.1758839533879,354.8672933329899
mrpc,16,30,0.3200195,1.192166e-09,0.9383323738208184,0.05546123029396505,0.003075948065720226,0.8682908759667323,0.9992200961479774,0.4965686274509804,0.03201697214276064,0.001025086505190311,0.45588235294117646,0.5367647058823529,0.513579444259013,0.0314024188606625,0.0009861119103004921,0.4731293133586254,0.5527437653056124,121.48866286644571,11.786537008794449
mrpc,16,32,0.3200195,7.451035e-11,0.9328867313953546,0.02221402151305913,0.0004934627517826539,0.8990876938288028,0.9682336289149064,0.5049019607843137,0.020681395205616654,0.0004277201076509036,0.4681372549019608,0.5269607843137255,0.5219802933112162,0.020005881824904988,0.0004002353075920638,0.4865202217136646,0.5434621864384814,120.96938353318436,0.7279872319736727
mrpc,16,34,0.3200195,4.656897e-12,0.968382639151353,0.05313321080650589,0.0028231380906085946,0.9123111160901877,1.0465889160449688,0.4862745098039215,0.04263860632937773,0.0018180507497116507,0.4117647058823529,0.5294117647058824,0.503723259639866,0.041479537360007035,0.0017205520196002192,0.4315003581065928,0.5458902753020399,121.46056065192587,9.319112783754814
mrpc,16,36,0.3200195,2.910561e-13,0.9655380368232725,0.035369521274022674,0.0012510030351535423,0.9162015639818631,1.0229767652658315,0.4867647058823529,0.022918960250119528,0.000525278738946559,0.44362745098039214,0.5122549019607843,0.5041932262056363,0.022087903121845852,0.0004878754643200477,0.4628575591198243,0.5292522417082139,120.91844998873198,6.755579730444093
mrpc,16,38,0.3200195,1.8191e-14,0.9215249487986931,0.03207749345353511,0.0010289655862615878,0.8855963280567756,0.9804794880060049,0.5098039215686274,0.01840684642697901,0.00033881199538638985,0.4852941176470588,0.5318627450980392,0.5264585261694701,0.01766775371272633,0.00031214952125355503,0.5033016205282593,0.5476531404586205,121.47626143235428,2.126320633180636
mrpc,16,40,0.3200195,1.136938e-15,0.92242830991745,0.03335297119984598,0.0011124206878577554,0.8670169069216802,0.9651782741913428,0.5078431372549019,0.02306527520787958,0.0005320069204152244,0.4803921568627451,0.5392156862745098,0.5242197905198349,0.021834081616949774,0.0004767271200556241,0.49857817268100113,0.5552608543417367,120.60965391305777,11.379708897895672
mrpc,16,42,0.3200195,7.105861e-17,0.9467851776343126,0.03717663073666679,0.0013821018729304778,0.8748191595077515,0.9793837230939132,0.509313725490196,0.02796266803323855,0.0007819108035371011,0.4852941176470588,0.5612745098039216,0.5261548549959815,0.027151649793085524,0.0007372120864863613,0.5023599625526604,0.5764966496900885,121.11484637627234,11.641531634796923
mrpc,16,44,0.3200195,4.441163e-18,0.9643451566879566,0.03471201620358623,0.001204924068918033,0.9213603001374465,1.0239916008252363,0.4911764705882353,0.02723126355359049,0.0007415417147251058,0.4534313725490196,0.5343137254901961,0.5085430854464571,0.0263545596342284,0.0006945628135141009,0.47256902013304775,0.5506205849343104,121.70722484588623,3.100775122305269
