task,arch,model,probe,probe_display,layer,count,n_zero,pct_zero,n_gt1,pct_gt1,n_gt10,pct_gt10,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]","pct_(1e+03,1e+04]","pct_(1e+04,1e+05]"
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,4,360579072,3,0.0000,116804429,32.3936,0,0.0000,0.0000,0.0001,0.0007,0.0072,0.0733,0.7334,7.2980,59.4937,32.3936,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,5,360579072,2,0.0000,141171184,39.1512,0,0.0000,0.0000,0.0001,0.0007,0.0066,0.0656,0.6518,6.4315,53.6927,39.1512,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,6,360579072,1,0.0000,149679797,41.5109,0,0.0000,0.0000,0.0001,0.0006,0.0061,0.0602,0.6030,5.9758,51.8433,41.5109,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,7,360579072,4,0.0000,155961041,43.2529,0,0.0000,0.0000,0.0001,0.0006,0.0058,0.0577,0.5797,5.8212,50.2820,43.2529,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,8,360579072,7,0.0000,145320549,40.3020,0,0.0000,0.0000,0.0001,0.0006,0.0062,0.0620,0.6213,6.1523,52.8556,40.3020,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,9,360579072,4,0.0000,148946873,41.3077,0,0.0000,0.0000,0.0000,0.0006,0.0060,0.0596,0.5954,5.9929,52.0378,41.3077,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,10,360579072,4,0.0000,146794943,40.7109,6,0.0000,0.0000,0.0001,0.0006,0.0062,0.0621,0.6205,6.2138,52.3859,40.7109,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,11,360579072,5,0.0000,142251438,39.4508,12173,0.0034,0.0000,0.0001,0.0006,0.0065,0.0639,0.6401,6.3985,53.4394,39.4475,0.0034,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,key_proj,XW_k + b_k,AGG,4326948864,41,0.0000,1566933360,36.2134,12192,0.0003,0.0000,0.0001,0.0008,0.0071,0.0695,0.6923,6.9024,56.1146,36.2131,0.0003,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,0,360579072,0,0.0000,12643836,3.5065,0,0.0000,0.0000,0.0009,0.0037,0.0168,0.1870,1.9598,19.1717,75.1535,3.5065,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,1,360579072,4,0.0000,24875078,6.8986,0,0.0000,0.0000,0.0002,0.0016,0.0163,0.1616,1.6165,15.9660,75.3392,6.8986,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,2,360579072,2,0.0000,25636851,7.1099,0,0.0000,0.0000,0.0002,0.0016,0.0163,0.1628,1.6236,16.0128,75.0728,7.1099,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,3,360579072,2,0.0000,29803252,8.2654,0,0.0000,0.0000,0.0002,0.0016,0.0156,0.1569,1.5685,15.2070,74.7850,8.2654,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,4,360579072,5,0.0000,43760825,12.1363,0,0.0000,0.0000,0.0001,0.0016,0.0154,0.1550,1.5505,13.5491,72.5920,12.1363,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,5,360579072,7,0.0000,40453389,11.2190,0,0.0000,0.0000,0.0002,0.0016,0.0161,0.1606,1.5862,13.6644,73.3519,11.2190,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,6,360579072,7,0.0000,45464797,12.6088,0,0.0000,0.0000,0.0001,0.0015,0.0149,0.1484,1.4827,12.9164,72.8271,12.6088,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,7,360579072,4,0.0000,34093733,9.4553,0,0.0000,0.0000,0.0002,0.0016,0.0155,0.1559,1.5436,13.6782,75.1497,9.4553,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,8,360579072,6,0.0000,54029663,14.9841,0,0.0000,0.0000,0.0002,0.0014,0.0142,0.1417,1.4146,11.7697,71.6741,14.9841,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,9,360579072,6,0.0000,54539418,15.1255,0,0.0000,0.0000,0.0001,0.0012,0.0125,0.1245,1.2444,11.7057,71.7860,15.1255,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,10,360579072,6,0.0000,43211960,11.9840,703,0.0002,0.0000,0.0001,0.0015,0.0148,0.1484,1.4784,13.0222,73.3506,11.9839,0.0002,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,11,360579072,6,0.0000,59377916,16.4674,0,0.0000,0.0000,0.0002,0.0015,0.0148,0.1480,1.4696,11.3822,70.5165,16.4674,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,value_proj,XW_v + b_v,AGG,4326948864,55,0.0000,467890718,10.8134,703,0.0000,0.0000,0.0002,0.0017,0.0153,0.1542,1.5449,14.0038,73.4665,10.8134,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),0,721158144,0,0.0000,683705962,94.8067,406578731,56.3786,0.0000,0.0000,0.0008,0.0010,0.0036,0.0468,0.4676,4.6736,38.4281,56.3786,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),1,721158144,0,0.0000,663900499,92.0603,298200711,41.3503,0.0000,0.0000,0.0001,0.0007,0.0072,0.0724,0.7227,7.1365,50.7101,41.3486,0.0017,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),2,721158144,0,0.0000,675589935,93.6812,317431681,44.0169,0.0000,0.0000,0.0001,0.0006,0.0057,0.0567,0.5666,5.6892,49.6643,42.3109,1.7060,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),3,721158144,0,0.0000,680805022,94.4044,375661816,52.0915,0.0000,0.0000,0.0000,0.0005,0.0051,0.0504,0.5052,5.0344,42.3129,52.0875,0.0040,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),4,721158144,0,0.0000,684596878,94.9302,386688667,53.6205,0.0000,0.0000,0.0000,0.0005,0.0046,0.0457,0.4570,4.5621,41.3097,53.6192,0.0013,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),5,721158144,0,0.0000,692344391,96.0045,448527659,62.1955,0.0000,0.0000,0.0000,0.0004,0.0036,0.0359,0.3599,3.5957,33.8091,62.1927,0.0028,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),6,721158144,0,0.0000,694163123,96.2567,461773929,64.0323,0.0000,0.0000,0.0000,0.0003,0.0034,0.0337,0.3371,3.3688,32.2244,64.0294,0.0029,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),7,721158144,0,0.0000,695755999,96.4776,475254429,65.9016,0.0000,0.0000,0.0000,0.0003,0.0032,0.0317,0.3167,3.1704,30.5760,65.8997,0.0018,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),8,721158144,0,0.0000,691043183,95.8241,436882645,60.5807,0.0000,0.0000,0.0000,0.0004,0.0038,0.0375,0.3761,3.7581,35.2434,60.5430,0.0377,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),9,721158144,0,0.0000,696453524,96.5743,485307160,67.2955,0.0000,0.0000,0.0000,0.0003,0.0031,0.0308,0.3082,3.0832,29.2788,67.2811,0.0144,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),10,721158144,0,0.0000,703311480,97.5253,542081308,75.1682,0.0000,0.0000,0.0000,0.0002,0.0022,0.0223,0.2226,2.2274,22.3571,75.1028,0.0654,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),11,721158144,0,0.0000,707545484,98.1124,580967646,80.5604,0.0000,0.0000,0.0000,0.0002,0.0017,0.0170,0.1697,1.6990,17.5520,80.5273,0.0330,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,qkt_raw,QKᵀ (raw),AGG,8653897728,0,0.0000,8269215480,95.5548,5215356382,60.2660,0.0000,0.0000,0.0001,0.0004,0.0039,0.0401,0.4008,3.9999,35.2888,60.1101,0.1559,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,0,721158144,0,0.0000,585615297,81.2048,421227149,58.4098,0.0000,0.0000,0.0002,0.0018,0.0186,0.1858,1.8635,16.7253,22.7950,0.0048,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,1,721158144,0,0.0000,562304663,77.9724,421535489,58.4526,0.0000,0.0000,0.0002,0.0023,0.0234,0.2338,2.3336,19.4342,19.5199,0.0475,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,2,721158144,0,0.0000,563910785,78.1952,429309017,59.5305,0.0000,0.0000,0.0002,0.0024,0.0243,0.2428,2.4199,19.1152,18.6647,1.1255,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,3,721158144,0,0.0000,590222472,81.8437,421460321,58.4421,0.0000,0.0000,0.0002,0.0018,0.0181,0.1811,1.8074,16.1478,23.4015,0.0371,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,4,721158144,0,0.0000,613531316,85.0758,421265485,58.4151,0.0000,0.0000,0.0001,0.0014,0.0140,0.1392,1.3894,13.3801,26.6607,0.0101,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,5,721158144,0,0.0000,638506223,88.5390,421395448,58.4332,0.0000,0.0000,0.0001,0.0010,0.0104,0.1043,1.0418,10.3034,30.1058,0.0281,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,6,721158144,0,0.0000,640010805,88.7476,421434263,58.4385,0.0000,0.0000,0.0001,0.0010,0.0102,0.1031,1.0284,10.1095,30.3091,0.0335,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,7,721158144,0,0.0000,647147434,89.7372,421329648,58.4240,0.0000,0.0000,0.0001,0.0009,0.0094,0.0930,0.9323,9.2270,31.3132,0.0190,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,8,721158144,0,0.0000,639567580,88.6862,422130500,58.5351,0.0000,0.0000,0.0001,0.0010,0.0103,0.1035,1.0364,10.1625,30.1511,0.1300,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,9,721158144,0,0.0000,656751900,91.0691,421885502,58.5011,0.0000,0.0000,0.0001,0.0008,0.0082,0.0816,0.8175,8.0228,32.5679,0.0961,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,10,721158144,0,0.0000,675601748,93.6829,422055944,58.5247,0.0000,0.0000,0.0001,0.0005,0.0055,0.0551,0.5526,5.7033,35.1581,0.1197,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,11,721158144,0,0.0000,687273489,95.3014,422643751,58.6063,0.0000,0.0000,0.0000,0.0004,0.0041,0.0408,0.4078,4.2456,36.6951,0.2012,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_scores,QKᵀ/√dₖ + mask,AGG,8653897728,0,0.0000,7500443712,86.6713,5067672517,58.5594,0.0000,0.0000,0.0001,0.0013,0.0130,0.1303,1.3025,11.8814,28.1119,0.1544,0.0000,0.0000,58.4050
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),0,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.0693,0.4203,1.4040,3.0112,7.0097,14.1209,14.6031,0.9564,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),1,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.2868,0.5825,1.1789,2.1189,4.9727,16.0532,15.3096,1.0924,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),2,721158144,421192704,58.4050,0,0.0000,0,0.0000,4.1802,0.7671,0.6816,0.9126,3.3977,16.6132,13.9484,1.0940,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),3,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.1066,0.3772,1.2310,3.1137,7.5169,17.5002,9.7951,1.9544,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),4,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.0150,0.0991,0.5731,3.0681,9.9054,16.5988,9.5407,1.7947,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),5,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.1848,0.5476,2.1936,6.4896,11.3409,12.3573,6.4873,1.9939,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),6,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.1102,0.5226,2.4955,7.3724,11.8893,11.5720,5.6467,1.9863,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),7,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.1320,0.7050,3.2589,8.7690,12.6257,9.6421,4.4696,1.9926,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),8,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.1828,0.5286,2.1593,6.4621,12.0227,12.3165,6.0039,1.9192,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),9,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.3385,1.0848,3.5305,8.0397,11.7247,10.4778,4.5985,1.8004,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),10,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.1131,0.4306,1.6291,5.5115,12.8385,13.5063,5.6849,1.8808,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),11,721158144,421192704,58.4050,0,0.0000,0,0.0000,0.0595,0.2517,1.4866,6.5356,13.6241,12.7566,4.8044,2.0764,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_probs,Softmax(scores),AGG,8653897728,5054312448,58.4050,0,0.0000,0,0.0000,0.4816,0.5264,1.8185,5.1170,9.9057,13.6262,8.4077,1.7118,0.0000,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,0,360579072,0,0.0000,826192,0.2291,0,0.0000,0.0001,0.0006,0.0055,0.0552,0.5521,5.4535,45.9878,47.7162,0.2291,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,1,360579072,0,0.0000,1887233,0.5234,0,0.0000,0.0000,0.0004,0.0045,0.0448,0.4473,4.4703,40.8927,53.6164,0.5234,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,2,360579072,0,0.0000,3206902,0.8894,0,0.0000,0.0000,0.0004,0.0043,0.0429,0.4283,4.2833,38.9861,55.3653,0.8894,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,3,360579072,0,0.0000,2540739,0.7046,0,0.0000,0.0001,0.0005,0.0051,0.0511,0.5114,5.0995,42.9637,50.6641,0.7046,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,4,360579072,0,0.0000,3602695,0.9991,0,0.0000,0.0001,0.0005,0.0047,0.0471,0.4699,4.6753,37.7493,56.0541,0.9991,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,5,360579072,0,0.0000,5383032,1.4929,0,0.0000,0.0001,0.0005,0.0046,0.0462,0.4602,4.5812,35.3893,58.0251,1.4929,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,6,360579072,0,0.0000,5351862,1.4842,0,0.0000,0.0001,0.0005,0.0050,0.0506,0.5067,5.0274,37.2789,55.6465,1.4842,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,7,360579072,0,0.0000,4528901,1.2560,0,0.0000,0.0001,0.0006,0.0065,0.0647,0.6463,6.4340,42.0132,49.5786,1.2560,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,8,360579072,0,0.0000,7459632,2.0688,0,0.0000,0.0001,0.0006,0.0061,0.0604,0.6049,6.0057,39.6258,51.6276,2.0688,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,9,360579072,0,0.0000,7979396,2.2129,0,0.0000,0.0001,0.0007,0.0067,0.0670,0.6689,6.5980,47.7475,42.6982,2.2129,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,10,360579072,0,0.0000,3091941,0.8575,0,0.0000,0.0001,0.0008,0.0080,0.0787,0.7873,7.8554,50.1914,40.2208,0.8575,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,11,360579072,0,0.0000,3058823,0.8483,0,0.0000,0.0001,0.0010,0.0099,0.0988,0.9882,9.7849,53.4817,34.7871,0.8483,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_context,Softmax × V,AGG,4326948864,0,0.0000,48917348,1.1305,0,0.0000,0.0001,0.0006,0.0059,0.0590,0.5893,5.8557,42.6923,49.6667,1.1305,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_output,Attn × Wₒ,0,360579072,3,0.0000,1331051,0.3691,0,0.0000,0.0000,0.0004,0.0041,0.0415,0.4149,4.1479,38.4707,56.5512,0.3691,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_output,Attn × Wₒ,1,360579072,3,0.0000,613801,0.1702,0,0.0000,0.0000,0.0004,0.0042,0.0414,0.4126,4.1247,38.3950,56.8514,0.1702,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_output,Attn × Wₒ,2,360579072,5,0.0000,477503,0.1324,0,0.0000,0.0000,0.0004,0.0039,0.0395,0.3956,3.9554,36.9844,58.4884,0.1324,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_output,Attn × Wₒ,3,360579072,3,0.0000,447048,0.1240,0,0.0000,0.0000,0.0004,0.0043,0.0428,0.4265,4.2680,38.9698,56.1641,0.1240,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_output,Attn × Wₒ,4,360579072,6,0.0000,1737121,0.4818,0,0.0000,0.0000,0.0003,0.0032,0.0318,0.3195,3.1881,29.4341,66.5412,0.4818,0.0000,0.0000,0.0000,0.0000
mrpc,bert,textattack/bert-base-uncased-MRPC,attn_output,Attn × Wₒ,5,360579072,4,0.0000,4129982,1.1454,0,0.0000,0.0000,0.0003,0.0028,0.0282,0.2825,2.8213,26.0468,69.6727,1.1454,0.0000,0.0000,0.0000,0.0000
