task,arch,model,probe,probe_display,layer,count,n_zero,pct_zero,n_gt1,pct_gt1,n_gt10,pct_gt10,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]","pct_(1e+03,1e+04]","pct_(1e+04,1e+05]"
wnli,bert,textattack/bert-base-uncased-WNLI,key_proj,XW_k + b_k,7,62423040,0,0.0000,22637237,36.2642,0,0.0000,0.0000,0.0001,0.0007,0.0068,0.0676,0.6721,6.7358,56.2527,36.2642,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,key_proj,XW_k + b_k,8,62423040,1,0.0000,20792816,33.3095,0,0.0000,0.0000,0.0001,0.0007,0.0072,0.0712,0.7154,7.1039,58.7919,33.3095,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,key_proj,XW_k + b_k,9,62423040,0,0.0000,20081351,32.1698,0,0.0000,0.0000,0.0001,0.0007,0.0072,0.0720,0.7235,7.1995,59.8273,32.1698,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,key_proj,XW_k + b_k,10,62423040,0,0.0000,19879254,31.8460,0,0.0000,0.0000,0.0001,0.0007,0.0073,0.0745,0.7492,7.4945,59.8277,31.8460,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,key_proj,XW_k + b_k,11,62423040,0,0.0000,18955860,30.3668,12,0.0000,0.0000,0.0001,0.0008,0.0077,0.0787,0.7853,7.8108,60.9499,30.3667,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,key_proj,XW_k + b_k,AGG,749076480,6,0.0000,227097778,30.3170,12,0.0000,0.0000,0.0001,0.0008,0.0080,0.0790,0.7866,7.8305,60.9779,30.3170,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,0,62423040,0,0.0000,1752812,2.8080,0,0.0000,0.0000,0.0000,0.0025,0.0254,0.2073,2.0685,20.3922,74.4962,2.8080,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,1,62423040,1,0.0000,3647310,5.8429,0,0.0000,0.0000,0.0002,0.0017,0.0173,0.1731,1.7337,16.8383,75.3928,5.8429,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,2,62423040,1,0.0000,3310033,5.3026,0,0.0000,0.0000,0.0002,0.0017,0.0173,0.1745,1.7491,17.2319,75.5228,5.3026,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,3,62423040,1,0.0000,3819392,6.1186,0,0.0000,0.0000,0.0002,0.0017,0.0170,0.1702,1.6883,16.4530,75.5511,6.1186,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,4,62423040,1,0.0000,5719161,9.1619,0,0.0000,0.0000,0.0001,0.0016,0.0157,0.1595,1.5995,14.2569,74.8047,9.1619,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,5,62423040,1,0.0000,4476277,7.1709,0,0.0000,0.0000,0.0002,0.0017,0.0179,0.1790,1.7919,15.5854,75.2530,7.1709,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,6,62423040,0,0.0000,5256695,8.4211,0,0.0000,0.0000,0.0002,0.0017,0.0176,0.1738,1.7103,14.7685,74.9069,8.4211,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,7,62423040,2,0.0000,3468232,5.5560,0,0.0000,0.0000,0.0002,0.0019,0.0188,0.1851,1.8501,16.1256,76.2623,5.5560,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,8,62423040,2,0.0000,6411937,10.2717,0,0.0000,0.0000,0.0002,0.0017,0.0165,0.1649,1.6514,13.5820,74.3116,10.2717,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,9,62423040,2,0.0000,5946841,9.5267,0,0.0000,0.0000,0.0001,0.0016,0.0152,0.1532,1.5251,13.6602,75.1179,9.5267,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,10,62423040,0,0.0000,6098528,9.7697,0,0.0000,0.0000,0.0002,0.0018,0.0183,0.1845,1.8330,14.6484,73.5441,9.7697,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,11,62423040,2,0.0000,7404383,11.8616,0,0.0000,0.0000,0.0002,0.0021,0.0208,0.2092,2.0451,13.4137,72.4473,11.8616,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,value_proj,XW_v + b_v,AGG,749076480,13,0.0000,57311601,7.6510,0,0.0000,0.0000,0.0002,0.0018,0.0181,0.1778,1.7705,15.5797,74.8009,7.6510,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),0,124846080,0,0.0000,118699597,95.0768,73596179,58.9495,0.0000,0.0000,0.0003,0.0002,0.0047,0.0476,0.4472,4.4232,36.1272,58.9495,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),1,124846080,0,0.0000,113795829,91.1489,46654111,37.3693,0.0000,0.0000,0.0001,0.0008,0.0079,0.0795,0.7971,7.9656,53.7796,37.3617,0.0076,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),2,124846080,0,0.0000,116362806,93.2050,50398231,40.3683,0.0000,0.0000,0.0001,0.0006,0.0062,0.0613,0.6122,6.1146,52.8367,38.1183,2.2500,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),3,124846080,0,0.0000,118588432,94.9877,64016931,51.2767,0.0000,0.0000,0.0001,0.0005,0.0045,0.0451,0.4512,4.5109,43.7110,51.2756,0.0011,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),4,124846080,0,0.0000,117116665,93.8088,55855883,44.7398,0.0000,0.0000,0.0001,0.0005,0.0055,0.0553,0.5576,5.5722,49.0690,44.7397,0.0001,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),5,124846080,0,0.0000,118798863,95.1563,68510923,54.8763,0.0000,0.0000,0.0000,0.0004,0.0042,0.0439,0.4364,4.3587,40.2800,54.8759,0.0005,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),6,124846080,0,0.0000,118481293,94.9019,67953243,54.4296,0.0000,0.0000,0.0001,0.0004,0.0046,0.0459,0.4598,4.5873,40.4723,54.4287,0.0009,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),7,124846080,0,0.0000,118406794,94.8422,65482820,52.4508,0.0000,0.0000,0.0000,0.0005,0.0047,0.0465,0.4640,4.6420,42.3914,52.4507,0.0001,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),8,124846080,0,0.0000,118103233,94.5991,62905497,50.3864,0.0000,0.0000,0.0000,0.0005,0.0048,0.0486,0.4861,4.8609,44.2126,50.3862,0.0002,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),9,124846080,0,0.0000,117874690,94.4160,63016246,50.4751,0.0000,0.0000,0.0000,0.0005,0.0050,0.0505,0.5031,5.0249,43.9409,50.4751,0.0001,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),10,124846080,0,0.0000,119952694,96.0805,76773540,61.4946,0.0000,0.0000,0.0000,0.0004,0.0035,0.0353,0.3523,3.5280,34.5859,61.4935,0.0011,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),11,124846080,0,0.0000,121822249,97.5780,91427220,73.2320,0.0000,0.0000,0.0000,0.0002,0.0022,0.0218,0.2178,2.1801,24.3460,73.2319,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,qkt_raw,QKᵀ (raw),AGG,1498152960,0,0.0000,1418003145,94.6501,786590824,52.5040,0.0000,0.0000,0.0001,0.0005,0.0048,0.0484,0.4821,4.8140,42.1461,52.3156,0.1885,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,0,124846080,0,0.0000,107914511,86.4380,88692287,71.0413,0.0000,0.0000,0.0001,0.0015,0.0135,0.1348,1.3597,12.0524,15.3967,0.0017,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,1,124846080,0,0.0000,103774527,83.1220,88735039,71.0756,0.0000,0.0000,0.0002,0.0018,0.0184,0.1825,1.8316,14.8434,12.0464,0.0359,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,2,124846080,0,0.0000,105420807,84.4406,89509497,71.6959,0.0000,0.0000,0.0002,0.0019,0.0183,0.1836,1.8161,13.5392,12.7447,0.6563,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,3,124846080,0,0.0000,107860532,86.3948,88714953,71.0595,0.0000,0.0000,0.0002,0.0014,0.0141,0.1402,1.3916,12.0577,15.3353,0.0198,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,4,124846080,0,0.0000,108642746,87.0214,88693595,71.0424,0.0000,0.0000,0.0001,0.0012,0.0123,0.1246,1.2488,11.5916,15.9790,0.0027,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,5,124846080,0,0.0000,113674555,91.0518,88700816,71.0481,0.0000,0.0000,0.0001,0.0008,0.0083,0.0825,0.8260,8.0305,20.0036,0.0085,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,6,124846080,0,0.0000,112040938,89.7433,88699423,71.0470,0.0000,0.0000,0.0001,0.0010,0.0096,0.0966,0.9674,9.1820,18.6962,0.0074,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,7,124846080,0,0.0000,112728921,90.2943,88691874,71.0410,0.0000,0.0000,0.0001,0.0010,0.0091,0.0899,0.8955,8.7101,19.2533,0.0014,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,8,124846080,0,0.0000,110053381,88.1513,88692838,71.0417,0.0000,0.0000,0.0001,0.0011,0.0113,0.1142,1.1402,10.5818,17.1095,0.0021,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,9,124846080,0,0.0000,110005198,88.1127,88692001,71.0411,0.0000,0.0000,0.0001,0.0011,0.0114,0.1141,1.1412,10.6193,17.0716,0.0015,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,10,124846080,0,0.0000,115271229,92.3307,88695844,71.0442,0.0000,0.0000,0.0001,0.0007,0.0068,0.0681,0.6832,6.9105,21.2865,0.0045,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,11,124846080,0,0.0000,117150344,93.8358,88690257,71.0397,0.0000,0.0000,0.0001,0.0005,0.0050,0.0505,0.5062,5.6019,22.7961,0.0001,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_scores,QKᵀ/√dₖ + mask,AGG,1498152960,0,0.0000,1324537689,88.4114,1065208424,71.1014,0.0000,0.0000,0.0001,0.0012,0.0115,0.1151,1.1506,10.3100,17.3099,0.0618,0.0000,0.0000,71.0396
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),0,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0317,0.2402,0.9310,1.9820,3.9857,8.5415,12.0889,1.1594,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),1,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.1660,0.2852,0.6277,1.0944,2.4603,9.5391,13.5905,1.1972,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),2,124846080,88690176,71.0396,0,0.0000,0,0.0000,2.4231,0.5849,0.5322,0.6008,1.8148,9.9936,11.6427,1.3682,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),3,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0352,0.1348,0.4857,1.5210,5.1087,10.9582,8.5598,2.1570,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),4,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0005,0.0121,0.1413,0.9555,4.3341,11.7311,9.9943,1.7914,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),5,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0271,0.1388,0.7898,3.4058,8.2343,9.7188,4.7938,1.8520,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),6,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0166,0.1007,0.6268,2.8013,7.4121,10.4960,5.5406,1.9663,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),7,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0082,0.0817,0.6339,3.1248,8.6654,10.2058,4.2986,1.9419,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),8,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0052,0.0468,0.3736,1.9673,6.3669,11.9533,6.3512,1.8961,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),9,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0004,0.0079,0.1034,0.8688,4.8578,13.2816,7.9580,1.8824,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),10,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0138,0.0484,0.2208,1.2776,6.7724,12.3606,5.7766,2.4902,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),11,124846080,88690176,71.0396,0,0.0000,0,0.0000,0.0000,0.0010,0.0252,0.5494,5.6760,13.7321,6.2169,2.7597,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_probs,Softmax(scores),AGG,1498152960,1064282112,71.0396,0,0.0000,0,0.0000,0.2273,0.1402,0.4576,1.6791,5.4740,11.0427,8.0677,1.8718,0.0000,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,0,62423040,0,0.0000,154071,0.2468,0,0.0000,0.0001,0.0007,0.0059,0.0590,0.5690,5.3452,46.5449,47.2285,0.2468,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,1,62423040,0,0.0000,310520,0.4974,0,0.0000,0.0001,0.0004,0.0045,0.0451,0.4524,4.5314,41.0113,53.4574,0.4974,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,2,62423040,0,0.0000,367177,0.5882,0,0.0000,0.0000,0.0005,0.0043,0.0426,0.4272,4.2696,39.1668,55.5007,0.5882,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,3,62423040,0,0.0000,237374,0.3803,0,0.0000,0.0001,0.0005,0.0053,0.0522,0.5243,5.2489,45.3745,48.4138,0.3803,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,4,62423040,0,0.0000,231282,0.3705,0,0.0000,0.0001,0.0005,0.0050,0.0502,0.5011,4.9974,41.8694,52.2058,0.3705,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,5,62423040,0,0.0000,169423,0.2714,0,0.0000,0.0001,0.0008,0.0089,0.0883,0.8819,8.8012,57.1430,32.8043,0.2714,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,6,62423040,0,0.0000,164557,0.2636,0,0.0000,0.0001,0.0007,0.0074,0.0734,0.7271,7.2154,49.8542,41.8581,0.2636,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,7,62423040,0,0.0000,139900,0.2241,0,0.0000,0.0001,0.0010,0.0095,0.0950,0.9531,9.4038,54.8679,34.4456,0.2241,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,8,62423040,0,0.0000,249511,0.3997,0,0.0000,0.0001,0.0008,0.0076,0.0769,0.7720,7.6633,50.1163,40.9634,0.3997,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,9,62423040,0,0.0000,177827,0.2849,0,0.0000,0.0001,0.0007,0.0068,0.0673,0.6725,6.6740,49.0676,43.2263,0.2849,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,10,62423040,0,0.0000,207840,0.3330,0,0.0000,0.0001,0.0010,0.0098,0.0979,0.9800,9.7111,56.0020,32.8652,0.3330,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,11,62423040,0,0.0000,220507,0.3532,0,0.0000,0.0001,0.0010,0.0104,0.1046,1.0470,10.2711,55.2300,32.9825,0.3532,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_context,Softmax × V,AGG,749076480,0,0.0000,2629989,0.3511,0,0.0000,0.0001,0.0007,0.0071,0.0710,0.7090,7.0110,48.8540,42.9960,0.3511,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,0,62423040,0,0.0000,203980,0.3268,0,0.0000,0.0000,0.0004,0.0043,0.0437,0.4360,4.3435,40.0411,54.8041,0.3268,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,1,62423040,1,0.0000,132971,0.2130,0,0.0000,0.0000,0.0004,0.0038,0.0383,0.3825,3.8256,36.2435,59.2928,0.2130,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,2,62423040,1,0.0000,49726,0.0797,0,0.0000,0.0001,0.0004,0.0040,0.0415,0.4110,4.1323,38.3243,57.0067,0.0797,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,3,62423040,0,0.0000,29976,0.0480,0,0.0000,0.0000,0.0005,0.0045,0.0468,0.4668,4.6602,42.7690,52.0042,0.0480,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,4,62423040,0,0.0000,98508,0.1578,0,0.0000,0.0000,0.0004,0.0040,0.0382,0.3834,3.8346,34.9118,60.6697,0.1578,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,5,62423040,0,0.0000,48852,0.0783,0,0.0000,0.0001,0.0007,0.0061,0.0619,0.6188,6.1755,49.7810,43.2779,0.0783,0.0000,0.0000,0.0000,0.0000
wnli,bert,textattack/bert-base-uncased-WNLI,attn_output,Attn × Wₒ,6,62423040,1,0.0000,28334,0.0454,0,0.0000,0.0001,0.0005,0.0050,0.0489,0.4938,4.9113,42.9627,51.5323,0.0454,0.0000,0.0000,0.0000,0.0000
