task,arch,model,probe,probe_display,layer,count,n_zero,pct_zero,n_gt1,pct_gt1,n_gt10,pct_gt10,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]","pct_(1e+03,1e+04]","pct_(1e+04,1e+05]"
stsb,bert,textattack/bert-base-uncased-STS-B,query_proj,XW_q + b_q,8,565149696,6,0.0000,218632046,38.6857,0,0.0000,0.0000,0.0001,0.0006,0.0065,0.0639,0.6394,6.3747,54.2290,38.6857,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,query_proj,XW_q + b_q,9,565149696,3,0.0000,221089748,39.1206,0,0.0000,0.0000,0.0001,0.0006,0.0063,0.0629,0.6302,6.3027,53.8766,39.1206,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,query_proj,XW_q + b_q,10,565149696,7,0.0000,200494204,35.4763,0,0.0000,0.0000,0.0001,0.0007,0.0069,0.0681,0.6801,6.8111,56.9569,35.4763,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,query_proj,XW_q + b_q,11,565149696,7,0.0000,197365310,34.9227,0,0.0000,0.0000,0.0001,0.0007,0.0068,0.0676,0.6748,6.7430,57.5844,34.9227,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,query_proj,XW_q + b_q,AGG,6781796352,68,0.0000,2180111423,32.1465,1242,0.0000,0.0000,0.0001,0.0007,0.0079,0.0757,0.7641,7.6013,59.4036,32.1465,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,0,565149696,0,0.0000,152083330,26.9103,0,0.0000,0.0000,0.0000,0.0007,0.0052,0.0963,0.8572,8.5001,63.6302,26.9103,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,1,565149696,7,0.0000,151055267,26.7284,0,0.0000,0.0000,0.0001,0.0009,0.0088,0.0876,0.8788,8.7473,63.5481,26.7284,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,2,565149696,4,0.0000,143976638,25.4758,2,0.0000,0.0000,0.0001,0.0009,0.0092,0.0925,0.9243,9.2023,64.2948,25.4758,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,3,565149696,5,0.0000,159106576,28.1530,0,0.0000,0.0000,0.0001,0.0008,0.0083,0.0833,0.8323,8.2720,62.6501,28.1530,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,4,565149696,7,0.0000,169218878,29.9423,0,0.0000,0.0000,0.0001,0.0008,0.0077,0.0769,0.7679,7.6716,61.5327,29.9423,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,5,565149696,7,0.0000,201292726,35.6176,0,0.0000,0.0000,0.0001,0.0007,0.0071,0.0706,0.7030,6.9773,56.6237,35.6176,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,6,565149696,5,0.0000,219186257,38.7838,0,0.0000,0.0000,0.0001,0.0006,0.0064,0.0638,0.6377,6.2939,54.2138,38.7838,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,7,565149696,10,0.0000,238958730,42.2824,0,0.0000,0.0000,0.0001,0.0006,0.0059,0.0585,0.5875,5.8836,51.1815,42.2824,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,8,565149696,3,0.0000,221519053,39.1965,0,0.0000,0.0000,0.0001,0.0006,0.0063,0.0627,0.6297,6.2546,53.8495,39.1965,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,9,565149696,7,0.0000,212296918,37.5647,0,0.0000,0.0000,0.0001,0.0006,0.0064,0.0641,0.6398,6.4224,55.3019,37.5647,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,10,565149696,6,0.0000,196564516,34.7810,0,0.0000,0.0000,0.0001,0.0007,0.0069,0.0693,0.6930,6.9123,57.5367,34.7810,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,11,565149696,9,0.0000,176363857,31.2066,0,0.0000,0.0000,0.0001,0.0007,0.0075,0.0749,0.7500,7.5160,60.4441,31.2066,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,key_proj,XW_k + b_k,AGG,6781796352,70,0.0000,2241622746,33.0535,2,0.0000,0.0000,0.0001,0.0007,0.0071,0.0750,0.7418,7.3878,58.7339,33.0535,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,0,565149696,3,0.0000,14706094,2.6022,0,0.0000,0.0000,0.0011,0.0019,0.0176,0.2134,2.1352,20.9029,74.1257,2.6022,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,1,565149696,9,0.0000,29889937,5.2889,0,0.0000,0.0000,0.0002,0.0017,0.0170,0.1713,1.7112,16.8346,75.9751,5.2889,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,2,565149696,8,0.0000,27323354,4.8347,0,0.0000,0.0000,0.0002,0.0017,0.0175,0.1749,1.7510,17.2978,75.9221,4.8347,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,3,565149696,8,0.0000,30105824,5.3271,0,0.0000,0.0000,0.0002,0.0018,0.0173,0.1743,1.7385,16.9362,75.8046,5.3271,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,4,565149696,5,0.0000,49643664,8.7842,0,0.0000,0.0000,0.0002,0.0016,0.0167,0.1667,1.6698,14.9027,74.4581,8.7842,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,5,565149696,9,0.0000,41483701,7.3403,0,0.0000,0.0000,0.0002,0.0018,0.0175,0.1743,1.7406,15.1635,75.5619,7.3403,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,6,565149696,4,0.0000,50727059,8.9759,0,0.0000,0.0000,0.0002,0.0017,0.0167,0.1665,1.6745,14.6759,74.4887,8.9759,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,7,565149696,8,0.0000,40227601,7.1180,0,0.0000,0.0000,0.0002,0.0017,0.0167,0.1690,1.6825,14.7542,76.2576,7.1180,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,8,565149696,6,0.0000,70520082,12.4781,0,0.0000,0.0000,0.0001,0.0014,0.0145,0.1454,1.4577,12.6035,73.2992,12.4781,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,9,565149696,9,0.0000,69372936,12.2751,0,0.0000,0.0000,0.0001,0.0013,0.0133,0.1322,1.3258,12.2930,73.9591,12.2751,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,10,565149696,17,0.0000,68467527,12.1149,0,0.0000,0.0000,0.0001,0.0015,0.0144,0.1436,1.4276,12.5832,73.7146,12.1149,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,11,565149696,10,0.0000,106271493,18.8041,0,0.0000,0.0000,0.0001,0.0014,0.0143,0.1430,1.4133,10.6567,68.9671,18.8041,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,value_proj,XW_v + b_v,AGG,6781796352,96,0.0000,598739272,8.8286,0,0.0000,0.0000,0.0002,0.0016,0.0161,0.1646,1.6440,14.9670,74.3778,8.8286,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),0,1130299392,0,0.0000,1074595265,95.0717,689214187,60.9763,0.0000,0.0000,0.0000,0.0013,0.0029,0.0415,0.4424,4.4401,34.0955,60.9763,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),1,1130299392,0,0.0000,1028907136,91.0296,425016971,37.6022,0.0000,0.0000,0.0001,0.0008,0.0081,0.0806,0.8048,8.0760,53.4275,37.6007,0.0015,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),2,1130299392,0,0.0000,1059767529,93.7599,559935259,49.5387,0.0000,0.0000,0.0001,0.0006,0.0056,0.0564,0.5634,5.6140,44.2212,48.8338,0.7049,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),3,1130299392,0,0.0000,1065857289,94.2987,607530355,53.7495,0.0000,0.0000,0.0001,0.0005,0.0051,0.0514,0.5144,5.1299,40.5492,53.7479,0.0016,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),4,1130299392,0,0.0000,1066436939,94.3500,558329948,49.3966,0.0000,0.0000,0.0001,0.0005,0.0051,0.0510,0.5092,5.0841,44.9533,49.3963,0.0003,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),5,1130299392,0,0.0000,1078279535,95.3977,629683469,55.7094,0.0000,0.0000,0.0000,0.0004,0.0041,0.0414,0.4142,4.1421,39.6883,55.7094,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),6,1130299392,0,0.0000,1089644413,96.4032,731969880,64.7589,0.0000,0.0000,0.0000,0.0003,0.0032,0.0323,0.3236,3.2373,31.6442,64.7587,0.0002,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),7,1130299392,0,0.0000,1081902793,95.7182,672076416,59.4600,0.0000,0.0000,0.0000,0.0004,0.0038,0.0384,0.3856,3.8534,36.2582,59.4598,0.0002,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),8,1130299392,0,0.0000,1080744759,95.6158,642194685,56.8163,0.0000,0.0000,0.0000,0.0004,0.0040,0.0395,0.3944,3.9459,38.7995,56.8152,0.0011,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),9,1130299392,0,0.0000,1077638575,95.3410,641893114,56.7897,0.0000,0.0000,0.0000,0.0004,0.0042,0.0418,0.4195,4.1930,38.5513,56.7886,0.0010,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),10,1130299392,0,0.0000,1081883322,95.7165,661427899,58.5179,0.0000,0.0000,0.0000,0.0004,0.0039,0.0386,0.3857,3.8548,37.1986,58.5136,0.0043,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),11,1130299392,0,0.0000,1082513822,95.7723,659772666,58.3715,0.0000,0.0000,0.0000,0.0004,0.0038,0.0380,0.3805,3.8049,37.4008,58.3715,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,qkt_raw,QKᵀ (raw),AGG,13563592704,0,0.0000,12868171377,94.8729,7479044849,55.1406,0.0000,0.0000,0.0000,0.0005,0.0045,0.0459,0.4615,4.6146,39.7323,55.0810,0.0596,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,0,1130299392,0,0.0000,1020357976,90.2732,884738846,78.2747,0.0000,0.0000,0.0001,0.0009,0.0097,0.0983,0.9815,8.6362,11.9985,0.0012,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,1,1130299392,0,0.0000,991984882,87.7630,884982721,78.2963,0.0000,0.0000,0.0001,0.0013,0.0132,0.1313,1.3101,10.7810,9.4667,0.0228,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,2,1130299392,0,0.0000,1004716927,88.8895,889091817,78.6599,0.0000,0.0000,0.0001,0.0012,0.0123,0.1234,1.2303,9.7431,10.2296,0.3863,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,3,1130299392,0,0.0000,1021937946,90.4130,884919538,78.2907,0.0000,0.0000,0.0001,0.0010,0.0096,0.0963,0.9632,8.5168,12.1223,0.0172,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,4,1130299392,0,0.0000,1027922857,90.9425,884766448,78.2772,0.0000,0.0000,0.0001,0.0009,0.0086,0.0860,0.8593,8.1026,12.6654,0.0036,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,5,1130299392,0,0.0000,1036003499,91.6574,884740305,78.2749,0.0000,0.0000,0.0001,0.0008,0.0080,0.0800,0.7980,7.4557,13.3826,0.0013,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,6,1130299392,0,0.0000,1048382783,92.7527,884778255,78.2782,0.0000,0.0000,0.0001,0.0007,0.0067,0.0675,0.6745,6.4978,14.4744,0.0047,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,7,1130299392,0,0.0000,1049329813,92.8364,884758800,78.2765,0.0000,0.0000,0.0001,0.0007,0.0066,0.0664,0.6641,6.4257,14.5599,0.0030,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,8,1130299392,0,0.0000,1043680704,92.3367,884831250,78.2829,0.0000,0.0000,0.0001,0.0007,0.0072,0.0715,0.7154,6.8685,14.0538,0.0094,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,9,1130299392,0,0.0000,1052039191,93.0762,884802305,78.2803,0.0000,0.0000,0.0001,0.0006,0.0065,0.0650,0.6502,6.2014,14.7958,0.0068,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,10,1130299392,0,0.0000,1055560050,93.3877,884729990,78.2740,0.0000,0.0000,0.0001,0.0006,0.0061,0.0601,0.6014,5.9442,15.1137,0.0004,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,11,1130299392,0,0.0000,1058353017,93.6348,884725463,78.2736,0.0000,0.0000,0.0001,0.0006,0.0055,0.0554,0.5559,5.7478,15.3612,0.0000,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_scores,QKᵀ/√dₖ + mask,AGG,13563592704,0,0.0000,12410269645,91.4969,10621865738,78.3116,0.0000,0.0000,0.0001,0.0008,0.0083,0.0834,0.8336,7.5767,13.1853,0.0381,0.0000,0.0000,78.2735
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),0,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0310,0.2083,0.7374,1.4990,3.1706,5.8621,8.7636,1.4544,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),1,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0750,0.1618,0.3984,0.7924,2.0066,6.7307,10.1828,1.3789,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),2,1130299392,884725248,78.2735,0,0.0000,0,0.0000,1.3906,0.4416,0.4475,0.5009,1.2231,5.9993,10.2959,1.4275,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),3,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0282,0.1097,0.3903,1.0968,3.0252,7.8800,6.8873,2.3089,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),4,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0016,0.0138,0.0896,0.6032,2.8372,7.4692,8.5942,2.1176,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),5,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0069,0.0356,0.2190,1.1768,4.1000,7.7520,6.3917,2.0446,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),6,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0076,0.0438,0.2826,1.4945,4.7470,7.5631,5.4878,2.1001,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),7,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0110,0.0674,0.4368,2.1329,5.8698,7.2865,3.9425,1.9795,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),8,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0131,0.0758,0.4524,1.9593,5.2170,7.6227,4.4915,1.8946,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),9,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0167,0.1182,0.6617,2.5052,5.9038,7.1244,3.5264,1.8701,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),10,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0003,0.0055,0.0696,0.5316,3.0655,9.3116,6.7070,2.0355,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),11,1130299392,884725248,78.2735,0,0.0000,0,0.0000,0.0000,0.0001,0.0027,0.1237,2.2662,9.4356,7.7526,2.1456,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_probs,Softmax(scores),AGG,13563592704,10616702976,78.2735,0,0.0000,0,0.0000,0.1318,0.1068,0.3490,1.2014,3.6193,7.5031,6.9186,1.8964,0.0000,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,0,565149696,0,0.0000,1150301,0.2035,0,0.0000,0.0000,0.0004,0.0044,0.0447,0.4468,4.7524,42.3820,52.1656,0.2035,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,1,565149696,0,0.0000,1876635,0.3321,0,0.0000,0.0000,0.0004,0.0042,0.0427,0.4242,4.2467,39.1671,55.7826,0.3321,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,2,565149696,0,0.0000,3005318,0.5318,0,0.0000,0.0000,0.0004,0.0041,0.0411,0.4109,4.1077,38.0394,56.8645,0.5318,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,3,565149696,0,0.0000,1541856,0.2728,0,0.0000,0.0001,0.0005,0.0054,0.0541,0.5401,5.3845,45.8152,47.9273,0.2728,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,4,565149696,0,0.0000,3364422,0.5953,0,0.0000,0.0000,0.0004,0.0039,0.0392,0.3928,3.9165,34.4058,60.6461,0.5953,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,5,565149696,0,0.0000,4623170,0.8180,0,0.0000,0.0001,0.0005,0.0054,0.0534,0.5329,5.3245,40.2944,52.9707,0.8180,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,6,565149696,0,0.0000,6142550,1.0869,0,0.0000,0.0001,0.0006,0.0059,0.0586,0.5859,5.8178,40.7901,51.6542,1.0869,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,7,565149696,0,0.0000,1763671,0.3121,0,0.0000,0.0001,0.0008,0.0081,0.0809,0.8077,7.9472,49.3576,41.4856,0.3121,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,8,565149696,0,0.0000,3698267,0.6544,0,0.0000,0.0001,0.0008,0.0081,0.0822,0.8209,8.0728,49.4407,40.9199,0.6544,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,9,565149696,0,0.0000,4208160,0.7446,0,0.0000,0.0001,0.0007,0.0075,0.0748,0.7498,7.4124,53.6190,37.3911,0.7446,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,10,565149696,0,0.0000,6368821,1.1269,0,0.0000,0.0001,0.0005,0.0050,0.0496,0.4964,4.9532,39.6328,53.7355,1.1269,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,11,565149696,0,0.0000,8805712,1.5581,0,0.0000,0.0001,0.0005,0.0048,0.0482,0.4817,4.7958,36.7977,56.3133,1.5581,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_context,Softmax × V,AGG,6781796352,0,0.0000,46548883,0.6864,0,0.0000,0.0001,0.0006,0.0056,0.0558,0.5575,5.5610,42.4785,50.6547,0.6864,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_output,Attn × Wₒ,0,565149696,8,0.0000,2882656,0.5101,0,0.0000,0.0000,0.0004,0.0039,0.0394,0.3939,3.9377,36.9062,58.2084,0.5101,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_output,Attn × Wₒ,1,565149696,10,0.0000,1213869,0.2148,0,0.0000,0.0000,0.0004,0.0040,0.0403,0.4044,4.0410,37.8784,57.4165,0.2148,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_output,Attn × Wₒ,2,565149696,8,0.0000,375231,0.0664,0,0.0000,0.0000,0.0004,0.0042,0.0425,0.4236,4.2376,39.3991,55.8262,0.0664,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_output,Attn × Wₒ,3,565149696,7,0.0000,292611,0.0518,0,0.0000,0.0001,0.0005,0.0048,0.0482,0.4821,4.8181,43.7969,50.7977,0.0518,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_output,Attn × Wₒ,4,565149696,3,0.0000,1984679,0.3512,0,0.0000,0.0000,0.0003,0.0031,0.0312,0.3134,3.1292,29.0726,67.0990,0.3512,0.0000,0.0000,0.0000,0.0000
stsb,bert,textattack/bert-base-uncased-STS-B,attn_output,Attn × Wₒ,5,565149696,7,0.0000,3590795,0.6354,0,0.0000,0.0000,0.0004,0.0034,0.0343,0.3427,3.4190,31.0084,64.5564,0.6354,0.0000,0.0000,0.0000,0.0000
