task,arch,model,probe,probe_display,layer,count,mean,std,min,max,accum_max
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,12,8827568128,-0.008779,1.281904,-8.029879,8.849479,31.098450
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,13,8827568128,-0.017126,1.143252,-8.442605,9.500252,25.714645
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,14,8827568128,-0.006707,1.010535,-7.838309,7.650523,24.261209
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,15,8827568128,-0.012448,0.961217,-7.368620,7.550605,24.278349
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,16,8827568128,0.039166,1.089188,-7.713061,7.017642,23.260254
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,17,8827568128,0.000911,1.173142,-7.980486,8.348864,28.284678
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,18,8827568128,-0.029854,0.928433,-7.973969,7.508646,26.456121
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,19,8827568128,-0.020128,0.897496,-6.743951,7.664834,24.533421
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,20,8827568128,0.023325,0.932723,-7.573433,9.363959,24.573992
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,21,8827568128,-0.042491,1.024948,-10.134106,9.063423,25.846672
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,22,8827568128,-0.000743,0.867700,-10.288896,9.652180,26.078053
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,key_proj,XW_k + b_k,23,8827568128,0.032464,0.946377,-10.929513,10.510514,28.447628
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,0,8827568128,-0.002826,0.374747,-6.718271,3.874039,16.797619
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,1,8827568128,0.001086,0.570823,-5.582121,6.326403,21.294607
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,2,8827568128,-0.016819,0.420702,-5.133557,5.268303,20.248896
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,3,8827568128,0.000507,0.328025,-4.773640,4.828615,19.569424
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,4,8827568128,0.001700,0.288516,-4.425058,4.746634,20.501379
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,5,8827568128,0.003213,0.249616,-4.922831,5.309026,21.408548
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,6,8827568128,-0.000612,0.257764,-4.793370,6.442678,20.649210
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,7,8827568128,0.002811,0.267997,-5.234799,5.073969,20.298189
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,8,8827568128,0.004272,0.293646,-4.559489,5.966550,20.276802
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,9,8827568128,-0.008688,0.346524,-4.894428,4.644011,18.160450
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,10,8827568128,0.008672,0.409246,-5.054915,4.948981,19.605259
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,11,8827568128,-0.008323,0.734737,-4.923294,4.962559,19.647251
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,12,8827568128,-0.002807,0.974497,-6.200550,6.320593,21.170801
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,13,8827568128,-0.024941,0.575296,-5.317840,5.005309,19.571690
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,14,8827568128,0.000972,0.614547,-5.962757,5.308932,20.337360
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,15,8827568128,-0.004655,0.631873,-5.523942,5.530472,19.004904
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,16,8827568128,0.008528,0.558060,-6.404407,6.752347,21.031996
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,17,8827568128,-0.000013,0.582050,-5.012037,4.470664,18.451624
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,18,8827568128,-0.008054,0.568204,-6.276755,6.253890,22.830141
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,19,8827568128,0.006782,0.549300,-6.117740,6.466412,21.510023
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,20,8827568128,-0.015282,0.615002,-7.021074,7.162960,22.647610
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,21,8827568128,0.010255,0.679157,-7.919992,5.810421,22.936207
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,22,8827568128,0.018377,0.603086,-5.950254,5.825706,23.406750
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,value_proj,XW_v + b_v,23,8827568128,0.008833,0.645688,-5.479687,5.929332,23.189869
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),0,17655136256,3.460536,15.757823,-115.804848,104.537689,162.232422
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),1,17655136256,-27.151334,19.024790,-187.067642,122.088142,206.508835
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),2,17655136256,-0.215026,10.864116,-250.092056,192.134262,267.031219
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),3,17655136256,13.379526,15.701488,-292.557648,336.288422,386.634430
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),4,17655136256,11.423805,13.145289,-170.586502,219.534637,279.982269
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),5,17655136256,17.906778,9.577761,-109.194939,141.704025,165.790283
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),6,17655136256,10.524143,8.885759,-145.050278,106.618011,168.083374
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),7,17655136256,3.054732,8.963164,-127.757538,107.259651,176.966522
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),8,17655136256,4.590374,9.359776,-169.002563,123.739258,229.790451
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),9,17655136256,18.863259,21.343667,-452.322906,352.335724,575.475891
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),10,17655136256,10.078647,25.528387,-333.652191,300.466217,412.094025
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),11,17655136256,-26.213022,35.136210,-189.728867,189.115555,261.855652
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),12,17655136256,-16.494573,23.057531,-153.526352,200.934433,238.285248
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),13,17655136256,-33.029253,22.134593,-135.785233,143.798309,178.360504
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),14,17655136256,-19.522348,17.307017,-122.267944,137.660583,169.586517
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),15,17655136256,-9.460652,12.004968,-121.386192,138.843430,201.719543
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),16,17655136256,12.138143,12.950722,-82.933090,134.931793,160.763062
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),17,17655136256,24.195526,24.027346,-162.439194,237.955978,270.174561
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),18,17655136256,5.914979,16.089682,-131.859940,125.433472,196.312378
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),19,17655136256,0.724092,15.143719,-139.987198,121.301956,179.390121
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),20,17655136256,4.308508,20.903419,-121.386276,268.614716,293.443848
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),21,17655136256,-13.087903,26.598765,-240.469437,165.898590,246.835876
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),22,17655136256,-8.523986,19.127220,-146.771622,126.943718,208.303665
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,qkt_raw,QKᵀ (raw),23,17655136256,-23.132263,27.428080,-245.661545,90.014153,313.175079
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,0,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,13.067211,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,1,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.261018,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,2,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,20.306561,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,3,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,35.497501,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,4,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,14.470962,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,5,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.513140,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,6,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,13.327251,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,7,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,13.407456,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,8,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,13.381730,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,9,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,38.547070,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,10,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,37.558277,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,11,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,23.639444,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,12,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,25.116804,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,13,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,17.974789,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,14,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,17.207573,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,15,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,17.355429,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,16,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,16.866474,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,17,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,26.634260,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,18,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.679184,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,19,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.162745,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,20,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,33.576839,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,21,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,20.737324,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,22,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.867965,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_scores,QKᵀ/√dₖ + mask,23,17655136256,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,11.251769,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),0,17655136256,0.007812,0.055107,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),1,17655136256,0.007813,0.068230,0.000000,0.999995,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),2,17655136256,0.007813,0.058013,0.000000,0.999982,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),3,17655136256,0.007813,0.059741,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),4,17655136256,0.007813,0.054368,0.000000,0.999996,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),5,17655136256,0.007812,0.059715,0.000000,0.999599,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),6,17655136256,0.007813,0.054393,0.000000,0.999348,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),7,17655136256,0.007813,0.054774,0.000000,0.999470,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),8,17655136256,0.007813,0.060522,0.000000,0.999977,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),9,17655136256,0.007813,0.059460,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),10,17655136256,0.007813,0.063439,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),11,17655136256,0.007813,0.056096,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),12,17655136256,0.007813,0.054140,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),13,17655136256,0.007813,0.082144,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),14,17655136256,0.007813,0.072528,0.000000,0.999999,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),15,17655136256,0.007813,0.054509,0.000000,0.999974,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),16,17655136256,0.007813,0.049902,0.000000,0.999578,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),17,17655136256,0.007813,0.050871,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),18,17655136256,0.007813,0.049886,0.000000,0.999850,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),19,17655136256,0.007813,0.052636,0.000000,0.999984,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),20,17655136256,0.007813,0.055719,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),21,17655136256,0.007813,0.046074,0.000000,1.000000,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),22,17655136256,0.007812,0.043148,0.000000,0.999998,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_probs,Softmax(scores),23,17655136256,0.007813,0.042658,0.000000,0.999928,
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,0,8827568128,0.001911,0.168207,-6.223926,3.333477,6.267077
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,1,8827568128,-0.001293,0.196132,-5.169956,4.542488,5.172102
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,2,8827568128,0.003276,0.158551,-4.410829,4.964355,4.968932
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,3,8827568128,-0.000805,0.146300,-4.689526,3.877873,4.692823
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,4,8827568128,0.002536,0.127830,-3.720724,3.705496,3.796517
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,5,8827568128,0.000925,0.097227,-4.014878,5.111682,5.116455
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,6,8827568128,-0.003449,0.107311,-4.268589,4.797071,4.827931
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,7,8827568128,0.003818,0.130583,-4.184243,4.292468,4.300502
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,8,8827568128,0.005231,0.145535,-3.947813,5.174364,5.175132
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,9,8827568128,-0.002886,0.193899,-4.151930,3.675457,4.152559
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,10,8827568128,0.001829,0.233039,-4.262601,4.069948,4.288054
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,11,8827568128,0.003434,0.406344,-4.046151,3.937848,4.046151
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,12,8827568128,0.006663,0.419052,-5.453889,6.177986,6.178417
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,13,8827568128,0.000371,0.115499,-4.410527,4.290162,4.432458
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,14,8827568128,-0.000920,0.182005,-5.202351,4.575737,5.216611
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,15,8827568128,0.005788,0.290927,-4.226923,4.157507,4.267877
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,16,8827568128,-0.004480,0.325583,-4.241595,4.403604,4.412233
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,17,8827568128,-0.001573,0.356715,-4.196424,4.304114,4.314134
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,18,8827568128,-0.004450,0.336630,-4.702550,4.962998,4.990959
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,19,8827568128,0.001745,0.382161,-4.870647,4.378292,4.881330
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,20,8827568128,-0.013894,0.471047,-6.220717,5.997441,6.221690
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,21,8827568128,0.007284,0.552919,-5.320246,4.567583,5.321030
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,22,8827568128,0.013760,0.497285,-5.034884,4.231472,5.034884
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_context,Softmax × V,23,8827568128,0.010857,0.585131,-4.064997,4.706356,4.706356
bl_sst2,bert,assemblyai/bert-large-uncased-sst2,attn_output,Attn × Wₒ,0,8827568128,-0.001076,0.205515,-4.800040,25.306471,31.743500
