task,arch,model,probe,probe_display,layer,count,mean,std,min,max,accum_max
sst2,bert,textattack/bert-base-uncased-SST-2,key_proj,XW_k + b_k,6,6620676096,0.014457,1.113570,-7.955461,9.053669,22.459627
sst2,bert,textattack/bert-base-uncased-SST-2,key_proj,XW_k + b_k,7,6620676096,0.008468,1.143727,-9.237278,8.289832,23.458977
sst2,bert,textattack/bert-base-uncased-SST-2,key_proj,XW_k + b_k,8,6620676096,-0.007107,1.051796,-7.847880,8.290878,23.014406
sst2,bert,textattack/bert-base-uncased-SST-2,key_proj,XW_k + b_k,9,6620676096,-0.007706,1.070709,-7.328588,9.679764,22.968014
sst2,bert,textattack/bert-base-uncased-SST-2,key_proj,XW_k + b_k,10,6620676096,-0.020656,1.165637,-8.614613,7.731002,22.074806
sst2,bert,textattack/bert-base-uncased-SST-2,key_proj,XW_k + b_k,11,6620676096,0.005907,1.070802,-7.241390,6.766200,22.067896
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,0,6620676096,0.022689,0.391913,-3.937869,3.549136,13.310308
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,1,6620676096,-0.028018,0.454386,-5.906914,5.487701,18.509874
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,2,6620676096,0.003854,0.462579,-4.620753,4.841500,18.045187
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,3,6620676096,-0.019397,0.505772,-5.230500,5.559698,19.320087
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,4,6620676096,0.026059,0.572660,-5.564091,5.631274,19.309664
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,5,6620676096,-0.017206,0.537028,-5.617811,6.303939,18.922634
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,6,6620676096,-0.002338,0.549764,-5.683636,5.527970,18.361197
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,7,6620676096,0.001875,0.502972,-5.612387,5.459067,16.665112
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,8,6620676096,-0.010743,0.645181,-5.635705,5.815473,17.976452
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,9,6620676096,0.001805,0.655136,-6.833352,5.334287,18.153717
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,10,6620676096,-0.000310,0.669168,-4.885094,6.176393,18.291624
sst2,bert,textattack/bert-base-uncased-SST-2,value_proj,XW_v + b_v,11,6620676096,0.001656,0.816095,-6.371713,5.983858,19.764608
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),0,13241352192,6.619404,18.728023,-85.195351,99.554398,137.573105
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),1,13241352192,-2.507976,14.362221,-110.427589,131.603409,178.590408
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),2,13241352192,-0.487431,24.697028,-389.148804,414.765442,595.037231
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),3,13241352192,4.539349,15.729872,-116.445610,145.922409,182.962921
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),4,13241352192,-4.167218,14.402454,-109.694695,127.271294,169.283707
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),5,13241352192,-6.992280,19.221640,-186.064255,124.428505,255.200974
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),6,13241352192,-2.895224,19.343434,-162.874893,135.311584,246.945633
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),7,13241352192,-3.468521,18.194129,-148.991592,140.708145,219.205765
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),8,13241352192,6.550104,14.049895,-111.615837,150.094955,207.090530
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),9,13241352192,13.107363,16.272878,-168.215149,132.766113,238.568893
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),10,13241352192,2.341273,22.267975,-141.549957,179.427124,220.138397
sst2,bert,textattack/bert-base-uncased-SST-2,qkt_raw,QKᵀ (raw),11,13241352192,0.070700,13.846478,-96.736618,99.515984,152.628906
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,0,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,12.444300,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,1,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,16.450426,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,2,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,36.296074,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,3,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,18.240301,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,4,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.908912,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,5,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,15.553563,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,6,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,16.913948,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,7,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,17.588518,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,8,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,18.761869,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,9,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,16.595764,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,10,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,22.428391,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_scores,QKᵀ/√dₖ + mask,11,13241352192,-304873675951802910014137431645615030272.000000,103899815172254396112126283656502181888.000000,-340282346638528859811704183484516925440.000000,12.439498,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),0,13241352192,0.007812,0.060588,0.000000,1.000000,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),1,13241352192,0.007813,0.056609,0.000000,0.999938,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),2,13241352192,0.007813,0.056749,0.000000,1.000000,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),3,13241352192,0.007813,0.050626,0.000000,0.999942,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),4,13241352192,0.007813,0.059355,0.000000,0.999938,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),5,13241352192,0.007813,0.074325,0.000000,0.999934,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),6,13241352192,0.007813,0.066531,0.000000,0.999950,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),7,13241352192,0.007813,0.067610,0.000000,0.999992,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),8,13241352192,0.007813,0.061158,0.000000,0.999991,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),9,13241352192,0.007813,0.051745,0.000000,0.999917,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),10,13241352192,0.007812,0.053925,0.000000,0.999998,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_probs,Softmax(scores),11,13241352192,0.007812,0.046111,0.000000,0.999936,
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,0,6620676096,-0.004543,0.185888,-3.180506,3.468296,3.479959
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,1,6620676096,-0.002861,0.204386,-4.854776,3.380172,4.945953
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,2,6620676096,0.007592,0.199061,-3.800052,4.040644,4.041770
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,3,6620676096,0.005046,0.186098,-3.962440,3.589485,3.967316
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,4,6620676096,-0.001302,0.204736,-4.567841,4.794943,4.806429
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,5,6620676096,0.000688,0.155066,-4.447822,4.677440,4.681108
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,6,6620676096,0.001585,0.221378,-5.011287,5.378623,5.383295
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,7,6620676096,-0.004695,0.242966,-4.679343,4.639287,4.683822
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,8,6620676096,-0.000250,0.298368,-4.610383,4.766037,4.791675
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,9,6620676096,-0.003944,0.373537,-4.612409,4.363538,4.621936
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,10,6620676096,-0.003804,0.414768,-3.821447,5.033372,5.033372
sst2,bert,textattack/bert-base-uncased-SST-2,attn_context,Softmax × V,11,6620676096,-0.001578,0.486119,-4.195920,4.048183,4.198807
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,0,6620676096,0.000371,0.207365,-5.005302,5.459847,16.888056
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,1,6620676096,0.000966,0.187400,-3.351929,3.446780,12.169491
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,2,6620676096,0.000716,0.159574,-2.974851,3.085226,11.232955
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,3,6620676096,-0.000386,0.158949,-3.082676,3.019366,11.172565
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,4,6620676096,-0.000829,0.205168,-3.954485,3.928459,14.346613
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,5,6620676096,0.000408,0.153294,-3.655635,4.695348,16.628296
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,6,6620676096,0.000071,0.213162,-3.472236,3.673575,15.613137
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,7,6620676096,-0.000029,0.233324,-3.780060,3.612812,21.360916
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,8,6620676096,-0.000429,0.280686,-4.533758,7.981771,25.375015
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,9,6620676096,0.000413,0.400032,-5.582846,4.720893,25.442757
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,10,6620676096,-0.000183,0.436110,-3.436902,3.576524,22.598890
sst2,bert,textattack/bert-base-uncased-SST-2,attn_output,Attn × Wₒ,11,6620676096,-0.001876,0.553161,-3.888839,5.305350,21.854055
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,0,6620676096,-0.017543,1.065760,-66.784500,8.924382,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,1,6620676096,-0.045327,1.396567,-72.776680,5.675679,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,2,6620676096,-0.047002,1.562972,-57.940357,6.041811,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,3,6620676096,-0.030432,1.360503,-95.052834,5.913252,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,4,6620676096,-0.036882,1.321756,-102.937271,5.957715,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,5,6620676096,-0.032338,1.168744,-93.089882,5.783616,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,6,6620676096,-0.033807,1.100921,-91.786446,6.261395,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,7,6620676096,-0.038196,1.005666,-89.901985,7.340588,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,8,6620676096,-0.034917,0.956259,-85.355713,7.602886,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,9,6620676096,-0.032242,0.858244,-54.732380,17.362354,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,10,6620676096,-0.021333,0.871302,-56.726723,20.886450,
sst2,bert,textattack/bert-base-uncased-SST-2,post_attn_ln,Post-Attn sub-block,11,6620676096,-0.047313,1.106322,-38.435894,18.603125,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),0,26482704384,-2.465917,1.646875,-19.455315,13.902406,45.467625
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),1,26482704384,-1.866008,1.187065,-21.520864,10.406207,46.176472
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),2,26482704384,-2.028926,1.179399,-27.119240,60.481567,101.490593
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),3,26482704384,-1.794952,1.178471,-60.654373,9.886252,85.745399
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),4,26482704384,-1.675932,1.145132,-61.543037,11.926140,77.078667
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),5,26482704384,-1.684995,1.041588,-49.364048,12.917377,56.178795
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),6,26482704384,-1.655319,1.019173,-25.844414,10.417386,45.783482
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),7,26482704384,-1.416947,0.976682,-19.408205,10.464322,48.662560
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),8,26482704384,-1.371322,0.938652,-23.265945,30.284666,60.174511
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),9,26482704384,-1.285162,1.007356,-46.668472,96.028557,118.298813
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),10,26482704384,-1.244340,0.971367,-32.204327,141.537033,160.030441
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_input,FFN1 (GELU in),11,26482704384,-1.064976,0.953095,-17.691658,10.002625,43.734177
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,0,26482704384,0.016138,0.374653,-0.169971,13.902406,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,1,26482704384,-0.027625,0.228035,-0.169971,10.406207,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,2,26482704384,-0.036507,0.186656,-0.169971,60.481567,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,3,26482704384,-0.037744,0.178636,-0.169971,9.886252,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,4,26482704384,-0.038491,0.208489,-0.169971,11.926140,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,5,26482704384,-0.055024,0.147002,-0.169971,12.917377,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,6,26482704384,-0.053393,0.145727,-0.169971,10.417386,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,7,26482704384,-0.059839,0.163384,-0.169971,10.464322,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,8,26482704384,-0.062381,0.164973,-0.169971,30.284666,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,9,26482704384,-0.056366,0.228440,-0.169971,96.028557,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,10,26482704384,-0.053017,0.295927,-0.169971,141.537033,
sst2,bert,textattack/bert-base-uncased-SST-2,gelu_output,GELU output,11,26482704384,-0.040491,0.251050,-0.169971,10.002625,
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,0,6620676096,-0.059437,1.987342,-60.300335,15.526804,73.828880
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,1,6620676096,-0.019363,0.879308,-65.568291,6.077021,80.149506
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,2,6620676096,-0.009424,0.806459,-252.716644,6.989621,254.490906
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,3,6620676096,0.003939,0.498820,-107.189964,5.767831,107.627930
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,4,6620676096,0.002064,0.451461,-91.599747,5.522289,92.572075
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,5,6620676096,0.000140,0.354926,-71.421005,5.194418,72.618149
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,6,6620676096,-0.000743,0.316050,-42.610256,4.297342,46.007713
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,7,6620676096,-0.001460,0.343199,-19.640032,4.881827,47.573227
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,8,6620676096,0.000187,0.369923,-179.831467,50.720722,210.519775
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,9,6620676096,-0.004249,1.929037,-759.990295,528.915100,783.380432
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,10,6620676096,-0.017682,3.269520,-1075.114868,34.887856,1098.630981
sst2,bert,textattack/bert-base-uncased-SST-2,ffn2_output,FFN2 output,11,6620676096,-0.000761,0.500009,-22.040976,14.745224,39.286240
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,0,6620676096,-0.017976,0.484829,-10.160738,3.699490,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,1,6620676096,-0.016113,0.557868,-11.453572,4.537357,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,2,6620676096,-0.017053,0.555396,-14.774625,4.543111,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,3,6620676096,-0.027441,0.656263,-13.828046,4.570629,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,4,6620676096,-0.025376,0.692119,-15.078145,4.743048,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,5,6620676096,-0.027820,0.737818,-16.200115,5.058573,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,6,6620676096,-0.028621,0.755947,-16.486872,5.492879,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,7,6620676096,-0.033791,0.845006,-21.190746,9.707966,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,8,6620676096,-0.036511,0.892598,-24.952007,13.368164,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,9,6620676096,-0.037405,0.889055,-25.705299,13.855851,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,10,6620676096,-0.041860,0.908602,-27.873192,12.308788,
sst2,bert,textattack/bert-base-uncased-SST-2,post_ffn_ln,Post-FFN sub-block,11,6620676096,-0.011930,0.526721,-9.595338,5.529096,
