task,arch,model,probe,probe_display,layer,count,mean,std,min,max,accum_max
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_input,FFN1 (GELU in),9,2260598784,-1.388413,0.935111,-40.817738,98.178345,115.228340
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_input,FFN1 (GELU in),10,2260598784,-1.249479,0.870579,-31.395733,147.228394,160.962173
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_input,FFN1 (GELU in),11,2260598784,-1.134995,0.772732,-13.650433,15.170923,42.263618
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,0,2260598784,0.016047,0.372333,-0.169971,14.034970,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,1,2260598784,-0.029473,0.230161,-0.169971,11.324663,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,2,2260598784,-0.033986,0.196024,-0.169971,66.478859,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,3,2260598784,-0.039733,0.162407,-0.169971,9.554078,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,4,2260598784,-0.040513,0.177590,-0.169971,11.510757,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,5,2260598784,-0.050929,0.152683,-0.169971,14.218468,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,6,2260598784,-0.047783,0.152885,-0.169971,9.466623,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,7,2260598784,-0.057948,0.143299,-0.169971,9.044313,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,8,2260598784,-0.064501,0.139493,-0.169971,21.504147,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,9,2260598784,-0.079343,0.201304,-0.169971,98.178345,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,10,2260598784,-0.084236,0.319589,-0.169971,147.228394,
stsb,bert,textattack/bert-base-uncased-STS-B,gelu_output,GELU output,11,2260598784,-0.081669,0.152120,-0.169971,15.170923,
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,0,565149696,-0.054679,1.972860,-62.979393,20.533680,77.352226
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,1,565149696,-0.015573,0.788244,-50.409500,5.038778,69.625282
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,2,565149696,-0.006419,1.110589,-280.188354,6.476436,282.044037
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,3,565149696,0.004042,0.573497,-109.989937,4.523109,110.537849
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,4,565149696,0.000231,0.492034,-89.879814,4.247833,90.736603
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,5,565149696,-0.002406,0.432870,-71.744148,5.021640,72.781372
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,6,565149696,-0.002883,0.355334,-43.281597,3.878140,46.415993
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,7,565149696,-0.000077,0.301672,-17.384687,4.660280,30.756245
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,8,565149696,0.001015,0.304846,-114.558075,39.394699,139.362900
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,9,565149696,-0.011880,2.860482,-803.258301,560.193787,822.698914
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,10,565149696,-0.029991,4.438211,-1119.023804,37.350060,1137.870605
stsb,bert,textattack/bert-base-uncased-STS-B,ffn2_output,FFN2 output,11,565149696,0.003453,0.336672,-73.619400,22.447245,93.586197
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,0,565149696,-0.018825,0.515025,-10.140723,4.047717,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,1,565149696,-0.015946,0.589921,-11.450322,4.847209,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,2,565149696,-0.017637,0.577075,-14.836533,4.620588,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,3,565149696,-0.027671,0.666456,-13.770938,4.568099,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,4,565149696,-0.025594,0.697152,-15.135963,5.004443,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,5,565149696,-0.028110,0.744107,-16.126665,5.206430,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,6,565149696,-0.029751,0.763898,-16.295877,5.200002,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,7,565149696,-0.034759,0.839274,-21.596745,4.909514,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,8,565149696,-0.037143,0.895333,-25.651798,7.262778,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,9,565149696,-0.036287,0.902901,-26.777174,6.806833,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,10,565149696,-0.042596,0.953426,-29.692070,5.307485,
stsb,bert,textattack/bert-base-uncased-STS-B,post_ffn_ln,Post-FFN sub-block,11,565149696,-0.009949,0.452530,-9.705153,3.885278,
