task,arch,model,probe,probe_display,layer,count,n_zero,pct_zero,n_gt1,pct_gt1,n_gt10,pct_gt10,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]","pct_(1e+03,1e+04]","pct_(1e+04,1e+05]"
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,4,10296655872,152,0.0000,1222950342,11.8772,0,0.0000,0.0000,0.0002,0.0015,0.0153,0.1531,1.5251,13.5330,72.8946,11.8772,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,5,10296655872,125,0.0000,1020588439,9.9118,0,0.0000,0.0000,0.0002,0.0016,0.0163,0.1627,1.6187,14.0813,74.2074,9.9118,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,6,10296655872,150,0.0000,1098462588,10.6681,0,0.0000,0.0000,0.0002,0.0015,0.0154,0.1545,1.5445,13.8820,73.7337,10.6681,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,7,10296655872,122,0.0000,830591774,8.0666,0,0.0000,0.0000,0.0002,0.0016,0.0164,0.1640,1.6470,14.4730,75.6312,8.0666,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,8,10296655872,131,0.0000,1408042452,13.6748,0,0.0000,0.0000,0.0001,0.0014,0.0142,0.1422,1.4165,12.1239,72.6269,13.6748,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,9,10296655872,141,0.0000,1435926561,13.9456,0,0.0000,0.0000,0.0001,0.0013,0.0128,0.1277,1.2771,11.9435,72.6918,13.9456,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,10,10296655872,140,0.0000,1333305026,12.9489,970,0.0000,0.0000,0.0002,0.0016,0.0157,0.1568,1.5609,12.9633,72.3527,12.9489,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,11,10296655872,147,0.0000,1611903380,15.6546,246,0.0000,0.0000,0.0002,0.0018,0.0182,0.1823,1.7906,11.7658,70.5864,15.6546,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,AGG,123559870464,1463,0.0000,12543601878,10.1518,1216,0.0000,0.0001,0.0002,0.0016,0.0161,0.1602,1.5923,14.2500,73.8276,10.1518,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),0,20593311744,0,0.0000,19587829568,95.1174,11858954869,57.5864,0.0000,0.0000,0.0000,0.0003,0.0045,0.0478,0.4539,4.3760,37.5310,57.5864,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),1,20593311744,0,0.0000,18899460975,91.7748,8204432586,39.8403,0.0000,0.0000,0.0001,0.0007,0.0075,0.0749,0.7485,7.3935,51.9345,39.8389,0.0013,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),2,20593311744,0,0.0000,19382946260,94.1225,10447269873,50.7314,0.0000,0.0000,0.0001,0.0005,0.0053,0.0529,0.5292,5.2895,43.3912,48.8556,1.8758,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),3,20593311744,0,0.0000,19389525980,94.1545,10732079144,52.1144,0.0000,0.0000,0.0001,0.0005,0.0053,0.0528,0.5277,5.2592,42.0401,52.1117,0.0027,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),4,20593311744,0,0.0000,19565325028,95.0082,11247114397,54.6154,0.0000,0.0000,0.0000,0.0005,0.0045,0.0450,0.4501,4.4917,40.3928,54.6148,0.0006,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),5,20593311744,0,0.0000,19775810747,96.0303,12775406249,62.0367,0.0000,0.0000,0.0000,0.0004,0.0036,0.0357,0.3574,3.5726,33.9936,62.0212,0.0155,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),6,20593311744,0,0.0000,19871469635,96.4948,13267038313,64.4240,0.0000,0.0000,0.0000,0.0003,0.0032,0.0315,0.3153,3.1549,32.0708,64.4063,0.0178,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),7,20593311744,0,0.0000,19886588344,96.5682,13705482594,66.5531,0.0000,0.0000,0.0000,0.0003,0.0031,0.0309,0.3090,3.0885,30.0151,66.5388,0.0143,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),8,20593311744,0,0.0000,19806917356,96.1813,12970135878,62.9823,0.0000,0.0000,0.0000,0.0003,0.0034,0.0344,0.3437,3.4368,33.1990,62.9784,0.0039,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),9,20593311744,0,0.0000,19627478219,95.3100,11767555015,57.1426,0.0000,0.0000,0.0000,0.0004,0.0042,0.0422,0.4227,4.2204,38.1674,57.1410,0.0016,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),10,20593311744,0,0.0000,20029281324,97.2611,14841339126,72.0687,0.0000,0.0000,0.0000,0.0002,0.0025,0.0246,0.2464,2.4652,25.1924,72.0131,0.0556,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),11,20593311744,0,0.0000,19981503532,97.0291,14474326641,70.2865,0.0000,0.0000,0.0000,0.0003,0.0027,0.0267,0.2674,2.6738,26.7426,70.2832,0.0034,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),AGG,247119740928,0,0.0000,235804136968,95.4210,146291134685,59.1985,0.0000,0.0000,0.0000,0.0004,0.0041,0.0416,0.4143,4.1185,36.2225,59.0324,0.1660,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,0,20593311744,0,0.0000,17033025605,82.7114,12644160349,61.3994,0.0000,0.0000,0.0002,0.0018,0.0195,0.1794,1.7688,15.3188,21.3121,0.0039,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,1,20593311744,0,0.0000,16303637758,79.1696,12651674784,61.4358,0.0000,0.0000,0.0002,0.0022,0.0220,0.2204,2.1997,18.3859,17.7337,0.0404,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,2,20593311744,0,0.0000,16496325377,80.1053,12859604173,62.4455,0.0000,0.0000,0.0002,0.0021,0.0213,0.2129,2.1249,17.5333,17.6597,1.0501,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,3,20593311744,0,0.0000,17247210585,83.7515,12650331324,61.4293,0.0000,0.0000,0.0002,0.0016,0.0158,0.1581,1.5798,14.4930,22.3222,0.0339,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,4,20593311744,0,0.0000,17723617774,86.0649,12644907195,61.4030,0.0000,0.0000,0.0001,0.0013,0.0130,0.1300,1.2994,12.4912,24.6619,0.0075,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,5,20593311744,0,0.0000,18425460155,89.4730,12662004149,61.4860,0.0000,0.0000,0.0001,0.0010,0.0097,0.0967,0.9665,9.4531,27.9870,0.0905,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,6,20593311744,0,0.0000,18438244529,89.5351,12665326094,61.5021,0.0000,0.0000,0.0001,0.0010,0.0096,0.0959,0.9585,9.3998,28.0330,0.1067,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,7,20593311744,0,0.0000,18897897203,91.7672,12663323309,61.4924,0.0000,0.0000,0.0001,0.0007,0.0074,0.0743,0.7427,7.4077,30.2748,0.0969,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,8,20593311744,0,0.0000,18249127816,88.6168,12649928005,61.4274,0.0000,0.0000,0.0001,0.0011,0.0105,0.1055,1.0547,10.2113,27.1894,0.0319,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,9,20593311744,0,0.0000,17951591012,87.1719,12645720565,61.4069,0.0000,0.0000,0.0001,0.0012,0.0121,0.1208,1.2067,11.4872,25.7650,0.0115,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,10,20593311744,0,0.0000,19090471237,92.7023,12670930499,61.5293,0.0000,0.0000,0.0001,0.0006,0.0064,0.0644,0.6454,6.5807,31.1729,0.1339,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,11,20593311744,0,0.0000,19099843434,92.7478,12652429760,61.4395,0.0000,0.0000,0.0001,0.0006,0.0064,0.0637,0.6368,6.5446,31.3083,0.0440,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,AGG,247119740928,0,0.0000,214956452485,86.9847,152060340206,61.5331,0.0000,0.0000,0.0001,0.0013,0.0128,0.1268,1.2653,11.6089,25.4517,0.1376,0.0000,0.0000,61.3955
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),0,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.0845,0.4421,1.2511,2.4683,5.9658,13.9631,13.3287,1.1011,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),1,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.2103,0.4683,1.0842,1.9909,4.6306,15.2228,13.8623,1.1352,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),2,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,3.7561,0.7152,0.6540,0.9561,3.3539,15.0872,12.9151,1.1670,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),3,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.0972,0.3224,1.0452,2.6469,6.6330,16.1119,9.7841,1.9639,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),4,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.0134,0.1037,0.6553,3.0124,8.6301,14.9261,9.3874,1.8761,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),5,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.2019,0.6084,2.2897,6.1881,10.4701,11.2853,5.6570,1.9040,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),6,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.1875,0.6753,2.4509,6.2807,10.1693,10.7887,5.9981,2.0540,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),7,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.2454,0.9878,3.7409,8.6331,10.7706,8.2628,3.9476,2.0164,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),8,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.0975,0.4478,2.0292,5.7458,9.8617,11.7809,6.5751,2.0666,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),9,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.0369,0.2156,1.1575,4.3217,10.2008,13.6253,7.0987,1.9481,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),10,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.1225,0.3355,1.2848,4.6891,11.3119,12.8904,5.7814,2.1889,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),11,20593311744,12643359744,61.3955,0,0.0000,0,0.0000,0.0250,0.1723,0.9120,3.5861,10.3249,13.8950,7.3351,2.3541,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),AGG,247119740928,151720316928,61.3955,0,0.0000,0,0.0000,0.4232,0.4579,1.5462,4.2099,8.5269,13.1533,8.4726,1.8146,0.0000,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,0,10296655872,0,0.0000,20789073,0.2019,0,0.0000,0.0001,0.0005,0.0053,0.0530,0.5452,5.4214,45.5078,48.2648,0.2019,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,1,10296655872,0,0.0000,42377195,0.4116,0,0.0000,0.0001,0.0005,0.0049,0.0490,0.4903,4.8952,43.3890,50.7594,0.4116,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,2,10296655872,0,0.0000,92657148,0.8999,0,0.0000,0.0001,0.0005,0.0046,0.0463,0.4624,4.6191,41.2367,52.7305,0.8999,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,3,10296655872,0,0.0000,73174470,0.7107,0,0.0000,0.0001,0.0005,0.0051,0.0506,0.5060,5.0512,42.9970,50.6789,0.7107,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,4,10296655872,0,0.0000,64225073,0.6237,0,0.0000,0.0001,0.0005,0.0051,0.0505,0.5051,5.0292,40.4541,53.3316,0.6237,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,5,10296655872,0,0.0000,71925102,0.6985,0,0.0000,0.0001,0.0007,0.0070,0.0700,0.6998,6.9398,47.9059,43.6780,0.6985,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,6,10296655872,0,0.0000,77614104,0.7538,0,0.0000,0.0001,0.0005,0.0052,0.0519,0.5193,5.1670,39.3733,54.1289,0.7538,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,7,10296655872,0,0.0000,64422269,0.6257,0,0.0000,0.0001,0.0007,0.0075,0.0744,0.7441,7.3984,48.0128,43.1363,0.6257,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,8,10296655872,0,0.0000,132797540,1.2897,0,0.0000,0.0001,0.0005,0.0047,0.0467,0.4671,4.6493,35.7531,57.7889,1.2897,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,9,10296655872,0,0.0000,92475793,0.8981,0,0.0000,0.0001,0.0005,0.0052,0.0521,0.5208,5.1873,40.6742,52.6618,0.8981,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,10,10296655872,0,0.0000,88987464,0.8642,0,0.0000,0.0001,0.0008,0.0083,0.0833,0.8328,8.2418,49.4561,40.5124,0.8642,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,11,10296655872,0,0.0000,126369463,1.2273,0,0.0000,0.0001,0.0006,0.0062,0.0619,0.6191,6.1196,39.8685,52.0967,1.2273,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,AGG,123559870464,0,0.0000,947814694,0.7671,0,0.0000,0.0001,0.0006,0.0058,0.0575,0.5760,5.7266,42.8857,49.9807,0.7671,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,0,10296655872,124,0.0000,37095080,0.3603,0,0.0000,0.0000,0.0004,0.0042,0.0422,0.4223,4.2194,39.0586,55.8925,0.3603,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,1,10296655872,145,0.0000,15834098,0.1538,0,0.0000,0.0000,0.0004,0.0044,0.0445,0.4450,4.4453,40.7746,54.1319,0.1538,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,2,10296655872,134,0.0000,12932317,0.1256,0,0.0000,0.0000,0.0004,0.0042,0.0415,0.4153,4.1499,38.5528,56.7102,0.1256,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,3,10296655872,145,0.0000,13837437,0.1344,0,0.0000,0.0000,0.0004,0.0043,0.0424,0.4241,4.2362,38.8496,56.3086,0.1344,0.0000,0.0000,0.0000,0.0000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,4,10296655872,120,0.0000,28443965,0.2762,0,0.0000,0.0000,0.0004,0.0037,0.0365,0.3649,3.6441,33.0958,62.5784,0.2762,0.0000,0.0000,0.0000,0.0000
