path	bytes	backup_category	symlink_target
/hy-tmp/rfr-78158c23.bundle	2163	full_payload	
/hy-tmp/rfr-7cb3ce05.bundle	620	full_payload	
/hy-tmp/rfr-8d197a10.bundle	2430	full_payload	
/hy-tmp/rfr-adb5a80e.bundle	1127	full_payload	
/hy-tmp/rfr-all-agents-d74b695d.bundle	19469	full_payload	
/hy-tmp/rfr-all-agents-ee94c28f.bundle	414754	full_payload	
/hy-tmp/rfr-b9c24d60.bundle	2129	full_payload	
/hy-tmp/rfr-b9cbec2e.bundle	778	full_payload	
/hy-tmp/rfr-c1f452f9.bundle	1439	full_payload	
/hy-tmp/rfr-c4ab99a3.bundle	1762	full_payload	
/hy-tmp/rfr-cc97b133.bundle	1502	full_payload	
/hy-tmp/rfr-elastic-0601e311-red-20260726.bundle	1327	full_payload	
/hy-tmp/rfr-elastic-1d06466c.bundle	838	full_payload	
/hy-tmp/rfr-elastic-1f24cdfa-incremental.bundle	655	full_payload	
/hy-tmp/rfr-elastic-1f32a793.bundle	5018	full_payload	
/hy-tmp/rfr-elastic-48dde76e-20260726.bundle	1666	full_payload	
/hy-tmp/rfr-elastic-4db36592-20260726.bundle	1220	full_payload	
/hy-tmp/rfr-elastic-52b159cb-red-20260726.bundle	731	full_payload	
/hy-tmp/rfr-elastic-77d8a007-20260726.bundle	1210	full_payload	
/hy-tmp/rfr-elastic-7d7befe6-incremental.bundle	3515	full_payload	
/hy-tmp/rfr-elastic-92cdd410-incremental.bundle	781	full_payload	
/hy-tmp/rfr-elastic-aggregate-823108bd-2194a956.bundle	31950	full_payload	
/hy-tmp/rfr-elastic-comparator-green-a3248425-v1.bundle	5343	full_payload	
/hy-tmp/rfr-elastic-comparator-red-41184e91-v1.bundle	2282	full_payload	
/hy-tmp/rfr-elastic-diff-premerge-823108bd	7656587745	git_commit_plus_server_extras	
/hy-tmp/rfr-elastic-diff-upstream-efc7e105	7656333597	git_commit_plus_server_extras	
/hy-tmp/rfr-elastic-fix-2339e6c9-e2deff1a-v1.bundle	907	full_payload	
/hy-tmp/rfr-elastic-fix-speedup-4b9b3a91-823108bd.bundle	606	full_payload	
/hy-tmp/rfr-elastic-red-543cba88-2339e6c9-v1.bundle	6158	full_payload	
/hy-tmp/rfr-elastic-red-speedup-e2deff1a-4b9b3a91.bundle	583	full_payload	
/hy-tmp/rfr-elastic-rl-gpu-scheduling-20260726	7696040499	git_commit_plus_server_extras	
/hy-tmp/rfr-elastic-testfix-2194a956-303ece2d.bundle	1252	full_payload	
/hy-tmp/rfr-elastic-testfix2-303ece2d-e5dec1fe.bundle	615	full_payload	
/hy-tmp/rfr-elastic-testfix3-e5dec1fe-4c31d9cc.bundle	594	full_payload	
/hy-tmp/rfr-fc3654fc.bundle	990	full_payload	
/hy-tmp/rfr-final-marker-142d59fe.bundle	1929	full_payload	
/hy-tmp/rfr-model-aware-ab-green-543cba88-v1.bundle	730	full_payload	
/hy-tmp/rfr-model-aware-ab-red-6262b94d-v1.bundle	781	full_payload	
/hy-tmp/rfr-protocol-accc27d6.bundle	52571	full_payload	
/hy-tmp/rfr-rl-opt-709cc8d4-20260724.bundle	355193	full_payload	
/hy-tmp/rfr-scaling-verdict-red-34cc5612-v1.bundle	1023	full_payload	
/hy-tmp/rfr-stage1-rng-green-2e63f1ee-v1.bundle	2266	full_payload	
/hy-tmp/rfr-stage1-rng-red-26621709-v1.bundle	1558	full_payload	
/hy-tmp/rfr-stage2-runtime-06207d44.bundle	40267	full_payload	
/hy-tmp/rfr-stage2-runtime-158bce13.bundle	709	full_payload	
/hy-tmp/rfr-stage2-runtime-2356a58f.bundle	2445	full_payload	
/hy-tmp/rfr-stage2-runtime-3cb3597d.bundle	55664	full_payload	
/hy-tmp/rfr-stage2-runtime-43045ba7.bundle	694	full_payload	
/hy-tmp/rfr-stage2-runtime-89ef87cc.bundle	1198	full_payload	
/hy-tmp/rfr_232c92e5_from_27ce6006.bundle	9863	full_payload	
/hy-tmp/rfr_27ce6006_from_709cc8d4.bundle	59407	full_payload	
/hy-tmp/rfr_b7ce0bfd_20260727.bundle	916	full_payload	
/hy-tmp/rfr_blb_contract_77d8a007	597	full_payload	
/hy-tmp/rfr_blb_contract_77d8a007b	597	full_payload	
/hy-tmp/rfr_e1a1bba9_incremental.bundle	4016	full_payload	
/hy-tmp/rfr_exact_probe_final_0a9102ce_v1.bundle	1278	full_payload	
/hy-tmp/rfr_layerwise_green_4db36592	597	full_payload	
/hy-tmp/rfr_layerwise_red_0601e311	597	full_payload	
/hy-tmp/rfr_layerwise_suite_4db36592	597	full_payload	
/hy-tmp/rfr_requirements_install.log	22466	full_payload	
/hy-tmp/rfr_server_backup_stage_20260728_020658	1182345	backup_staging_excluded	
/hy-tmp/rfr_stage1best_large_889c9803.bundle	67836	full_payload	
/hy-tmp/rfr_stage2_21group_2450ebac_incremental.bundle	3081	full_payload	
/hy-tmp/rfr_stage2_27group_6ca65e22_incremental.bundle	5317	full_payload	
/hy-tmp/rfr_uuid_visibility_77d8a007	597	full_payload	
/hy-tmp/rl-noise-fastpath-6ed9eb10.bundle	54581	full_payload	
/hy-tmp/rl-opt-evidence-39abb31b.bundle	20789	full_payload	
/hy-tmp/rl-opt-stage1-revert-ede0896a.bundle	112271	full_payload	
/hy-tmp/rl_end_to_end_runtime_optimization_evidence_20260724	619347	full_payload	
/hy-tmp/rl_opt_current_1v5_709cc8d4_180_20260724_164047	62513168	full_payload	
/hy-tmp/rl_opt_current_1v5_709cc8d4_20260724_164003	12346	full_payload	
/hy-tmp/rl_opt_final_vs_aggregate_accc27d6_180_20260724_230532	33467035	full_payload	
/hy-tmp/rl_opt_final_vs_aggregate_same_path_accc27d6_180_20260724_231550	33449572	full_payload	
/hy-tmp/rl_opt_noise_add_off_baseline_709cc8d4_180	2404334	full_payload	
/hy-tmp/rl_opt_noise_add_on_baseline_6ed9eb10_180	2357316	full_payload	
/hy-tmp/rl_opt_noise_add_on_vs_off_6ed9eb10_180_20260724_224833	33504348	full_payload	
/hy-tmp/rl_opt_noise_add_same_commit_on_vs_off_6ed9eb10_180_20260724_225617	33448601	full_payload	
/hy-tmp/rl_opt_runtime_data_points_20260724	21683513	full_payload	
/hy-tmp/rl_opt_workspace_off_709cc8d4_180_20260724_171632	33854589	full_payload	
/hy-tmp/stage1-boundary-green-c4ab99a3	589	full_payload	
/hy-tmp/stage1-boundary-red-c1f452f9	597	full_payload	
/hy-tmp/stage1-elastic-tests-7cb3ce05-20260726_200522	772	full_payload	
/hy-tmp/stage1-transaction-green-227cda32	597	full_payload	
/hy-tmp/stage1-transaction-red-78158c23	597	full_payload	
/hy-tmp/stage1_device_batch_baseline_accc27d6_120_20260724_232418	385	full_payload	
/hy-tmp/stage1_device_batch_baseline_accc27d6_170_20260724_232435	12616	full_payload	
/hy-tmp/stage1_device_batch_baseline_accc27d6_170_valid_20260724_232805	8698897	full_payload	
/hy-tmp/stage1_device_batch_optimized_6ed9eb10_170_valid_20260724_232954	8694998	full_payload	
/hy-tmp/stage2-handoff-green-adb5a80e	597	full_payload	
/hy-tmp/stage2-handoff-red-5f2ae54a	597	full_payload	
/hy-tmp/stage2-handoff-red2-10073311	597	full_payload	
/hy-tmp/stage2_18_group_precision_stability_20260727_213546	3483362	full_payload	
/hy-tmp/stage2_21_group_precision_stability_20260727_232919	4053534	full_payload	
/hy-tmp/stage2_27_group_precision_stability_20260727_234158	5385630	full_payload	
/hy-tmp/stage2_exact_probe_ab_20260725_201609	43989331	full_payload	
/hy-tmp/stage2_four_corner_precision_stability_20260726_010038	548063	full_payload	
/hy-tmp/stage2_hml_real_smoke_6f5ea845_20260728_012824	233	full_payload	
/hy-tmp/stage2_hml_real_smoke_6f5ea845_20260728_012842	25682	full_payload	
/hy-tmp/stage2_hml_real_smoke_6f5ea845_20260728_012911	54455	full_payload	
/hy-tmp/stage2_hml_real_smoke_6f5ea845_20260728_013011	4079538	full_payload	
/hy-tmp/stage2_hml_real_smoke_6f5ea845_20260728_013220	37912946	full_payload	
/hy-tmp/stage2_hml_real_smoke_latest	55	full_payload	
/hy-tmp/stage2_k6_k7_gate_74c5bda4_20260727_214945	943189	full_payload	
/hy-tmp/stage2_precision_presets_gate_2dbc2934_20260728_011929	1089339	full_payload	
/hy-tmp/stage2_precision_presets_gate_latest	63	full_payload	
/hy-tmp/test-elastic-stage2-suite-fc3654fc	1674	full_payload	
/hy-tmp/test-stage1-elastic-green-8d197a10	597	full_payload	
/hy-tmp/test-stage1-elastic-red-132854f7	589	full_payload	
/hy-tmp/test-stage2-learner-green-fc3654fc	597	full_payload	
/hy-tmp/test-stage2-learner-red-b9cbec2e	597	full_payload	
/hy-tmp/test-stage2-rng-green-b9c24d60	597	full_payload	
/hy-tmp/test-stage2-rng-red-cc97b133	597	full_payload	
