family,label,probe_size_requested,k_value,trial,loss,p,s,time_ms
max_action,Max-Action,128,10,10,1.2083518952131271,0.3125,0.1488095238095238,112.30310797691345
max_action,Max-Action,256,5,1,1.2008524350821972,0.31640625,0.15210033382789317,113.4849488735199
max_action,Max-Action,256,5,2,1.2003585323691368,0.31640625,0.15210033382789317,114.52001333236694
max_action,Max-Action,256,5,3,1.2003011852502823,0.31640625,0.15210033382789317,114.8240864276886
max_action,Max-Action,256,5,4,1.2003161311149597,0.31640625,0.15210033382789317,114.98059332370758
max_action,Max-Action,256,5,5,1.2008790597319603,0.31640625,0.15210033382789317,115.2573972940445
max_action,Max-Action,256,10,1,1.2008524350821972,0.31640625,0.15210033382789317,115.97110331058502
max_action,Max-Action,256,10,2,1.2003585323691368,0.31640625,0.15210033382789317,118.05388331413269
max_action,Max-Action,256,10,3,1.2003011852502823,0.31640625,0.15210033382789317,117.84176528453827
max_action,Max-Action,256,10,4,1.2003161311149597,0.31640625,0.15210033382789317,117.5868958234787
max_action,Max-Action,256,10,5,1.2008790597319603,0.31640625,0.15210033382789317,117.06133186817169
max_action,Max-Action,256,10,6,1.1992085501551628,0.31640625,0.15210033382789317,121.76011502742767
max_action,Max-Action,256,10,7,1.20119109749794,0.31640625,0.15210033382789317,118.7637448310852
max_action,Max-Action,256,10,8,1.2003029882907867,0.31640625,0.15210033382789317,119.13919448852539
max_action,Max-Action,256,10,9,1.1983184106647968,0.31640625,0.15210033382789317,119.77137625217438
max_action,Max-Action,256,10,10,1.1999946013092995,0.31640625,0.15210033382789317,119.55194175243378
random_control,Random-Control,32,5,1,0.5177898555994034,0.78125,0.7839147286821706,217.22853183746338
random_control,Random-Control,32,5,2,0.46888597309589386,0.75,0.75,218.0701494216919
random_control,Random-Control,32,5,3,0.4945327639579773,0.8125,0.806159420289855,216.29059314727783
random_control,Random-Control,32,5,4,0.5117692351341248,0.75,0.7415458937198067,216.54868125915527
random_control,Random-Control,32,5,5,0.5531614124774933,0.78125,0.7779239766081871,214.00797367095947
random_control,Random-Control,32,10,1,0.5177898555994034,0.78125,0.7839147286821706,215.7900333404541
random_control,Random-Control,32,10,2,0.46888597309589386,0.75,0.75,216.05157852172852
random_control,Random-Control,32,10,3,0.4945327639579773,0.8125,0.806159420289855,215.75689315795898
random_control,Random-Control,32,10,4,0.5117692351341248,0.75,0.7415458937198067,213.99009227752686
random_control,Random-Control,32,10,5,0.5531614124774933,0.78125,0.7779239766081871,215.9740924835205
random_control,Random-Control,32,10,6,0.4629231095314026,0.8125,0.8125,219.840407371521
random_control,Random-Control,32,10,7,0.5995102524757385,0.71875,0.702909887359199,216.37451648712158
random_control,Random-Control,32,10,8,0.5171918869018555,0.65625,0.6510233918128654,215.53528308868408
random_control,Random-Control,32,10,9,0.5003019273281097,0.71875,0.7144736842105264,216.64011478424072
random_control,Random-Control,32,10,10,0.4639637768268585,0.8125,0.806159420289855,217.3783779144287
random_control,Random-Control,64,5,1,0.3968345895409584,0.8125,0.8125,217.26906299591064
random_control,Random-Control,64,5,2,0.43716663122177124,0.796875,0.8003761969904242,222.49966859817505
random_control,Random-Control,64,5,3,0.44783762097358704,0.828125,0.8292332492290441,219.82228755950928
random_control,Random-Control,64,5,4,0.3964947760105133,0.796875,0.7981847490888703,218.12087297439575
random_control,Random-Control,64,5,5,0.42069295793771744,0.78125,0.7859848484848485,218.49435567855835
random_control,Random-Control,64,10,1,0.3968345895409584,0.8125,0.8125,216.61853790283203
random_control,Random-Control,64,10,2,0.43716663122177124,0.796875,0.8003761969904242,221.2744951248169
random_control,Random-Control,64,10,3,0.44783762097358704,0.828125,0.8292332492290441,221.75973653793335
random_control,Random-Control,64,10,4,0.3964947760105133,0.796875,0.7981847490888703,220.1656699180603
random_control,Random-Control,64,10,5,0.42069295793771744,0.78125,0.7859848484848485,219.20013427734375
random_control,Random-Control,64,10,6,0.3582723140716553,0.796875,0.7954119850187265,222.40978479385376
random_control,Random-Control,64,10,7,0.39588817209005356,0.8125,0.8125,218.9236283302307
random_control,Random-Control,64,10,8,0.4184556007385254,0.796875,0.8003761969904242,220.33637762069702
random_control,Random-Control,64,10,9,0.3661057949066162,0.859375,0.8602817493692179,219.53511238098145
random_control,Random-Control,64,10,10,0.4305374473333359,0.828125,0.8268870642466148,219.49023008346558
random_control,Random-Control,128,5,1,0.36701098643243313,0.8515625,0.8520546737213404,229.08636927604675
random_control,Random-Control,128,5,2,0.37777556106448174,0.828125,0.8292332492290441,222.93829917907715
random_control,Random-Control,128,5,3,0.38984947465360165,0.8203125,0.8196828291496818,222.72902727127075
random_control,Random-Control,128,5,4,0.3638183046132326,0.84375,0.84375,222.88048267364502
random_control,Random-Control,128,5,5,0.3982532974332571,0.828125,0.8310875512995896,223.4790325164795
random_control,Random-Control,128,10,1,0.36701098643243313,0.8515625,0.8520546737213404,223.80155324935913
random_control,Random-Control,128,10,2,0.37777556106448174,0.828125,0.8292332492290441,220.51206231117249
random_control,Random-Control,128,10,3,0.38984947465360165,0.8203125,0.8196828291496818,223.30579161643982
random_control,Random-Control,128,10,4,0.3638183046132326,0.84375,0.84375,226.0514497756958
random_control,Random-Control,128,10,5,0.3982532974332571,0.828125,0.8310875512995896,225.4536747932434
random_control,Random-Control,128,10,6,0.36780476942658424,0.8359375,0.8374799777143256,225.63430666923523
random_control,Random-Control,128,10,7,0.3812991492450237,0.8203125,0.82297041623667,224.5619297027588
random_control,Random-Control,128,10,8,0.3492003306746483,0.828125,0.8292332492290441,226.1749505996704
random_control,Random-Control,128,10,9,0.358364038169384,0.84375,0.84375,224.15465116500854
random_control,Random-Control,128,10,10,0.36261577904224396,0.8203125,0.8220018803537851,221.11091017723083
random_control,Random-Control,256,5,1,0.43860064540058374,0.78125,0.7788866681071738,224.64288771152496
random_control,Random-Control,256,5,2,0.4409819431602955,0.796875,0.7997926641586867,227.0573526620865
random_control,Random-Control,256,5,3,0.4208854027092457,0.8125,0.8136752211156766,228.4001260995865
random_control,Random-Control,256,5,4,0.4215835272334516,0.8125,0.8111859043123794,227.9137223958969
random_control,Random-Control,256,5,5,0.43839466851204634,0.78515625,0.787974851443124,227.77409851551056
random_control,Random-Control,256,10,1,0.43860064540058374,0.78125,0.7788866681071738,227.4736762046814
random_control,Random-Control,256,10,2,0.4409819431602955,0.796875,0.7997926641586867,228.20483148097992
random_control,Random-Control,256,10,3,0.4208854027092457,0.8125,0.8136752211156766,226.1870801448822
random_control,Random-Control,256,10,4,0.4215835272334516,0.8125,0.8111859043123794,229.06354069709778
random_control,Random-Control,256,10,5,0.43839466851204634,0.78515625,0.787974851443124,226.07167065143585
random_control,Random-Control,256,10,6,0.4338273066096008,0.78515625,0.7847950786130133,229.1589081287384
random_control,Random-Control,256,10,7,0.45639640744775534,0.78515625,0.7861806556195965,228.862464427948
random_control,Random-Control,256,10,8,0.461281543597579,0.78125,0.7819552495093917,231.11553490161896
random_control,Random-Control,256,10,9,0.4221712648868561,0.796875,0.7992786807705539,227.96854376792908
random_control,Random-Control,256,10,10,0.4319780385121703,0.80078125,0.8017311533927168,229.96076941490173
