[Rank 0] 
==================== NEW EVALUATION SESSION ====================
[Rank 0] RL Step 1 | Applying configuration...
[Rank 0] --- RL Step 1/100 Started ---
[Rank 0] RL Step 1 | Batch 1/100 | Batch Loss: 0.2300
[Rank 0] RL Step 1 | Batch 26/100 | Batch Loss: 0.6043
[Rank 0] RL Step 1 | Batch 27/100 | Batch Loss: 0.5503
[Rank 0] RL Step 1 | Batch 28/100 | Batch Loss: 0.2418
[Rank 0] RL Step 1 | Batch 29/100 | Batch Loss: 0.2034
[Rank 0] RL Step 1 | Batch 30/100 | Batch Loss: 0.4927
[Rank 0] RL Step 1 | Batch 31/100 | Batch Loss: 0.3556
[Rank 0] RL Step 1 | Batch 32/100 | Batch Loss: 0.1478
[Rank 0] RL Step 1 | Batch 33/100 | Batch Loss: 0.2864
[Rank 0] RL Step 1 | Batch 34/100 | Batch Loss: 0.3712
[Rank 0] RL Step 1 | Batch 35/100 | Batch Loss: 0.2323
[Rank 0] RL Step 1 | Batch 36/100 | Batch Loss: 0.3380
[Rank 0] RL Step 1 | Batch 37/100 | Batch Loss: 0.3201
[Rank 0] RL Step 1 | Batch 38/100 | Batch Loss: 0.2649
[Rank 0] RL Step 1 | Batch 39/100 | Batch Loss: 0.2705
[Rank 0] RL Step 1 | Batch 40/100 | Batch Loss: 0.3900
[Rank 0] RL Step 1 | Batch 41/100 | Batch Loss: 0.3373
[Rank 0] RL Step 1 | Batch 42/100 | Batch Loss: 0.3974
[Rank 0] RL Step 1 | Batch 43/100 | Batch Loss: 0.3323
[Rank 0] RL Step 1 | Batch 44/100 | Batch Loss: 0.4333
[Rank 0] RL Step 1 | Batch 45/100 | Batch Loss: 0.2643
[Rank 0] RL Step 1 | Batch 46/100 | Batch Loss: 0.2300
[Rank 0] RL Step 1 | Batch 47/100 | Batch Loss: 0.5187
[Rank 0] RL Step 1 | Batch 48/100 | Batch Loss: 0.4594
[Rank 0] RL Step 1 | Batch 49/100 | Batch Loss: 0.2892
[Rank 0] RL Step 1 | Batch 50/100 | Batch Loss: 0.1855
[Rank 0] RL Step 1 | Batch 51/100 | Batch Loss: 0.2025
[Rank 0] RL Step 1 | Batch 52/100 | Batch Loss: 0.3544
[Rank 0] RL Step 1 | Batch 53/100 | Batch Loss: 0.2408
[Rank 0] RL Step 1 | Batch 54/100 | Batch Loss: 0.5462
[Rank 0] RL Step 1 | Batch 55/100 | Batch Loss: 0.3950
[Rank 0] RL Step 1 | Batch 56/100 | Batch Loss: 0.3498
[Rank 0] RL Step 1 | Batch 57/100 | Batch Loss: 0.1601
[Rank 0] RL Step 1 | Batch 58/100 | Batch Loss: 0.3695
[Rank 0] RL Step 1 | Batch 59/100 | Batch Loss: 0.2500
[Rank 0] RL Step 1 | Batch 60/100 | Batch Loss: 0.3674
[Rank 0] RL Step 1 | Batch 61/100 | Batch Loss: 0.6145
[Rank 0] RL Step 1 | Batch 62/100 | Batch Loss: 0.3432
[Rank 0] RL Step 1 | Batch 63/100 | Batch Loss: 0.4294
[Rank 0] RL Step 1 | Batch 64/100 | Batch Loss: 0.3016
[Rank 0] RL Step 1 | Batch 65/100 | Batch Loss: 0.6023
[Rank 0] RL Step 1 | Batch 66/100 | Batch Loss: 0.3657
[Rank 0] RL Step 1 | Batch 67/100 | Batch Loss: 0.3512
[Rank 0] RL Step 1 | Batch 68/100 | Batch Loss: 0.5093
[Rank 0] RL Step 1 | Batch 69/100 | Batch Loss: 0.2035
[Rank 0] RL Step 1 | Batch 70/100 | Batch Loss: 0.2084
[Rank 0] RL Step 1 | Batch 71/100 | Batch Loss: 0.1501
[Rank 0] RL Step 1 | Batch 72/100 | Batch Loss: 0.6712
[Rank 0] RL Step 1 | Batch 73/100 | Batch Loss: 0.1865
[Rank 0] RL Step 1 | Batch 74/100 | Batch Loss: 0.3597
[Rank 0] RL Step 1 | Batch 75/100 | Batch Loss: 0.5502
[Rank 0] RL Step 1 | Batch 76/100 | Batch Loss: 0.7258
[Rank 0] RL Step 1 | Batch 77/100 | Batch Loss: 0.5804
[Rank 0] RL Step 1 | Batch 78/100 | Batch Loss: 0.1908
[Rank 0] RL Step 1 | Batch 79/100 | Batch Loss: 0.4896
[Rank 0] RL Step 1 | Batch 80/100 | Batch Loss: 0.2927
[Rank 0] RL Step 1 | Batch 81/100 | Batch Loss: 0.3445
[Rank 0] RL Step 1 | Batch 82/100 | Batch Loss: 0.4892
[Rank 0] RL Step 1 | Batch 83/100 | Batch Loss: 0.3066
[Rank 0] RL Step 1 | Batch 84/100 | Batch Loss: 0.4298
[Rank 0] RL Step 1 | Batch 85/100 | Batch Loss: 0.2273
[Rank 0] RL Step 1 | Batch 86/100 | Batch Loss: 0.6624
[Rank 0] RL Step 1 | Batch 87/100 | Batch Loss: 0.2402
[Rank 0] RL Step 1 | Batch 88/100 | Batch Loss: 0.6344
[Rank 0] RL Step 1 | Batch 89/100 | Batch Loss: 0.3431
[Rank 0] RL Step 1 | Batch 90/100 | Batch Loss: 0.5522
[Rank 0] RL Step 1 | Batch 91/100 | Batch Loss: 0.2492
[Rank 0] RL Step 1 | Batch 92/100 | Batch Loss: 0.5092
[Rank 0] RL Step 1 | Batch 93/100 | Batch Loss: 0.4790
[Rank 0] RL Step 1 | Batch 94/100 | Batch Loss: 0.4241
[Rank 0] RL Step 1 | Batch 95/100 | Batch Loss: 0.1809
[Rank 0] RL Step 1 | Batch 96/100 | Batch Loss: 0.2932
[Rank 0] RL Step 1 | Batch 97/100 | Batch Loss: 0.3315
[Rank 0] RL Step 1 | Batch 98/100 | Batch Loss: 0.7527
[Rank 0] RL Step 1 | Batch 99/100 | Batch Loss: 0.4836
[Rank 0] RL Step 1 | Batch 100/100 | Batch Loss: 0.1424
[Rank 0] RL Step 1 | Eval Loop Finished. Avg Loss: 0.3687
[Rank 0] RL Step 1 | Restoring model state...
[Rank 0] RL Step 2 | Applying configuration...
[Rank 0] --- RL Step 2/100 Started ---
[Rank 0] RL Step 2 | Batch 1/100 | Batch Loss: 0.2564
[Rank 0] RL Step 2 | Batch 2/100 | Batch Loss: 0.4462
[Rank 0] RL Step 2 | Batch 3/100 | Batch Loss: 0.3969
[Rank 0] RL Step 2 | Batch 4/100 | Batch Loss: 0.4659
[Rank 0] RL Step 2 | Batch 5/100 | Batch Loss: 0.3660
[Rank 0] RL Step 2 | Batch 6/100 | Batch Loss: 0.6646
[Rank 0] RL Step 2 | Batch 7/100 | Batch Loss: 0.4187
[Rank 0] RL Step 2 | Batch 8/100 | Batch Loss: 0.3526
[Rank 0] RL Step 2 | Batch 9/100 | Batch Loss: 0.7156
[Rank 0] RL Step 2 | Batch 10/100 | Batch Loss: 0.2832
[Rank 0] RL Step 2 | Batch 11/100 | Batch Loss: 0.3119
[Rank 0] RL Step 2 | Batch 12/100 | Batch Loss: 0.4609
[Rank 0] RL Step 2 | Batch 13/100 | Batch Loss: 0.6660
[Rank 0] RL Step 2 | Batch 14/100 | Batch Loss: 0.2402
[Rank 0] RL Step 2 | Batch 15/100 | Batch Loss: 0.2855
[Rank 0] RL Step 2 | Batch 16/100 | Batch Loss: 0.3208
[Rank 0] RL Step 2 | Batch 17/100 | Batch Loss: 0.3628
[Rank 0] RL Step 2 | Batch 18/100 | Batch Loss: 0.3875
[Rank 0] RL Step 2 | Batch 19/100 | Batch Loss: 0.5432
[Rank 0] RL Step 2 | Batch 20/100 | Batch Loss: 0.3847
[Rank 0] RL Step 2 | Batch 21/100 | Batch Loss: 0.2903
[Rank 0] RL Step 2 | Batch 22/100 | Batch Loss: 0.5329
[Rank 0] RL Step 2 | Batch 23/100 | Batch Loss: 0.2713
[Rank 0] RL Step 2 | Batch 24/100 | Batch Loss: 0.3222
[Rank 0] RL Step 2 | Batch 25/100 | Batch Loss: 0.2676
[Rank 0] RL Step 2 | Batch 26/100 | Batch Loss: 0.3618
[Rank 0] RL Step 2 | Batch 27/100 | Batch Loss: 0.3235
[Rank 0] RL Step 2 | Batch 28/100 | Batch Loss: 0.4407
[Rank 0] RL Step 2 | Batch 29/100 | Batch Loss: 0.2668
[Rank 0] RL Step 2 | Batch 30/100 | Batch Loss: 0.5080
[Rank 0] RL Step 2 | Batch 31/100 | Batch Loss: 0.1739
[Rank 0] RL Step 2 | Batch 32/100 | Batch Loss: 0.1171
[Rank 0] RL Step 2 | Batch 33/100 | Batch Loss: 0.3234
[Rank 0] RL Step 2 | Batch 34/100 | Batch Loss: 0.5270
[Rank 0] RL Step 2 | Batch 35/100 | Batch Loss: 0.3850
[Rank 0] RL Step 2 | Batch 36/100 | Batch Loss: 0.3535
[Rank 0] RL Step 2 | Batch 37/100 | Batch Loss: 0.1602
[Rank 0] RL Step 2 | Batch 38/100 | Batch Loss: 0.3167
[Rank 0] RL Step 2 | Batch 39/100 | Batch Loss: 0.6027
[Rank 0] RL Step 2 | Batch 40/100 | Batch Loss: 0.6346
[Rank 0] RL Step 2 | Batch 41/100 | Batch Loss: 0.7267
[Rank 0] RL Step 2 | Batch 42/100 | Batch Loss: 0.3767
[Rank 0] RL Step 2 | Batch 43/100 | Batch Loss: 0.6413
[Rank 0] RL Step 2 | Batch 44/100 | Batch Loss: 0.2718
[Rank 0] RL Step 2 | Batch 45/100 | Batch Loss: 0.3919
[Rank 0] RL Step 2 | Batch 46/100 | Batch Loss: 0.3229
[Rank 0] RL Step 2 | Batch 47/100 | Batch Loss: 0.1610
[Rank 0] RL Step 2 | Batch 48/100 | Batch Loss: 0.3387
[Rank 0] RL Step 2 | Batch 49/100 | Batch Loss: 0.3179
[Rank 0] RL Step 2 | Batch 50/100 | Batch Loss: 0.2960
[Rank 0] RL Step 2 | Batch 51/100 | Batch Loss: 0.8506
[Rank 0] RL Step 2 | Batch 52/100 | Batch Loss: 0.4054
[Rank 0] RL Step 2 | Batch 53/100 | Batch Loss: 0.2485
[Rank 0] RL Step 2 | Batch 54/100 | Batch Loss: 0.6689
[Rank 0] RL Step 2 | Batch 55/100 | Batch Loss: 0.3183
[Rank 0] RL Step 2 | Batch 56/100 | Batch Loss: 0.2638
[Rank 0] RL Step 2 | Batch 57/100 | Batch Loss: 0.2421
[Rank 0] RL Step 2 | Batch 58/100 | Batch Loss: 0.7907
[Rank 0] RL Step 2 | Batch 59/100 | Batch Loss: 0.2990
[Rank 0] RL Step 2 | Batch 60/100 | Batch Loss: 0.2753
[Rank 0] RL Step 2 | Batch 61/100 | Batch Loss: 0.4771
[Rank 0] RL Step 2 | Batch 62/100 | Batch Loss: 0.2210
[Rank 0] RL Step 2 | Batch 63/100 | Batch Loss: 0.2653
[Rank 0] RL Step 2 | Batch 64/100 | Batch Loss: 0.4866
[Rank 0] RL Step 2 | Batch 65/100 | Batch Loss: 0.2783
[Rank 0] RL Step 2 | Batch 66/100 | Batch Loss: 0.9081
[Rank 0] RL Step 2 | Batch 67/100 | Batch Loss: 0.1902
[Rank 0] RL Step 2 | Batch 68/100 | Batch Loss: 0.2217
[Rank 0] RL Step 2 | Batch 69/100 | Batch Loss: 0.3410
[Rank 0] RL Step 2 | Batch 70/100 | Batch Loss: 0.5597
[Rank 0] RL Step 2 | Batch 71/100 | Batch Loss: 0.2138
[Rank 0] RL Step 2 | Batch 72/100 | Batch Loss: 0.3308
[Rank 0] RL Step 2 | Batch 73/100 | Batch Loss: 0.3689
[Rank 0] RL Step 2 | Batch 74/100 | Batch Loss: 0.3166
[Rank 0] RL Step 2 | Batch 75/100 | Batch Loss: 0.3454
[Rank 0] RL Step 2 | Batch 76/100 | Batch Loss: 0.3381
[Rank 0] RL Step 2 | Batch 77/100 | Batch Loss: 0.2882
[Rank 0] RL Step 2 | Batch 78/100 | Batch Loss: 0.5637
[Rank 0] RL Step 2 | Batch 79/100 | Batch Loss: 0.3114
[Rank 0] RL Step 2 | Batch 80/100 | Batch Loss: 0.2161
[Rank 0] RL Step 2 | Batch 81/100 | Batch Loss: 0.2781
[Rank 0] RL Step 2 | Batch 82/100 | Batch Loss: 0.4331
[Rank 0] RL Step 2 | Batch 83/100 | Batch Loss: 0.3243
[Rank 0] RL Step 2 | Batch 84/100 | Batch Loss: 0.2313
[Rank 0] RL Step 2 | Batch 85/100 | Batch Loss: 0.5046
[Rank 0] RL Step 2 | Batch 86/100 | Batch Loss: 0.2913
[Rank 0] RL Step 2 | Batch 87/100 | Batch Loss: 0.2554
[Rank 0] RL Step 2 | Batch 88/100 | Batch Loss: 0.4622
[Rank 0] RL Step 2 | Batch 89/100 | Batch Loss: 0.5168
[Rank 0] RL Step 2 | Batch 90/100 | Batch Loss: 0.4857
[Rank 0] RL Step 2 | Batch 91/100 | Batch Loss: 0.2266
[Rank 0] RL Step 2 | Batch 92/100 | Batch Loss: 0.4862
[Rank 0] RL Step 2 | Batch 93/100 | Batch Loss: 0.2673
[Rank 0] RL Step 2 | Batch 94/100 | Batch Loss: 0.3161
[Rank 0] RL Step 2 | Batch 95/100 | Batch Loss: 0.4434
[Rank 0] RL Step 2 | Batch 96/100 | Batch Loss: 0.3340
[Rank 0] RL Step 2 | Batch 97/100 | Batch Loss: 0.2693
[Rank 0] RL Step 2 | Batch 98/100 | Batch Loss: 0.3737
[Rank 0] RL Step 2 | Batch 99/100 | Batch Loss: 0.3066
[Rank 0] RL Step 2 | Batch 100/100 | Batch Loss: 0.2927
[Rank 0] RL Step 2 | Eval Loop Finished. Avg Loss: 0.3806
[Rank 0] RL Step 2 | Restoring model state...
[Rank 0] RL Step 3 | Applying configuration...
[Rank 0] --- RL Step 3/100 Started ---
[Rank 0] RL Step 3 | Batch 1/100 | Batch Loss: 0.5521
[Rank 0] RL Step 3 | Batch 2/100 | Batch Loss: 0.3790
[Rank 0] RL Step 3 | Batch 3/100 | Batch Loss: 0.3450
[Rank 0] RL Step 3 | Batch 4/100 | Batch Loss: 0.3650
[Rank 0] RL Step 3 | Batch 5/100 | Batch Loss: 0.3286
[Rank 0] RL Step 3 | Batch 6/100 | Batch Loss: 0.5078
[Rank 0] RL Step 3 | Batch 7/100 | Batch Loss: 0.2978
[Rank 0] RL Step 3 | Batch 8/100 | Batch Loss: 0.3322
[Rank 0] RL Step 3 | Batch 9/100 | Batch Loss: 0.2668
[Rank 0] RL Step 3 | Batch 10/100 | Batch Loss: 0.3677
[Rank 0] RL Step 3 | Batch 11/100 | Batch Loss: 0.2218
[Rank 0] RL Step 3 | Batch 12/100 | Batch Loss: 0.3669
[Rank 0] RL Step 3 | Batch 13/100 | Batch Loss: 0.4055
[Rank 0] RL Step 3 | Batch 14/100 | Batch Loss: 0.5110
[Rank 0] RL Step 3 | Batch 15/100 | Batch Loss: 0.2382
[Rank 0] RL Step 3 | Batch 16/100 | Batch Loss: 0.2077
[Rank 0] RL Step 3 | Batch 17/100 | Batch Loss: 0.2638
[Rank 0] RL Step 3 | Batch 18/100 | Batch Loss: 0.3479
[Rank 0] RL Step 3 | Batch 19/100 | Batch Loss: 0.3392
[Rank 0] RL Step 3 | Batch 20/100 | Batch Loss: 0.4125
[Rank 0] RL Step 3 | Batch 21/100 | Batch Loss: 0.2644
[Rank 0] RL Step 3 | Batch 22/100 | Batch Loss: 0.4640
[Rank 0] RL Step 3 | Batch 23/100 | Batch Loss: 0.3961
[Rank 0] RL Step 3 | Batch 24/100 | Batch Loss: 0.2711
[Rank 0] RL Step 3 | Batch 25/100 | Batch Loss: 0.5092
[Rank 0] RL Step 3 | Batch 26/100 | Batch Loss: 0.3070
[Rank 0] RL Step 3 | Batch 27/100 | Batch Loss: 0.2552
[Rank 0] RL Step 3 | Batch 28/100 | Batch Loss: 0.3659
[Rank 0] RL Step 3 | Batch 29/100 | Batch Loss: 0.2344
[Rank 0] RL Step 3 | Batch 30/100 | Batch Loss: 0.2590
[Rank 0] RL Step 3 | Batch 31/100 | Batch Loss: 0.3470
[Rank 0] RL Step 3 | Batch 32/100 | Batch Loss: 0.1678
[Rank 0] RL Step 3 | Batch 33/100 | Batch Loss: 0.2918
[Rank 0] RL Step 3 | Batch 34/100 | Batch Loss: 0.3997
[Rank 0] RL Step 3 | Batch 35/100 | Batch Loss: 0.4061
[Rank 0] RL Step 3 | Batch 36/100 | Batch Loss: 0.1876
[Rank 0] RL Step 3 | Batch 37/100 | Batch Loss: 0.6204
[Rank 0] RL Step 3 | Batch 38/100 | Batch Loss: 0.5001
[Rank 0] RL Step 3 | Batch 39/100 | Batch Loss: 0.6291
[Rank 0] RL Step 3 | Batch 40/100 | Batch Loss: 0.1551
[Rank 0] RL Step 3 | Batch 41/100 | Batch Loss: 0.1895
[Rank 0] RL Step 3 | Batch 42/100 | Batch Loss: 0.2137
[Rank 0] RL Step 3 | Batch 43/100 | Batch Loss: 0.2888
[Rank 0] RL Step 3 | Batch 44/100 | Batch Loss: 0.4764
[Rank 0] RL Step 3 | Batch 45/100 | Batch Loss: 0.2913
[Rank 0] RL Step 3 | Batch 46/100 | Batch Loss: 0.1946
[Rank 0] RL Step 3 | Batch 47/100 | Batch Loss: 0.3321
[Rank 0] RL Step 3 | Batch 48/100 | Batch Loss: 0.1095
[Rank 0] RL Step 3 | Batch 49/100 | Batch Loss: 0.1912
[Rank 0] RL Step 3 | Batch 50/100 | Batch Loss: 0.3506
[Rank 0] RL Step 3 | Batch 51/100 | Batch Loss: 0.3790
[Rank 0] RL Step 3 | Batch 52/100 | Batch Loss: 0.2012
[Rank 0] RL Step 3 | Batch 53/100 | Batch Loss: 0.4757
[Rank 0] RL Step 3 | Batch 54/100 | Batch Loss: 0.3156
[Rank 0] RL Step 3 | Batch 55/100 | Batch Loss: 0.3648
[Rank 0] RL Step 3 | Batch 56/100 | Batch Loss: 0.2252
[Rank 0] RL Step 3 | Batch 57/100 | Batch Loss: 0.1460
[Rank 0] RL Step 3 | Batch 58/100 | Batch Loss: 0.3915
[Rank 0] RL Step 3 | Batch 59/100 | Batch Loss: 0.4001
[Rank 0] RL Step 3 | Batch 60/100 | Batch Loss: 0.1297
[Rank 0] RL Step 3 | Batch 61/100 | Batch Loss: 0.2491
[Rank 0] RL Step 3 | Batch 62/100 | Batch Loss: 0.2543
[Rank 0] RL Step 3 | Batch 63/100 | Batch Loss: 0.2510
[Rank 0] RL Step 3 | Batch 64/100 | Batch Loss: 0.3877
[Rank 0] RL Step 3 | Batch 65/100 | Batch Loss: 0.1680
[Rank 0] RL Step 3 | Batch 66/100 | Batch Loss: 0.4049
[Rank 0] RL Step 3 | Batch 67/100 | Batch Loss: 0.2184
[Rank 0] RL Step 3 | Batch 68/100 | Batch Loss: 0.5208
[Rank 0] RL Step 3 | Batch 69/100 | Batch Loss: 0.5899
[Rank 0] RL Step 3 | Batch 70/100 | Batch Loss: 0.5412
[Rank 0] RL Step 3 | Batch 71/100 | Batch Loss: 0.3017
[Rank 0] RL Step 3 | Batch 72/100 | Batch Loss: 0.2468
[Rank 0] RL Step 3 | Batch 73/100 | Batch Loss: 0.3458
[Rank 0] RL Step 3 | Batch 74/100 | Batch Loss: 0.3120
[Rank 0] RL Step 3 | Batch 75/100 | Batch Loss: 0.5074
[Rank 0] RL Step 3 | Batch 76/100 | Batch Loss: 0.4874
[Rank 0] RL Step 3 | Batch 77/100 | Batch Loss: 0.2404
[Rank 0] RL Step 3 | Batch 78/100 | Batch Loss: 0.2945
[Rank 0] RL Step 3 | Batch 79/100 | Batch Loss: 0.1760
[Rank 0] RL Step 3 | Batch 80/100 | Batch Loss: 0.1309
[Rank 0] RL Step 3 | Batch 81/100 | Batch Loss: 0.2950
[Rank 0] RL Step 3 | Batch 82/100 | Batch Loss: 0.3683
[Rank 0] RL Step 3 | Batch 83/100 | Batch Loss: 0.2710
[Rank 0] RL Step 3 | Batch 84/100 | Batch Loss: 0.2406
[Rank 0] RL Step 3 | Batch 85/100 | Batch Loss: 0.2949
[Rank 0] RL Step 3 | Batch 86/100 | Batch Loss: 0.5393
[Rank 0] RL Step 3 | Batch 87/100 | Batch Loss: 0.3653
[Rank 0] RL Step 3 | Batch 88/100 | Batch Loss: 0.7123
[Rank 0] RL Step 3 | Batch 89/100 | Batch Loss: 0.3307
[Rank 0] RL Step 3 | Batch 90/100 | Batch Loss: 0.6123
[Rank 0] RL Step 3 | Batch 91/100 | Batch Loss: 0.4868
[Rank 0] RL Step 3 | Batch 92/100 | Batch Loss: 0.2880
[Rank 0] RL Step 3 | Batch 93/100 | Batch Loss: 0.5724
[Rank 0] RL Step 3 | Batch 94/100 | Batch Loss: 0.1592
[Rank 0] RL Step 3 | Batch 95/100 | Batch Loss: 0.6523
[Rank 0] RL Step 3 | Batch 96/100 | Batch Loss: 0.5418
[Rank 0] RL Step 3 | Batch 97/100 | Batch Loss: 0.3371
[Rank 0] RL Step 3 | Batch 98/100 | Batch Loss: 0.3244
[Rank 0] RL Step 3 | Batch 99/100 | Batch Loss: 0.3481
[Rank 0] RL Step 3 | Batch 100/100 | Batch Loss: 0.3457
[Rank 0] RL Step 3 | Eval Loop Finished. Avg Loss: 0.3447
[Rank 0] RL Step 3 | Restoring model state...
[Rank 0] RL Step 4 | Applying configuration...
[Rank 0] --- RL Step 4/100 Started ---
[Rank 0] RL Step 4 | Batch 1/100 | Batch Loss: 0.1903
[Rank 0] RL Step 4 | Batch 2/100 | Batch Loss: 0.4823
[Rank 0] RL Step 4 | Batch 3/100 | Batch Loss: 0.3677
[Rank 0] RL Step 4 | Batch 4/100 | Batch Loss: 0.1551
[Rank 0] RL Step 4 | Batch 5/100 | Batch Loss: 0.3138
[Rank 0] RL Step 4 | Batch 6/100 | Batch Loss: 0.6050
[Rank 0] RL Step 4 | Batch 7/100 | Batch Loss: 0.2958
[Rank 0] RL Step 4 | Batch 8/100 | Batch Loss: 0.4406
[Rank 0] RL Step 4 | Batch 9/100 | Batch Loss: 0.2632
[Rank 0] RL Step 4 | Batch 10/100 | Batch Loss: 0.2900
[Rank 0] RL Step 4 | Batch 11/100 | Batch Loss: 0.2681
[Rank 0] RL Step 4 | Batch 12/100 | Batch Loss: 0.2423
[Rank 0] RL Step 4 | Batch 13/100 | Batch Loss: 0.3617
[Rank 0] RL Step 4 | Batch 14/100 | Batch Loss: 0.4992
[Rank 0] RL Step 4 | Batch 15/100 | Batch Loss: 0.3446
[Rank 0] RL Step 4 | Batch 16/100 | Batch Loss: 0.5211
[Rank 0] RL Step 4 | Batch 17/100 | Batch Loss: 0.3196
[Rank 0] RL Step 4 | Batch 18/100 | Batch Loss: 0.3102
[Rank 0] RL Step 4 | Batch 19/100 | Batch Loss: 0.4610
[Rank 0] RL Step 4 | Batch 20/100 | Batch Loss: 0.2558
[Rank 0] RL Step 4 | Batch 21/100 | Batch Loss: 0.2071
[Rank 0] RL Step 4 | Batch 22/100 | Batch Loss: 0.2320
[Rank 0] RL Step 4 | Batch 23/100 | Batch Loss: 0.2229
[Rank 0] RL Step 4 | Batch 24/100 | Batch Loss: 0.6364
[Rank 0] RL Step 4 | Batch 25/100 | Batch Loss: 0.2597
[Rank 0] RL Step 4 | Batch 26/100 | Batch Loss: 0.4574
[Rank 0] RL Step 4 | Batch 27/100 | Batch Loss: 0.3717
[Rank 0] RL Step 4 | Batch 28/100 | Batch Loss: 0.5311
[Rank 0] RL Step 4 | Batch 29/100 | Batch Loss: 0.3845
[Rank 0] RL Step 4 | Batch 30/100 | Batch Loss: 0.5439
[Rank 0] RL Step 4 | Batch 31/100 | Batch Loss: 0.6197
[Rank 0] RL Step 4 | Batch 32/100 | Batch Loss: 0.2641
[Rank 0] RL Step 4 | Batch 33/100 | Batch Loss: 0.7765
[Rank 0] RL Step 4 | Batch 34/100 | Batch Loss: 0.5507
[Rank 0] RL Step 4 | Batch 35/100 | Batch Loss: 0.3143
[Rank 0] RL Step 4 | Batch 36/100 | Batch Loss: 0.5604
[Rank 0] RL Step 4 | Batch 37/100 | Batch Loss: 0.2486
[Rank 0] RL Step 4 | Batch 38/100 | Batch Loss: 0.2722
[Rank 0] RL Step 4 | Batch 39/100 | Batch Loss: 0.5045
[Rank 0] RL Step 4 | Batch 40/100 | Batch Loss: 0.2355
[Rank 0] RL Step 4 | Batch 41/100 | Batch Loss: 0.2583
[Rank 0] RL Step 4 | Batch 42/100 | Batch Loss: 0.4146
[Rank 0] RL Step 4 | Batch 43/100 | Batch Loss: 0.2342
[Rank 0] RL Step 4 | Batch 44/100 | Batch Loss: 0.3763
[Rank 0] RL Step 4 | Batch 45/100 | Batch Loss: 0.4581
[Rank 0] RL Step 4 | Batch 46/100 | Batch Loss: 0.3265
[Rank 0] RL Step 4 | Batch 47/100 | Batch Loss: 0.2411
[Rank 0] RL Step 4 | Batch 48/100 | Batch Loss: 0.3259
[Rank 0] RL Step 4 | Batch 49/100 | Batch Loss: 0.4549
[Rank 0] RL Step 4 | Batch 50/100 | Batch Loss: 0.8501
[Rank 0] RL Step 4 | Batch 51/100 | Batch Loss: 0.6057
[Rank 0] RL Step 4 | Batch 52/100 | Batch Loss: 0.2203
[Rank 0] RL Step 4 | Batch 53/100 | Batch Loss: 0.1846
[Rank 0] RL Step 4 | Batch 54/100 | Batch Loss: 0.2826
[Rank 0] RL Step 4 | Batch 55/100 | Batch Loss: 0.2417
[Rank 0] RL Step 4 | Batch 56/100 | Batch Loss: 0.3035
[Rank 0] RL Step 4 | Batch 57/100 | Batch Loss: 0.6555
[Rank 0] RL Step 4 | Batch 58/100 | Batch Loss: 0.6428
[Rank 0] RL Step 4 | Batch 59/100 | Batch Loss: 0.3106
[Rank 0] RL Step 4 | Batch 60/100 | Batch Loss: 0.3306
[Rank 0] RL Step 4 | Batch 61/100 | Batch Loss: 0.3344
[Rank 0] RL Step 4 | Batch 62/100 | Batch Loss: 0.4108
[Rank 0] RL Step 4 | Batch 63/100 | Batch Loss: 0.2300
[Rank 0] RL Step 4 | Batch 64/100 | Batch Loss: 0.4310
