task,arch,model,probe,probe_display,layer,count,mean,std,min,max
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,0,10296655872,0.013584,0.444788,-3.923557,3.653625
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,1,10296655872,-0.020462,0.532220,-7.288047,6.675244
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,2,10296655872,0.002215,0.556223,-5.429162,5.591093
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,3,10296655872,-0.011702,0.587123,-5.835558,6.018867
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,4,10296655872,0.019805,0.653271,-6.256915,6.049024
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,5,10296655872,-0.011136,0.615007,-6.925996,6.884799
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,6,10296655872,-0.004775,0.630169,-6.116984,5.674636
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,7,10296655872,0.003177,0.571146,-5.630258,5.570616
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,8,10296655872,-0.014281,0.684060,-5.952336,6.044775
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,9,10296655872,0.001336,0.692092,-6.370604,7.061705
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,10,10296655872,0.008097,0.679774,-14.442879,11.009693
qnli,bert,textattack/bert-base-uncased-QNLI,value_proj,XW_v + b_v,11,10296655872,0.006233,0.741945,-9.204807,11.820349
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),0,20593311744,0.280515,19.252424,-99.188843,120.576881
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),1,20593311744,-3.352355,15.493243,-166.718033,152.694946
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),2,20593311744,0.775713,28.711886,-484.651520,516.715820
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),3,20593311744,4.300377,17.618945,-165.065796,180.216461
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),4,20593311744,-1.422517,16.968003,-137.590820,150.566650
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),5,20593311744,-4.358948,21.040404,-204.188629,161.595657
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),6,20593311744,-1.404789,22.318360,-197.123642,151.648804
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),7,20593311744,-4.875597,22.682951,-209.818863,158.592850
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),8,20593311744,3.627223,20.444381,-188.426590,192.908264
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),9,20593311744,2.936618,18.900176,-174.962311,151.132629
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),10,20593311744,-15.780562,20.813097,-212.521378,187.628662
qnli,bert,textattack/bert-base-uncased-QNLI,qkt_raw,QKᵀ (raw),11,20593311744,-11.667976,20.550763,-176.356400,141.388336
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,0,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,15.072110
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,1,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,19.086868
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,2,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,45.681641
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,3,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,22.527058
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,4,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,18.820831
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,5,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,20.199457
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,6,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,18.956100
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,7,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,19.824106
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,8,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,24.113533
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,9,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,18.494434
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,10,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,23.453583
qnli,bert,textattack/bert-base-uncased-QNLI,attn_scores,QKᵀ/√dₖ + mask,11,20593311744,-208917932995256906815282461008833019904.000000,165663459361097685983213110159648751616.000000,-340282346638528859811704183484516925440.000000,17.673542
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),0,20593311744,0.007813,0.046433,0.000000,0.999985
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),1,20593311744,0.007813,0.043294,0.000000,0.999994
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),2,20593311744,0.007813,0.044214,0.000000,1.000000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),3,20593311744,0.007813,0.036388,0.000000,0.999991
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),4,20593311744,0.007813,0.036542,0.000000,0.999943
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),5,20593311744,0.007813,0.045900,0.000000,0.999976
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),6,20593311744,0.007813,0.043524,0.000000,0.999985
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),7,20593311744,0.007813,0.048354,0.000000,0.999997
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),8,20593311744,0.007813,0.041665,0.000000,0.999931
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),9,20593311744,0.007813,0.042489,0.000000,0.999860
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),10,20593311744,0.007813,0.041989,0.000000,0.999995
qnli,bert,textattack/bert-base-uncased-QNLI,attn_probs,Softmax(scores),11,20593311744,0.007813,0.036039,0.000000,0.999956
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,0,10296655872,-0.000851,0.187328,-3.279910,3.463595
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,1,10296655872,-0.001820,0.212368,-4.056369,4.117049
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,2,10296655872,0.005668,0.256508,-4.137656,4.273662
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,3,10296655872,-0.002271,0.241417,-4.287737,4.825185
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,4,10296655872,-0.000328,0.250437,-4.872389,5.020453
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,5,10296655872,-0.002112,0.238555,-4.776816,4.750348
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,6,10296655872,-0.002426,0.270949,-5.156721,5.392845
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,7,10296655872,-0.005216,0.239658,-4.151782,4.743826
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,8,10296655872,-0.005097,0.312049,-5.317050,4.841475
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,9,10296655872,0.000717,0.275620,-4.766742,5.279550
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,10,10296655872,0.004889,0.250088,-7.163046,7.608117
qnli,bert,textattack/bert-base-uncased-QNLI,attn_context,Softmax × V,11,10296655872,0.002500,0.300016,-7.263884,8.996146
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,0,10296655872,-0.001337,0.217181,-6.261477,5.452317
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,1,10296655872,-0.000747,0.198054,-4.080280,3.778152
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,2,10296655872,0.000447,0.204844,-3.326089,3.724397
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,3,10296655872,0.000566,0.208142,-3.540096,3.278677
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,4,10296655872,0.001736,0.248257,-3.864313,4.170247
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,5,10296655872,-0.001243,0.232525,-4.705004,4.099456
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,6,10296655872,-0.000563,0.258488,-4.000924,3.756862
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,7,10296655872,0.000718,0.226986,-4.017859,3.215055
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,8,10296655872,-0.000755,0.287648,-6.218969,7.772000
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,9,10296655872,0.000502,0.259874,-5.413009,5.822238
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,10,10296655872,-0.000824,0.237241,-3.445213,3.191929
qnli,bert,textattack/bert-base-uncased-QNLI,attn_output,Attn × Wₒ,11,10296655872,-0.002131,0.307117,-5.101503,4.476522
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,0,10296655872,-0.019892,1.142898,-68.119347,9.953851
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,1,10296655872,-0.040209,1.319671,-71.547302,7.019324
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,2,10296655872,-0.039680,1.403286,-58.228046,6.199962
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,3,10296655872,-0.028177,1.311033,-94.892189,6.041305
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,4,10296655872,-0.035991,1.302462,-102.886032,6.442570
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,5,10296655872,-0.030526,1.159003,-93.223961,7.027495
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,6,10296655872,-0.031592,1.103100,-91.741318,6.871942
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,7,10296655872,-0.037090,1.039150,-90.288666,7.540903
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,8,10296655872,-0.035139,1.010273,-87.110527,7.394316
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,9,10296655872,-0.031147,0.887662,-59.386841,18.344702
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,10,10296655872,-0.021379,0.903792,-61.703327,22.536425
qnli,bert,textattack/bert-base-uncased-QNLI,post_attn_ln,Post-Attn sub-block,11,10296655872,-0.052290,1.290060,-41.862583,15.315472
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),0,41186623488,-2.283958,1.601112,-18.811787,14.430489
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),1,41186623488,-2.034537,1.239817,-22.367306,12.484979
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),2,41186623488,-2.125117,1.239145,-27.375065,69.120293
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),3,41186623488,-1.980558,1.256785,-60.421413,10.328442
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),4,41186623488,-1.877549,1.213645,-61.466854,11.853616
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),5,41186623488,-1.765185,1.145359,-49.469261,12.202601
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),6,41186623488,-1.713423,1.097778,-25.858011,11.364035
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),7,41186623488,-1.555648,1.029565,-22.472925,10.400201
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),8,41186623488,-1.485013,1.007691,-26.588110,28.245649
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),9,41186623488,-1.561482,1.093915,-53.209572,103.325462
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),10,41186623488,-1.397713,1.003483,-42.672924,152.400665
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_input,FFN1 (GELU in),11,41186623488,-1.359425,0.799912,-23.402571,23.372608
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,0,41186623488,0.010338,0.349389,-0.169971,14.430489
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,1,41186623488,-0.028385,0.202100,-0.169971,12.484979
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,2,41186623488,-0.030631,0.219784,-0.169971,69.120293
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,3,41186623488,-0.033184,0.178807,-0.169971,10.328442
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,4,41186623488,-0.035983,0.182618,-0.169971,11.853616
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,5,41186623488,-0.046066,0.162027,-0.169971,12.202601
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,6,41186623488,-0.045216,0.162354,-0.169971,11.364035
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,7,41186623488,-0.053116,0.164059,-0.169971,10.400201
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,8,41186623488,-0.054964,0.171086,-0.169971,28.245649
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,9,41186623488,-0.062926,0.282933,-0.169971,103.325462
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,10,41186623488,-0.069452,0.406349,-0.169971,152.400665
qnli,bert,textattack/bert-base-uncased-QNLI,gelu_output,GELU output,11,41186623488,-0.080322,0.131839,-0.169971,23.372608
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,0,10296655872,-0.042080,1.669857,-60.315178,23.780504
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,1,10296655872,-0.006735,0.544641,-38.714966,5.972039
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,2,10296655872,-0.008332,1.180808,-294.580383,5.623453
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,3,10296655872,0.002588,0.612510,-125.182289,5.052711
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,4,10296655872,-0.000948,0.516386,-92.950180,5.259875
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,5,10296655872,-0.001535,0.444584,-73.798164,5.457335
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,6,10296655872,-0.000757,0.371798,-43.787228,4.709068
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,7,10296655872,-0.000280,0.341614,-21.378124,4.529670
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,8,10296655872,-0.002876,0.562566,-171.019470,53.953350
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,9,10296655872,-0.022397,4.339114,-830.611206,579.700684
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,10,10296655872,-0.041436,5.736647,-1166.103027,39.130371
qnli,bert,textattack/bert-base-uncased-QNLI,ffn2_output,FFN2 output,11,10296655872,-0.000651,0.324283,-66.949196,21.508894
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,0,10296655872,-0.019956,0.555843,-10.108913,3.963125
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,1,10296655872,-0.017704,0.640082,-11.413072,4.880160
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,2,10296655872,-0.018769,0.620689,-14.807676,5.402071
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,3,10296655872,-0.027883,0.685838,-14.098295,5.280521
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,4,10296655872,-0.025738,0.713128,-15.056889,6.352096
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,5,10296655872,-0.027836,0.750245,-16.161491,6.693723
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,6,10296655872,-0.028827,0.762053,-16.518131,6.488826
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,7,10296655872,-0.032630,0.820226,-22.115677,7.165784
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,8,10296655872,-0.035207,0.867835,-26.992388,9.798709
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,9,10296655872,-0.036648,0.890072,-27.765814,9.659466
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,10,10296655872,-0.043918,0.956151,-31.536079,9.751450
qnli,bert,textattack/bert-base-uncased-QNLI,post_ffn_ln,Post-FFN sub-block,11,10296655872,-0.009512,0.439871,-10.443769,5.165273
