episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,terminal_metric2_mean,terminal_metric1_std,terminal_metric2_std,terminal_stab_excess_m1,terminal_stab_excess_m2,terminal_stab_excess_loss,terminal_stab_violation,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius,exploration_mode,guarded_radius2_active,guarded_radius2_recent_frontier_expansions,guarded_radius2_recent_duplicate_rate,guarded_radius2_recent_dominated_rate,guarded_radius2_cooldown_remaining,guarded_radius2_safe_offset_count,samples_rejected_by_mask,samples_rejected_by_optimizer,steps_fallen_back_to_baseline,forbidden_mask_total,static_invalid_level_disabled,static_invalid_level_applied,static_invalid_level_scan_evaluated,static_invalid_level_scan_invalid,empirical_invalid_level_disabled,empirical_invalid_level_applied,rejection_optimizer_wall_seconds,baseline_prior_scale,base_action_source,proposal_direction,empirical_offset_success_rate,empirical_offset_failure_rate,frontier_seed_episode
28,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
29,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
30,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
31,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
32,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
33,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
34,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
35,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
36,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
37,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
38,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
39,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
40,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
41,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
42,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
43,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
44,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
45,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
46,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
47,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
48,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
49,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
50,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
51,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
52,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
53,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
54,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
55,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
56,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
57,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
58,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
59,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,False,0,0,forced_baseline|cached_reward_hit|validation_required,False,0,0.0,0.0,0,0,0,0,0,0,56,56,2699,56,0,0,0.0,1.2,baseline,anchor,0.0,0.0,-1
60,37.374778769122514,40.34756097560975,3,0.339688241481781,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|validation_required,False,1,0.9833333333333333,0.0,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,1.0,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
61,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,1,0.9833333333333333,0.0,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9989814814814815,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
62,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,1,0.9833333333333333,0.0,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9979629629629629,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
63,37.374778769122514,40.34756097560975,3,0.3378935158252716,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|validation_required,False,1,0.9833333333333333,0.0,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9969444444444444,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
64,37.52721779351276,40.5,3,0.34092095494270325,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|validation_required,False,2,0.953125,0.015625,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9959259259259259,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
65,37.52639750619185,40.49983760741593,3,0.3385513722896576,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14781,True,1,1,radius1|validation_required,False,2,0.953125,0.015625,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9949074074074074,frontier,empirical_bidirectional_radius1,0.0,0.0,0
66,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.953125,0.015625,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9938888888888889,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
67,37.877938845314716,40.850162392584075,3,0.33593273162841797,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14777,True,1,1,radius1|validation_required,False,2,0.953125,0.015625,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9928703703703704,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
68,37.52721779351276,40.5,3,0.3397313356399536,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|validation_required,False,2,0.9117647058823529,0.04411764705882353,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9918518518518519,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
69,37.07072100766295,40.04284531941334,3,0.3332144021987915,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14777,True,1,1,radius1,False,2,0.9117647058823529,0.04411764705882353,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9908333333333333,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
70,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.9117647058823529,0.04411764705882353,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9898148148148148,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
71,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.9117647058823529,0.04411764705882353,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9887962962962963,frontier,empirical_bidirectional_radius1,0.0,0.0,60
72,37.22314729860667,40.195284343803586,3,0.3419386148452759,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14777,True,1,1,radius1,False,2,0.8888888888888888,0.05555555555555555,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9877777777777778,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
73,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.8888888888888888,0.05555555555555555,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9867592592592592,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
74,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.8888888888888888,0.05555555555555555,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9857407407407407,baseline,empirical_bidirectional_radius1,0.0,0.0,-1
75,37.06990072034203,40.042682926829265,3,0.33859699964523315,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.8888888888888888,0.05555555555555555,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9847222222222223,frontier,empirical_bidirectional_radius1,0.0,0.0,67
76,37.52721779351276,40.5,3,0.3397313356399536,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14779,True,1,1,radius1|cached_reward_hit,False,2,0.881578947368421,0.06578947368421052,0,0,0,0,0,0,56,0,2699,56,0,0,0.0,0.9837037037037037,frontier,empirical_bidirectional_radius1,0.0,0.0,68
