=== PPO强化学习优化日志已启动（PPO RL Optimization Log Started） ===
[信息] PPO学习率（LR）从 rl_lr=20 解析为 -> 2e-05 (legacy-micro)
[信息] 第一阶段RL回合数（Stage-1 RL episodes）: 15000 | 第二阶段RL回合数（Stage-2 RL episodes）: 30000
[信息] 统一运行输出目录（Unified run output dir）: rl_results/layer_importance_runs/mrpc/20260410_034932_pid931495

Stage-1 GELU distribution screening for degree-0 eligibility:
  layer=00  <-2.7= 39.58%  [-2.7,0)= 54.03%  [0,2.7]=  6.02%  >2.7=  0.38%  status=not_eligible
  layer=01  <-2.7= 28.00%  [-2.7,0)= 66.77%  [0,2.7]=  5.11%  >2.7=  0.11%  status=not_eligible
  layer=02  <-2.7= 32.84%  [-2.7,0)= 63.27%  [0,2.7]=  3.83%  >2.7=  0.05%  status=not_eligible
  layer=03  <-2.7= 27.34%  [-2.7,0)= 67.74%  [0,2.7]=  4.88%  >2.7=  0.04%  status=not_eligible
  layer=04  <-2.7= 24.89%  [-2.7,0)= 69.97%  [0,2.7]=  5.08%  >2.7=  0.06%  status=not_eligible
  layer=05  <-2.7= 21.53%  [-2.7,0)= 72.96%  [0,2.7]=  5.46%  >2.7=  0.05%  status=not_eligible
  layer=06  <-2.7= 23.04%  [-2.7,0)= 72.29%  [0,2.7]=  4.62%  >2.7=  0.05%  status=not_eligible
  layer=07  <-2.7= 17.62%  [-2.7,0)= 77.91%  [0,2.7]=  4.42%  >2.7=  0.04%  status=not_eligible
  layer=08  <-2.7= 13.84%  [-2.7,0)= 81.25%  [0,2.7]=  4.88%  >2.7=  0.04%  status=not_eligible
  layer=09  <-2.7= 11.70%  [-2.7,0)= 84.88%  [0,2.7]=  3.39%  >2.7=  0.02%  status=not_eligible
  layer=10  <-2.7=  7.71%  [-2.7,0)= 88.63%  [0,2.7]=  3.65%  >2.7=  0.01%  status=not_eligible
  layer=11  <-2.7=  3.39%  [-2.7,0)= 91.03%  [0,2.7]=  5.54%  >2.7=  0.05%  status=not_eligible

Stage-1 baseline and constraints:
  baseline metrics on validation_full: 损失（Loss）: 0.341358, Accuracy: 0.879902, F1: 0.877442
  simulated cost: total=72.00, gelu=36.00, softmax=36.00
  constraints: 损失（Loss）<=0.3564, Accuracy>=0.8667, F1>=0.8643

Stage-1 Genetic Search follows COINN: score-guided random selection and adjacent-mesh mutation, without PPO and without crossover.
Per-layer valid mesh states:
  layer=00  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=01  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=02  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=03  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=04  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=05  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=06  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=07  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=08  valid_states=12  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5)]
  layer=09  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=10  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
  layer=11  valid_states=15  states=[(4, 6), (4, 5), (4, 4), (4, 3), (4, 2), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (1, 6), (1, 5), (1, 4), (1, 3), (1, 2)]
Initial population size=32  max_generations=469  stagnation_tolerance=156  diversity_injection_at=78
[Stage1][Gen 0001] gen_best_score=1.061376  gen_best_cost=67.50  global_best_score=1.061376  global_best_cost=67.50  feasible_ratio=100.00%  stagnation=0/156
[Stage1][Gen 0034] gen_best_score=1.636591  gen_best_cost=43.50  global_best_score=1.636591  global_best_cost=43.50  feasible_ratio=93.75%  stagnation=0/156
[Stage1][Gen 0035] gen_best_score=1.661791  gen_best_cost=43.00  global_best_score=1.661791  global_best_cost=43.00  feasible_ratio=87.50%  stagnation=0/156
[Stage1][Gen 0036] gen_best_score=1.665844  gen_best_cost=43.00  global_best_score=1.665844  global_best_cost=43.00  feasible_ratio=87.50%  stagnation=0/156
[Stage1][Gen 0037] gen_best_score=1.680027  gen_best_cost=42.50  global_best_score=1.680027  global_best_cost=42.50  feasible_ratio=87.50%  stagnation=0/156
[Stage1][Gen 0038] gen_best_score=1.729188  gen_best_cost=41.00  global_best_score=1.729188  global_best_cost=41.00  feasible_ratio=90.62%  stagnation=0/156
[Stage1][Gen 0039] gen_best_score=1.769005  gen_best_cost=40.50  global_best_score=1.769005  global_best_cost=40.50  feasible_ratio=90.62%  stagnation=0/156
[Stage1][Gen 0040] gen_best_score=1.769005  gen_best_cost=40.50  global_best_score=1.769005  global_best_cost=40.50  feasible_ratio=93.75%  stagnation=1/156
[Stage1][Gen 0041] gen_best_score=1.769005  gen_best_cost=40.50  global_best_score=1.769005  global_best_cost=40.50  feasible_ratio=96.88%  stagnation=2/156
[Stage1][Gen 0042] gen_best_score=1.769005  gen_best_cost=40.50  global_best_score=1.769005  global_best_cost=40.50  feasible_ratio=87.50%  stagnation=3/156
[Stage1][Gen 0043] gen_best_score=1.769005  gen_best_cost=40.50  global_best_score=1.769005  global_best_cost=40.50  feasible_ratio=75.00%  stagnation=4/156
[Stage1][Gen 0044] gen_best_score=1.769005  gen_best_cost=40.50  global_best_score=1.769005  global_best_cost=40.50  feasible_ratio=93.75%  stagnation=5/156
[Stage1][Gen 0045] gen_best_score=1.775561  gen_best_cost=40.50  global_best_score=1.775561  global_best_cost=40.50  feasible_ratio=90.62%  stagnation=0/156
[Stage1][Gen 0046] gen_best_score=1.775561  gen_best_cost=40.50  global_best_score=1.775561  global_best_cost=40.50  feasible_ratio=87.50%  stagnation=1/156
[Stage1][Gen 0047] gen_best_score=1.775561  gen_best_cost=40.50  global_best_score=1.775561  global_best_cost=40.50  feasible_ratio=96.88%  stagnation=2/156
[Stage1][Gen 0048] gen_best_score=1.783335  gen_best_cost=40.50  global_best_score=1.783335  global_best_cost=40.50  feasible_ratio=96.88%  stagnation=0/156
[Stage1][Gen 0049] gen_best_score=1.813303  gen_best_cost=39.50  global_best_score=1.813303  global_best_cost=39.50  feasible_ratio=90.62%  stagnation=0/156
[Stage1][Gen 0050] gen_best_score=1.813303  gen_best_cost=39.50  global_best_score=1.813303  global_best_cost=39.50  feasible_ratio=84.38%  stagnation=1/156
[Stage1][Gen 0051] gen_best_score=1.813303  gen_best_cost=39.50  global_best_score=1.813303  global_best_cost=39.50  feasible_ratio=84.38%  stagnation=2/156
[Stage1][Gen 0052] gen_best_score=1.886022  gen_best_cost=37.50  global_best_score=1.886022  global_best_cost=37.50  feasible_ratio=90.62%  stagnation=0/156
[Stage1][Gen 0053] gen_best_score=1.886022  gen_best_cost=37.50  global_best_score=1.886022  global_best_cost=37.50  feasible_ratio=96.88%  stagnation=1/156
[Stage1][Gen 0054] gen_best_score=1.886022  gen_best_cost=37.50  global_best_score=1.886022  global_best_cost=37.50  feasible_ratio=90.62%  stagnation=2/156
[Stage1][Gen 0055] gen_best_score=1.886022  gen_best_cost=37.50  global_best_score=1.886022  global_best_cost=37.50  feasible_ratio=93.75%  stagnation=3/156
[Stage1][Gen 0056] gen_best_score=1.915824  gen_best_cost=37.50  global_best_score=1.915824  global_best_cost=37.50  feasible_ratio=90.62%  stagnation=0/156
[Stage1][Gen 0057] gen_best_score=1.915824  gen_best_cost=37.50  global_best_score=1.915824  global_best_cost=37.50  feasible_ratio=93.75%  stagnation=1/156
[Stage1][Gen 0058] gen_best_score=1.967535  gen_best_cost=36.50  global_best_score=1.967535  global_best_cost=36.50  feasible_ratio=100.00%  stagnation=0/156
[Stage1][Gen 0059] gen_best_score=1.967535  gen_best_cost=36.50  global_best_score=1.967535  global_best_cost=36.50  feasible_ratio=100.00%  stagnation=1/156
[Stage1][Gen 0060] gen_best_score=1.967535  gen_best_cost=36.50  global_best_score=1.967535  global_best_cost=36.50  feasible_ratio=93.75%  stagnation=2/156
[Stage1][Gen 0061] gen_best_score=1.967535  gen_best_cost=36.50  global_best_score=1.967535  global_best_cost=36.50  feasible_ratio=96.88%  stagnation=3/156
[Stage1][Gen 0062] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=81.25%  stagnation=0/156
[Stage1][Gen 0063] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=87.50%  stagnation=1/156
[Stage1][Gen 0064] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=68.75%  stagnation=2/156
[Stage1][Gen 0065] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=87.50%  stagnation=3/156
[Stage1][Gen 0066] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=87.50%  stagnation=4/156
[Stage1][Gen 0067] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=87.50%  stagnation=5/156
[Stage1][Gen 0068] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=71.88%  stagnation=6/156
[Stage1][Gen 0069] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=87.50%  stagnation=7/156
[Stage1][Gen 0070] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=78.12%  stagnation=8/156
[Stage1][Gen 0071] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=84.38%  stagnation=9/156
[Stage1][Gen 0072] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=81.25%  stagnation=10/156
[Stage1][Gen 0073] gen_best_score=2.096609  gen_best_cost=34.00  global_best_score=2.096609  global_best_cost=34.00  feasible_ratio=78.12%  stagnation=11/156
[Stage1][Gen 0074] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=75.00%  stagnation=0/156
[Stage1][Gen 0075] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=81.25%  stagnation=1/156
[Stage1][Gen 0076] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=81.25%  stagnation=2/156
[Stage1][Gen 0077] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=65.62%  stagnation=3/156
[Stage1][Gen 0078] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=78.12%  stagnation=4/156
[Stage1][Gen 0079] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=78.12%  stagnation=5/156
[Stage1][Gen 0080] gen_best_score=2.137811  gen_best_cost=33.00  global_best_score=2.137811  global_best_cost=33.00  feasible_ratio=78.12%  stagnation=6/156
[Stage1][Gen 0081] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=75.00%  stagnation=0/156
[Stage1][Gen 0082] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=87.50%  stagnation=1/156
[Stage1][Gen 0083] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=87.50%  stagnation=2/156
[Stage1][Gen 0084] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=78.12%  stagnation=3/156
[Stage1][Gen 0085] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=93.75%  stagnation=4/156
[Stage1][Gen 0086] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=75.00%  stagnation=5/156
[Stage1][Gen 0087] gen_best_score=2.167862  gen_best_cost=33.00  global_best_score=2.167862  global_best_cost=33.00  feasible_ratio=81.25%  stagnation=6/156
[Stage1][Gen 0088] gen_best_score=2.192655  gen_best_cost=32.50  global_best_score=2.192655  global_best_cost=32.50  feasible_ratio=84.38%  stagnation=0/156
[Stage1][Gen 0089] gen_best_score=2.192655  gen_best_cost=32.50  global_best_score=2.192655  global_best_cost=32.50  feasible_ratio=75.00%  stagnation=1/156
[Stage1][Gen 0090] gen_best_score=2.208150  gen_best_cost=32.50  global_best_score=2.208150  global_best_cost=32.50  feasible_ratio=78.12%  stagnation=0/156
[Stage1][Gen 0091] gen_best_score=2.208150  gen_best_cost=32.50  global_best_score=2.208150  global_best_cost=32.50  feasible_ratio=62.50%  stagnation=1/156
[Stage1][Gen 0092] gen_best_score=2.208150  gen_best_cost=32.50  global_best_score=2.208150  global_best_cost=32.50  feasible_ratio=65.62%  stagnation=2/156
[Stage1][Gen 0093] gen_best_score=2.208150  gen_best_cost=32.50  global_best_score=2.208150  global_best_cost=32.50  feasible_ratio=65.62%  stagnation=3/156
[Stage1][Gen 0094] gen_best_score=2.208150  gen_best_cost=32.50  global_best_score=2.208150  global_best_cost=32.50  feasible_ratio=71.88%  stagnation=4/156
[Stage1][Gen 0095] gen_best_score=2.231578  gen_best_cost=32.00  global_best_score=2.231578  global_best_cost=32.00  feasible_ratio=78.12%  stagnation=0/156
[Stage1][Gen 0096] gen_best_score=2.231578  gen_best_cost=32.00  global_best_score=2.231578  global_best_cost=32.00  feasible_ratio=59.38%  stagnation=1/156
[Stage1][Gen 0097] gen_best_score=2.231578  gen_best_cost=32.00  global_best_score=2.231578  global_best_cost=32.00  feasible_ratio=62.50%  stagnation=2/156
[Stage1][Gen 0098] gen_best_score=2.231578  gen_best_cost=32.00  global_best_score=2.231578  global_best_cost=32.00  feasible_ratio=68.75%  stagnation=3/156
[Stage1][Gen 0099] gen_best_score=2.237428  gen_best_cost=32.00  global_best_score=2.237428  global_best_cost=32.00  feasible_ratio=65.62%  stagnation=0/156
[Stage1][Gen 0100] gen_best_score=2.237428  gen_best_cost=32.00  global_best_score=2.237428  global_best_cost=32.00  feasible_ratio=56.25%  stagnation=1/156
[Stage1][Gen 0101] gen_best_score=2.237428  gen_best_cost=32.00  global_best_score=2.237428  global_best_cost=32.00  feasible_ratio=71.88%  stagnation=2/156
[Stage1][Gen 0102] gen_best_score=2.237428  gen_best_cost=32.00  global_best_score=2.237428  global_best_cost=32.00  feasible_ratio=59.38%  stagnation=3/156
[Stage1][Gen 0103] gen_best_score=2.264122  gen_best_cost=31.50  global_best_score=2.264122  global_best_cost=31.50  feasible_ratio=71.88%  stagnation=0/156
[Stage1][Gen 0104] gen_best_score=2.275588  gen_best_cost=31.50  global_best_score=2.275588  global_best_cost=31.50  feasible_ratio=75.00%  stagnation=0/156
[Stage1][Gen 0105] gen_best_score=2.275588  gen_best_cost=31.50  global_best_score=2.275588  global_best_cost=31.50  feasible_ratio=53.12%  stagnation=1/156
[Stage1][Gen 0106] gen_best_score=2.275588  gen_best_cost=31.50  global_best_score=2.275588  global_best_cost=31.50  feasible_ratio=68.75%  stagnation=2/156
[Stage1][Gen 0107] gen_best_score=2.275588  gen_best_cost=31.50  global_best_score=2.275588  global_best_cost=31.50  feasible_ratio=65.62%  stagnation=3/156
[Stage1][Gen 0108] gen_best_score=2.275588  gen_best_cost=31.50  global_best_score=2.275588  global_best_cost=31.50  feasible_ratio=53.12%  stagnation=4/156
[Stage1][Gen 0109] gen_best_score=2.278658  gen_best_cost=31.50  global_best_score=2.278658  global_best_cost=31.50  feasible_ratio=50.00%  stagnation=0/156
