=== Stage-2 Noise RL Optimization Log Started ===
[Info] PPO LR resolved from rl_lr=20 -> 2e-05 (legacy-micro)
[Info] Stage-1 RL episodes: 51000 | Stage-2 RL episodes: 40000
[Info] Unified run output dir: experiment_results/layer_importance_runs/mrpc/20260329_003315_pid304809

[Info] Second-stage noise RL training skipped (--skip-noise-rl).

============================================================
PHASE 5.5: NOISE RL FINAL EVALUATION (验证集)
NOISE_EVAL_CONFIG_SOURCE=json
NOISE_EVAL_REPEAT_N=200
Selection constraints (from stage-2 search protocol): Loss<=0.3848, Acc.>=0.8571, F1>=0.8542
Noise cost reference (max-noise, for cost normalization only): 49.20
============================================================

--- Baseline (Stage-1 Exact) : N=200 次重复评估 ---
  统计: Loss=0.3431±0.000000 [0.3431, 0.3431]
  统计: Acc.=0.8799±0.000000 [0.8799, 0.8799]
  统计: F1=0.8774±0.000000 [0.8774, 0.8774]
Final-eval report constraints (based on repeated baseline on validation_full): Loss<=0.3581, Acc.>=0.8667, F1>=0.8643
Evaluating no-noise control for the fixed stage-1 configuration...

--- No-Noise (Fixed Stage-1) : N=200 次重复评估 ---
  统计: Loss=0.3142±0.000000 [0.3142, 0.3142]
  统计: Acc.=0.8824±0.000000 [0.8824, 0.8824]
  统计: F1=0.8804±0.000000 [0.8804, 0.8804]

--- Selected (Saved Noise RL) : N=200 次重复评估 ---
  Trial 1/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 47/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 48/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.1ms
  Trial 49/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 50/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 51/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 52/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 53/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 54/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 55/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 56/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.5ms
  Trial 57/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 58/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 59/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 60/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 61/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 62/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.8ms
  Trial 63/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 64/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 65/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 66/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 67/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 68/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 69/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 70/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 71/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 72/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 73/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 74/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 75/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.7ms
  Trial 76/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 77/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.9ms
  Trial 78/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 79/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 80/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 81/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.2ms
  Trial 82/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.9ms
  Trial 83/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 84/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 85/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 86/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 87/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 88/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 89/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 90/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=243.0ms
  Trial 91/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=239.1ms
  Trial 92/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=239.1ms
  Trial 93/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.7ms
  Trial 94/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 95/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 96/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 97/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 98/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.1ms
  Trial 99/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.9ms
  Trial 100/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 101/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 102/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 103/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 104/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 105/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.9ms
  Trial 106/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 107/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 108/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 109/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 110/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 111/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.8ms
  Trial 112/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 113/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.9ms
  Trial 114/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 115/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 116/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 117/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.8ms
  Trial 118/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 119/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 120/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 121/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 122/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 123/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=237.6ms
  Trial 124/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 125/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 126/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 127/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 128/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 129/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=237.8ms
  Trial 130/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 131/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 132/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 133/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 134/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.1ms
  Trial 135/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=237.7ms
  Trial 136/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 137/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 138/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 139/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 140/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.7ms
  Trial 141/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 142/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 143/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 144/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 145/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 146/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.3ms
  Trial 147/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 148/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 149/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 150/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 151/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 152/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 153/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 154/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 155/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 156/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 157/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.9ms
  Trial 158/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 159/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 160/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 161/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.1ms
  Trial 162/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.3ms
  Trial 163/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 164/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 165/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 166/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.2ms
  Trial 167/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=237.7ms
  Trial 168/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 169/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 170/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 171/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 172/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 173/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 174/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 175/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 176/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 177/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 178/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=237.9ms
  Trial 179/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 180/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.4ms
  Trial 181/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 182/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.3ms
  Trial 183/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=237.7ms
  Trial 184/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 185/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 186/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 187/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 188/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.2ms
  Trial 189/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 190/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.9ms
  Trial 191/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 192/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 193/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.8ms
  Trial 194/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.0ms
  Trial 195/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  Trial 196/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.7ms
  Trial 197/200: Loss=0.3141, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 198/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.6ms
  Trial 199/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.2ms
  Trial 200/200: Loss=0.3142, Acc.=0.8824, F1=0.8804, Time=238.5ms
  统计: Loss=0.3142±0.000027 [0.3141, 0.3142]
  统计: Acc.=0.8824±0.000000 [0.8824, 0.8824]
  统计: F1=0.8804±0.000000 [0.8804, 0.8804]
Generating 10 permutation noise random configs...
Generating 10 cost-equivalent noise random configs...
Generating 10 budget-equivalent noise random configs...

Noise Final Configurations Details:
[Selected (Saved Noise RL)] input_noise_scaling_factors: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[Selected (Saved Noise RL)] wq_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wk_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wv_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wo_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wffn1_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]
[Selected (Saved Noise RL)] wffn2_noise_scaling_factors: [22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]

Noise Random Configurations Details:
[NoiseEquiv_1] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_2] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_3] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_4] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_5] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_6] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_7] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_8] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_9] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseEquiv_10] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseBudget_1] x: [30, 26, 26, 30, 30, 24, 30, 30, 30, 30, 28, 30]
[NoiseBudget_2] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 22]
[NoiseBudget_3] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseBudget_4] x: [30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 26]
[NoiseBudget_5] x: [30, 30, 30, 28, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseBudget_6] x: [30, 30, 30, 30, 30, 30, 22, 30, 30, 30, 30, 30]
[NoiseBudget_7] x: [30, 30, 22, 30, 24, 30, 30, 30, 30, 30, 30, 30]
[NoiseBudget_8] x: [30, 30, 30, 30, 30, 22, 30, 26, 30, 30, 30, 30]
[NoiseBudget_9] x: [30, 28, 22, 30, 30, 30, 30, 30, 30, 30, 30, 30]
[NoiseBudget_10] x: [30, 30, 30, 30, 30, 30, 30, 28, 30, 30, 28, 30]

Noise Performance Comparison Table:
--------------------------------------------------------------------------------------------------------------------
Method                    | OK  | Loss     Acc.     F1       | dLoss%    dAcc.%      dF1%        | Noise C  Speedup 
--------------------------------------------------------------------------------------------------------------------
Baseline (Stage-1 Exact)  | Y   | 0.3431   0.8799   0.8774   |     0.00%       0.00%       0.00% | N/A      N/A     
No-Noise (Fixed Stage-1)  | Y   | 0.3142   0.8824   0.8804   |    -8.43%       0.28%       0.34% | N/A      N/A     
Selected (Saved Noise RL) | Y   | 0.3142   0.8824   0.8804   |    -8.43%       0.28%       0.34% | 48.60    1.01    
--------------------------------------------------------------------------------------------------------------------
NoiseEquiv_1              | Y   | 0.3142   0.8824   0.8804   |    -8.43%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_2              | Y   | 0.3142   0.8824   0.8804   |    -8.42%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_3              | Y   | 0.3143   0.8824   0.8804   |    -8.40%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_4              | Y   | 0.3142   0.8824   0.8804   |    -8.41%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_5              | Y   | 0.3142   0.8824   0.8804   |    -8.41%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_6              | Y   | 0.3142   0.8824   0.8804   |    -8.41%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_7              | Y   | 0.3142   0.8824   0.8804   |    -8.41%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_8              | Y   | 0.3135   0.8824   0.8804   |    -8.62%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_9              | Y   | 0.3138   0.8824   0.8804   |    -8.52%       0.28%       0.34% | 48.60    1.01    
NoiseEquiv_10             | Y   | 0.3145   0.8824   0.8804   |    -8.33%       0.28%       0.34% | 48.60    1.01    
NoiseBudget_1             | Y   | 0.3139   0.8799   0.8781   |    -8.52%       0.00%       0.07% | 48.15    1.02    
NoiseBudget_2             | Y   | 0.3141   0.8824   0.8804   |    -8.46%       0.28%       0.34% | 48.25    1.02    
NoiseBudget_3             | Y   | 0.3150   0.8799   0.8781   |    -8.19%       0.00%       0.07% | 48.30    1.02    
NoiseBudget_4             | Y   | 0.3144   0.8824   0.8804   |    -8.36%       0.28%       0.34% | 48.15    1.02    
NoiseBudget_5             | Y   | 0.3137   0.8824   0.8804   |    -8.57%       0.28%       0.34% | 48.15    1.02    
NoiseBudget_6             | Y   | 0.3135   0.8824   0.8804   |    -8.62%       0.28%       0.34% | 48.15    1.02    
NoiseBudget_7             | Y   | 0.3128   0.8799   0.8781   |    -8.84%       0.00%       0.07% | 48.20    1.02    
NoiseBudget_8             | Y   | 0.3136   0.8824   0.8804   |    -8.58%       0.28%       0.34% | 48.20    1.02    
NoiseBudget_9             | Y   | 0.3142   0.8824   0.8804   |    -8.43%       0.28%       0.34% | 48.20    1.02    
NoiseBudget_10            | Y   | 0.3142   0.8824   0.8804   |    -8.42%       0.28%       0.34% | 48.25    1.02    
--------------------------------------------------------------------------------------------------------------------

Selected (Saved Noise RL) repeated-eval summary (N=200):
  Loss : 0.3142 ± 0.000027 [0.3141, 0.3142]
  Acc. : 0.8824 ± 0.000000 [0.8824, 0.8824]
  F1 : 0.8804 ± 0.000000 [0.8804, 0.8804]

Noise Random Baseline Summary:
  Overall: samples=20, constraint_ok=100.00%, selected_better_loss=50.00%, selected_better_Acc.=100.00%, selected_dominates=35.00%
  Overall selected_better_F1=100.00%
  Equiv   samples=10  constraint_ok=100.00% selected_better_loss=70.00% selected_better_Acc.=100.00% selected_dominates=70.00% selected_better_F1=100.00%
  Budget  samples=10  constraint_ok=100.00% selected_better_loss=30.00% selected_better_Acc.=100.00% selected_dominates=0.00% selected_better_F1=100.00%
